control,omitted_cg4_group,status,beta,odds_ratio,p,direction_preserved
RG4,142,ok,1.1362640449447243,3.1151086926733136,0.00012227758331539247,True
RG4,147,ok,1.154081782041759,3.1711103098643103,8.48746846667779e-05,True
RG4,154,ok,1.1065467353415235,3.0238980234407786,0.00012441239434930518,True
RG4,158,ok,1.1434688748682784,3.1376335675055467,0.0001311354690556888,True
RG4,165,ok,1.0982769004990722,2.998994004201862,0.00014789575347458442,True
RG4,167,ok,1.1213805057854227,3.0690881740902918,0.00011521211988597493,True
RG4,173,ok,1.1122978031356885,3.041338769361603,0.00012560284755764242,True
RG4,175,ok,1.1088866010466463,3.0309818230595447,0.00012709680487124202,True
RG4,188,ok,1.1028097425469072,3.0126188265804945,0.00015423890251821764,True
RG4,197,ok,1.0796182466978013,2.943555624467982,0.0002645735259140379,True
RG4,204,ok,1.0864658702867924,2.9637811547757025,0.00017254092626169004,True
RG4,206,ok,1.0917375370926115,2.9794464764082,0.00015430502840104866,True
RG4,207,ok,1.0691376077940127,2.912866383220628,0.00020365173249972394,True
RG4,214,ok,1.1440134786577307,3.13934280002133,0.00010661221169538456,True
RG4,229,ok,1.151288545258547,3.1622650071666483,0.00010154853216487883,True
RG4,231,ok,1.1044005144427578,3.017415029763923,0.0001454410035588184,True
RG4,239,ok,1.1570331393837736,3.1804832141510437,6.68495999385161e-05,True
RG4,259,ok,1.1243081819257439,3.078086636174123,0.00011139192241989477,True
RG4,265,ok,1.0926020503261649,2.982023361030654,0.00018825311853075993,True
RG4,271,ok,1.0879185330580987,2.9680896579649754,0.00016711959796356565,True
RG4,276,ok,1.1088866010466463,3.0309818230595447,0.00012709680487124202,True
RG4,293,ok,1.1015603403025018,3.008857204236053,0.0001449906412170578,True
RG4,303,ok,1.1611158789143905,3.1934948421659763,8.389427583313892e-05,True
RG4,309,ok,1.0881249489127829,2.968702381964302,0.00017286656234207528,True
RG4,315,ok,1.1711015813414705,3.2255438811336408,4.610396937561101e-05,True
RG4,316,ok,1.1053635545110005,3.0203223210343992,0.0001366860162726648,True
RG4,322,ok,1.0645820020351182,2.899626692653169,0.0002734575341633617,True
RG4,323,ok,1.1128599414335292,3.0430489029813366,0.00013308376263125354,True
RG4,330,ok,1.0816357886498296,2.9495003662949966,0.00024143362278732688,True
RG4,333,ok,1.1048716606101805,3.0188370082442715,0.00012815647120026252,True
RG4,337,ok,1.0952916910392072,2.990054728374333,0.00014592802454026034,True
RG4,341,ok,1.1129399107505344,3.043292263254269,0.00012298760904115583,True
RG4,354,ok,1.102191521881119,3.010756938951765,0.00016076961871866566,True
RG4,360,ok,1.0677020766380583,2.9086878726829855,0.0002283529317156422,True
RG4,368,ok,1.0963864970606831,2.993330050889756,0.00017606043314531626,True
RG4,369,ok,1.0538331045152574,2.86862581360705,0.00023253177667949328,True
RG4,373,ok,1.0843561054474329,2.957534864922064,0.00017902482975933897,True
RG4,374,ok,1.107524226421338,3.0268553019061506,0.00012344630206751964,True
RG4,386,ok,1.1045213979277035,3.0177798074556037,0.00013536440309977815,True
RG4,393,ok,1.1144122226981485,3.047776238909011,0.00012948913444279405,True
RG4,394,ok,1.0931383209505967,2.9836229614315624,0.00015845502412040186,True
RG4,405,ok,1.1623817763928423,3.197540039096219,5.5303921632813065e-05,True
