rank_M,is_bgg,is_sat,z,group_z,group_Vdisp,M_r,lgm,sSFR,sSFR_status,morphology,p_E,p_S,is_dominated,run2d,sciencePrimary,legacyPrimary,spec_z,spec_zErr,zWarning,velDisp,velDispErr,snMedian,snMedian_r,spec_class,instrument,survey,mpa_z,v_disp,v_disp_err,sn_median,reliable,spectrotype,mpa_subclass,primtarget,targettype,lick_hd_a,lick_hd_a_err,lick_hd_a_sub,lick_hd_a_sub_err,lick_hd_a_model,lick_hg_a,lick_hg_a_err,lick_hg_a_sub,lick_hg_a_sub_err,lick_hg_a_model,lick_hb,lick_hb_err,lick_hb_sub,lick_hb_sub_err,lick_hb_model,lick_mgb,lick_mgb_err,lick_mgb_sub,lick_mgb_sub_err,lick_mgb_model,lick_mg2,lick_mg2_err,lick_mg2_sub,lick_mg2_sub_err,lick_mg2_model,lick_fe5270,lick_fe5270_err,lick_fe5270_sub,lick_fe5270_sub_err,lick_fe5270_model,lick_fe5335,lick_fe5335_err,lick_fe5335_sub,lick_fe5335_sub_err,lick_fe5335_model,lick_fe5015,lick_fe5015_err,lick_fe5015_sub,lick_fe5015_sub_err,lick_fe5015_model,lick_fe5406,lick_fe5406_err,lick_fe5406_sub,lick_fe5406_sub_err,lick_fe5406_model,lick_hd_f,lick_hd_f_err,lick_hd_f_sub,lick_hd_f_sub_err,lick_hd_f_model,lick_hg_f,lick_hg_f_err,lick_hg_f_sub,lick_hg_f_sub_err,lick_hg_f_model,d4000_n,d4000_n_err,d4000_n_sub,d4000_n_sub_err,d4000_n_model,d4000,d4000_err,d4000_sub,d4000_sub_err,d4000_model,from_pass2,specObjID_u,has_mpa,is_csv_spec,n_spectra_for_objid,spec_choice,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r,simard_z,simard_Sp,simard_Scale,simard_Rhlr,simard_Rchl_r,simard_e,simard_ng,simard_e_ng,simard_rg2d,simard_PpS,simard_z_mismatch,Rchl_r_arcsec,kpc_per_arcsec_Planck15_DA,Rchl_r_kpc,petroR50_kpc,has_spectrum,mpa_reliable,HdA,HdA_err,HdA_sub,HdA_sub_err,HdA_model,HgA,HgA_err,HgA_sub,HgA_sub_err,HgA_model,Hb,Hb_err,Hb_sub,Hb_sub_err,Hb_model,Mgb,Mgb_err,Mgb_sub,Mgb_sub_err,Mgb_model,Fe5270,Fe5270_err,Fe5270_sub,Fe5270_sub_err,Fe5270_model,Fe5335,Fe5335_err,Fe5335_sub,Fe5335_sub_err,Fe5335_model,Mg2,Mg2_err,Mg2_sub,Mg2_sub_err,Mg2_model,D4000n,D4000n_err,D4000n_sub,D4000n_sub_err,D4000n_model,sigma_mpa,sigma_mpa_err,sigma_spec,sigma_spec_err,sigma,sigma_err,sigma_source,SN,SN_spec_r,SN_spec_all,valid_core,valid_core_sub,MgFe,MgFe_err,MgbFe,MgbFe_err,MgFe_sub,MgFe_sub_err,MgbFe_sub,MgbFe_sub_err,sample_blind,group_blind,gal_uid,obj_hash
3,0,1,0.045825495,0.04548640925,111.41340432393416,-20.605546,10.45439,-12.243226,Quenched,NoGZ,,,True,26,1,1,0.04535228,1.359031e-05,0,141.6439,5.467769,26.79553,33.38991,GALAXY,SDSS,sdss,0.04535228,141.6439,5.467769,26.80732,1.0,GALAXY,,64.0,GALAXY,-1.257229,0.6638551,-1.257229,0.6638551,-1.367204,-6.141827,0.6345366,-5.771534,0.632191,-4.528504,1.522377,0.3398919,1.805542,0.3381149,2.190912,4.823053,0.3375599,4.823053,0.3375599,3.283604,0.2626165,0.01127006,0.2626165,0.01127006,0.1896859,3.077177,0.3579764,3.077177,0.3579764,3.014197,2.737381,0.3639803,2.737381,0.3639803,2.854938,5.499424,0.5406733,5.499424,0.5406733,5.422841,1.745437,0.3105795,1.745437,0.3105795,1.815416,0.5692318,0.4715799,0.5692318,0.4715799,0.8530625,-2.002839,0.4375921,-1.648101,0.4340683,-0.7648016,1.877107,0.02518887,1.877107,0.02518887,1.80599,2.034481,0.02012134,2.034481,0.02012134,2.033709,0,503368549314619392,1,1,1,csv_specobjid_with_mpa,2.157986,0.01172636,6.203158,0.0763186,5.243881,1.661455,0.0454000011086463,2.0,0.8920000195503235,2.5299999713897705,2.299999952316284,0.2000000029802322,4.739999771118164,0.1400000005960464,15.81999969482422,0.5600000023841858,0,2.578475226352309,0.930079957477982,2.3981881288837856,2.007099527118081,1,1,-1.257229,0.6638551,-1.257229,0.6638551,-1.367204,-6.141827,0.6345366,-5.771534,0.632191,-4.528504,1.522377,0.3398919,1.805542,0.3381149,2.190912,4.823053,0.3375599,4.823053,0.3375599,3.283604,3.077177,0.3579764,3.077177,0.3579764,3.014197,2.737381,0.3639803,2.737381,0.3639803,2.854938,0.2626165,0.01127006,0.2626165,0.01127006,0.1896859,1.877107,0.02518887,1.877107,0.02518887,1.80599,141.6439,5.467769,141.6439,5.467769,141.6439,5.467769,galSpecInfo.v_disp,26.80732,33.38991,26.79553,1,1,3.7924277987284554,0.22062128338367315,1.658957740210004,0.18627130559416644,3.7924277987284554,0.22062128338367315,1.658957740210004,0.18627130559416644,S2,G01219,g00010,00ab676b1c19
4,0,1,0.045729996,0.04548640925,111.41340432393416,-20.113728,9.72223,-9.8352734,Starforming,NoGZ,,,True,26,1,1,0.04525756,9.138827e-06,0,46.52884,13.26226,13.40439,15.48129,GALAXY,SDSS,sdss,0.04525756,46.52884,13.26226,13.51462,1.0,GALAXY,STARFORMING,64.0,GALAXY,3.845274,0.808794,5.309965,0.7927559,4.720325,1.500324,0.8364904,3.964831,0.8102636,3.008411,-1.458539,0.7116318,4.122276,0.6128892,3.546937,2.366874,0.6736944,2.366874,0.6736944,1.662356,0.09654818,0.0213257,0.0953933,0.02133984,0.09432562,1.844053,0.7152111,1.844053,0.7152111,1.413934,2.178595,0.7362928,2.178595,0.7362928,1.397233,1.513454,1.015363,3.490673,1.007126,2.501455,0.7846082,0.6490512,0.7846082,0.6490512,0.8578438,2.675971,0.6062283,4.171744,0.5809587,4.068061,1.29751,0.6009768,3.752337,0.5564154,3.277084,1.201497,0.0175655,1.200265,0.01755418,1.218218,1.306467,0.01408773,1.296925,0.01401796,1.326692,0,503369373948340224,1,1,1,csv_specobjid_with_mpa,4.355361,0.06289694,9.221973,0.2228684,10.24281,1.661455,0.0452000014483928,2.0,0.8889999985694885,5.409999847412109,4.400000095367432,0.3700000047683716,2.380000114440918,0.0799999982118606,16.40999984741211,0.3499999940395355,0,4.949381442573205,0.9282475779800023,4.594251336567748,4.042853299478562,1,1,3.845274,0.808794,5.309965,0.7927559,4.720325,1.500324,0.8364904,3.964831,0.8102636,3.008411,-1.458539,0.7116318,4.122276,0.6128892,3.546937,2.366874,0.6736944,2.366874,0.6736944,1.662356,1.844053,0.7152111,1.844053,0.7152111,1.413934,2.178595,0.7362928,2.178595,0.7362928,1.397233,0.09654818,0.0213257,0.0953933,0.02133984,0.09432562,1.201497,0.0175655,1.200265,0.01755418,1.218218,46.52884,13.26226,46.52884,13.26226,46.52884,13.26226,galSpecInfo.v_disp,13.51462,15.48129,13.40439,1,1,2.1415766046537397,0.43225915660873565,1.1767741050173914,0.44984617612526384,2.1415766046537397,0.43225915660873565,1.1767741050173914,0.44984617612526384,S2,G01219,g00011,0de128cf540e
1,1,0,0.043605956,0.04327342475,65.212862961357,-22.309907,10.91266,-11.0690721,Starforming,Spiral,0.0260000005364418,0.922999978065491,False,26,1,1,0.04260536,9.086226e-06,0,137.6211,4.158177,40.96877,50.9504,GALAXY,SDSS,sdss,0.04260536,137.6211,4.158177,41.04177,1.0,GALAXY,,96.0,GALAXY,1.444743,0.3663584,1.444743,0.3663584,0.7665758,-1.887603,0.358079,-1.887603,0.358079,-2.046725,2.605426,0.2149222,2.97525,0.2133605,2.408643,2.943353,0.2300895,2.943353,0.2300895,2.627243,0.1821789,0.007333123,0.1816668,0.007335208,0.1566168,2.560504,0.2428995,2.560504,0.2428995,2.470746,2.492584,0.2449683,2.492584,0.2449683,2.374882,4.81494,0.3527673,5.128375,0.3533966,4.586325,1.635093,0.2064596,1.635093,0.2064596,1.507362,2.42038,0.2571875,2.42038,0.2571875,1.835658,0.7488105,0.2407554,0.7488105,0.2407554,0.5700027,1.606103,0.01137169,1.606103,0.01137169,1.595392,1.802873,0.00956417,1.802873,0.00956417,1.794372,0,527027291352492032,1,1,1,csv_specobjid_with_mpa,7.953755,0.01969008,18.46284,0.1468078,16.33946,1.352013,0.0427000001072883,2.0,0.8410000205039978,12.6899995803833,11.350000381469728,0.209999993443489,4.239999771118164,0.0199999995529651,13.899999618530272,0.0,0,13.495838412308071,0.8873830413991188,11.975978136544992,7.058027302443448,1,1,1.444743,0.3663584,1.444743,0.3663584,0.7665758,-1.887603,0.358079,-1.887603,0.358079,-2.046725,2.605426,0.2149222,2.97525,0.2133605,2.408643,2.943353,0.2300895,2.943353,0.2300895,2.627243,2.560504,0.2428995,2.560504,0.2428995,2.470746,2.492584,0.2449683,2.492584,0.2449683,2.374882,0.1821789,0.007333123,0.1816668,0.007335208,0.1566168,1.606103,0.01137169,1.606103,0.01137169,1.595392,137.6211,4.158177,137.6211,4.158177,137.6211,4.158177,galSpecInfo.v_disp,41.04177,50.9504,40.96877,1,1,2.7350487417775944,0.14712543423768157,1.1649719933632663,0.12090948788204106,2.7350487417775944,0.14712543423768157,1.1649719933632663,0.12090948788204106,S2,G00810,g00012,ea721eae5210
2,0,1,0.043203973,0.04327342475,65.212862961357,-21.538248,10.67758,-12.202729,Quenched,Elliptical,0.758000016212463,0.180999994277954,False,26,1,1,0.04220323,8.006694e-06,0,146.6294,3.268851,43.86971,53.50353,GALAXY,SDSS,sdss,0.04220323,146.6294,3.268851,43.86971,1.0,GALAXY,,96.0,GALAXY,-0.8128828,0.3657176,-0.8128828,0.3657176,-0.8184193,-4.344818,0.348112,-4.344818,0.348112,-4.002684,2.560685,0.201046,2.560685,0.201046,2.288463,3.782035,0.2099981,3.782035,0.2099981,3.231128,0.235755,0.006850149,0.235755,0.006850149,0.1890521,3.468945,0.2207604,3.468945,0.2207604,3.073811,2.628504,0.2282321,2.628504,0.2282321,2.899786,5.567318,0.3273965,5.567318,0.3273965,5.56175,1.855293,0.1915547,1.855293,0.1915547,1.855268,1.273499,0.2543297,1.273499,0.2543297,1.118172,-0.8019901,0.2357635,-0.8019901,0.2357635,-0.4521952,1.818369,0.01279039,1.818369,0.01279039,1.764766,1.982045,0.0103183,1.982045,0.0103183,1.969922,0,527027841108305920,1,1,1,csv_specobjid_with_mpa,3.221647,0.1179651,10.01521,0.8269618,7.190678,1.352013,0.0421999990940094,2.0,0.8330000042915344,4.090000152587891,3.7899999618530273,0.1500000059604644,4.809999942779541,0.0399999991059303,14.75,0.0,0,4.549819858736277,0.8796255830653583,4.002137946083244,2.833843120805762,1,1,-0.8128828,0.3657176,-0.8128828,0.3657176,-0.8184193,-4.344818,0.348112,-4.344818,0.348112,-4.002684,2.560685,0.201046,2.560685,0.201046,2.288463,3.782035,0.2099981,3.782035,0.2099981,3.231128,3.468945,0.2207604,3.468945,0.2207604,3.073811,2.628504,0.2282321,2.628504,0.2282321,2.899786,0.235755,0.006850149,0.235755,0.006850149,0.1890521,1.818369,0.01279039,1.818369,0.01279039,1.764766,146.6294,3.268851,146.6294,3.268851,146.6294,3.268851,galSpecInfo.v_disp,43.86971,53.50353,43.86971,1,1,3.497094474759468,0.13419214003830432,1.2405302610977147,0.09443469670182679,3.497094474759468,0.13419214003830432,1.2405302610977147,0.09443469670182679,S2,G00810,g00013,e58459e64df0
3,0,1,0.043100813,0.04327342475,65.212862961357,-21.380679,10.73482,-12.290754,Quenched,Elliptical,0.908999979496002,0.090999998152256,False,26,1,1,0.0421,1.107042e-05,0,157.1159,4.298626,32.49915,35.06915,GALAXY,SDSS,sdss,0.0421,157.1159,4.298626,32.45052,1.0,GALAXY,BROADLINE,96.0,GALAXY,-2.05384,0.5118368,-2.05384,0.5118368,-1.433115,-4.982325,0.464649,-4.565381,0.4626348,-4.479726,1.711274,0.262633,1.988603,0.2612417,2.337002,3.829419,0.2662574,3.829419,0.2662574,3.518095,0.2501089,0.008894121,0.2501089,0.008894121,0.2151737,2.778386,0.2860517,2.778386,0.2860517,3.444816,2.996382,0.309545,2.996382,0.309545,3.259009,5.614473,0.4307996,6.169987,0.428973,6.443137,1.640666,0.2462703,1.640666,0.2462703,2.113196,0.9142764,0.3460729,0.9142764,0.3460729,0.8815331,-1.209267,0.3163747,-0.8103771,0.3132962,-0.5745064,1.882745,0.01857834,1.882745,0.01857834,1.867108,2.09181,0.01529781,2.09181,0.01529781,2.111773,0,525971210249463808,1,1,1,csv_specobjid_with_mpa,2.796947,0.025964,9.388451,0.1579695,7.659854,1.243654,0.0421000011265277,2.0,0.8309999704360962,3.759999990463257,2.930000066757202,0.449999988079071,4.800000190734863,0.050000000745058,14.989999771118164,0.0299999993294477,0,3.5258726486110255,0.8776335855143828,3.0944242546675875,2.454694624103696,1,1,-2.05384,0.5118368,-2.05384,0.5118368,-1.433115,-4.982325,0.464649,-4.565381,0.4626348,-4.479726,1.711274,0.262633,1.988603,0.2612417,2.337002,3.829419,0.2662574,3.829419,0.2662574,3.518095,2.778386,0.2860517,2.778386,0.2860517,3.444816,2.996382,0.309545,2.996382,0.309545,3.259009,0.2501089,0.008894121,0.2501089,0.008894121,0.2151737,1.882745,0.01857834,1.882745,0.01857834,1.867108,157.1159,4.298626,157.1159,4.298626,157.1159,4.298626,galSpecInfo.v_disp,32.45052,35.06915,32.49915,1,1,3.297475941465642,0.17313636582010908,1.3262589943007235,0.13369137899757974,3.297475941465642,0.17313636582010908,1.3262589943007235,0.13369137899757974,S2,G00810,g00014,211db49e6335
4,0,1,0.043182957,0.04327342475,65.212862961357,-20.3565,10.11648,-11.202905,Quenched,Elliptical,0.712999999523163,0.229000002145767,False,26,1,1,0.04218216,1.225397e-05,0,76.30935,4.571989,27.67803,35.03112,GALAXY,SDSS,sdss,0.04218216,76.30935,4.571989,27.67803,1.0,GALAXY,,64.0,GALAXY,0.1180115,0.5544098,0.1180115,0.5544098,-0.1272957,-2.936631,0.5384086,-2.936631,0.5384086,-2.863125,1.985524,0.3231845,1.985524,0.3231845,2.303117,3.059758,0.3443766,3.059758,0.3443766,2.683429,0.168341,0.01148715,0.1674361,0.01149322,0.1613722,2.682149,0.3642415,2.682149,0.3642415,2.65997,2.861927,0.4301903,2.861927,0.4301903,2.592103,5.649515,0.5041728,5.365183,0.5070938,5.089994,1.59117,0.3062085,1.59117,0.3062085,1.557969,1.348232,0.3896345,1.348232,0.3896345,1.342501,-0.2879159,0.3686439,-0.2879159,0.3686439,0.103571,1.647066,0.01764337,1.647066,0.01764337,1.65858,1.806243,0.01415725,1.806243,0.01415725,1.82803,0,525968461470394368,1,1,1,csv_specobjid_with_mpa,1.932436,0.02492541,5.930805,0.1819124,4.480985,1.243654,0.0421999990940094,2.0,0.8330000042915344,2.2100000381469727,1.7000000476837158,0.4699999988079071,3.609999895095825,0.0299999993294477,16.09000015258789,0.4900000095367431,0,2.0408163732598825,0.8792198089745091,1.7943261818496044,1.6990360107754643,1,1,0.1180115,0.5544098,0.1180115,0.5544098,-0.1272957,-2.936631,0.5384086,-2.936631,0.5384086,-2.863125,1.985524,0.3231845,1.985524,0.3231845,2.303117,3.059758,0.3443766,3.059758,0.3443766,2.683429,2.682149,0.3642415,2.682149,0.3642415,2.65997,2.861927,0.4301903,2.861927,0.4301903,2.592103,0.168341,0.01148715,0.1674361,0.01149322,0.1613722,1.647066,0.01764337,1.647066,0.01764337,1.65858,76.30935,4.571989,76.30935,4.571989,76.30935,4.571989,galSpecInfo.v_disp,27.67803,35.03112,27.67803,1,1,2.8914958876997767,0.22314323890454438,1.1037936709381329,0.167416329438017,2.8914958876997767,0.22314323890454438,1.1037936709381329,0.167416329438017,S2,G00810,g00015,3845550f9bab
1,1,0,0.024032534,0.02394379475,71.43269758845616,-22.317682,11.30246,-12.883211,Quenched,Elliptical,0.540000021457672,0.358999997377396,True,26,1,1,0.02318548,8.4064e-06,0,229.0378,3.69622,48.65157,52.60095,GALAXY,SDSS,sdss,0.02318548,229.0378,3.69622,48.66617,1.0,GALAXY,BROADLINE,96.0,GALAXY,-2.35911,0.3007354,-1.795367,0.2981802,-1.6059,-6.358365,0.2940604,-5.441119,0.290941,-4.938018,1.185878,0.1926731,1.93012,0.1900297,2.205307,4.278932,0.1880124,4.278932,0.1880124,3.525695,0.2662506,0.006206779,0.2658561,0.006208111,0.2232666,3.010835,0.2080943,3.010835,0.2080943,3.184379,2.477422,0.2137064,2.477422,0.2137064,2.844083,4.648085,0.3094885,5.337373,0.3088923,5.884356,1.716715,0.1820014,1.716715,0.1820014,1.852439,0.02975614,0.2105934,0.4470876,0.2082399,0.7371362,-1.863601,0.2003467,-1.182471,0.196982,-0.7649312,1.980211,0.01033532,1.985869,0.01039693,1.922981,2.174971,0.008402456,2.173651,0.008415963,2.242581,0,2182114747552393216,1,1,1,csv_specobjid_with_mpa,8.407094,0.1753084,27.724,1.094186,20.842,1.247497,,,,,,,,,,,0,,0.5007246362974249,,4.209639085468264,1,1,-2.35911,0.3007354,-1.795367,0.2981802,-1.6059,-6.358365,0.2940604,-5.441119,0.290941,-4.938018,1.185878,0.1926731,1.93012,0.1900297,2.205307,4.278932,0.1880124,4.278932,0.1880124,3.525695,3.010835,0.2080943,3.010835,0.2080943,3.184379,2.477422,0.2137064,2.477422,0.2137064,2.844083,0.2662506,0.006206779,0.2658561,0.006208111,0.2232666,1.980211,0.01033532,1.985869,0.01039693,1.922981,229.0378,3.69622,229.0378,3.69622,229.0378,3.69622,galSpecInfo.v_disp,48.66617,52.60095,48.65157,1,1,3.4991535549106048,0.12506151325751594,1.5593045296530392,0.10897879211826729,3.4991535549106048,0.12506151325751594,1.5593045296530392,0.10897879211826729,S1,G00867,g00016,b9c2cc185d8c
2,0,1,0.023569981,0.02394379475,71.43269758845616,-20.869508,10.44188,-12.098115,Quenched,Elliptical,0.601999998092651,0.398000001907349,True,26,1,1,0.02272279,7.220997e-06,0,134.3178,2.850704,43.23331,49.15628,GALAXY,SDSS,sdss,0.02272279,134.3178,2.850704,43.26168,1.0,GALAXY,AGN BROADLINE,96.0,GALAXY,-1.829848,0.347351,-1.510573,0.3459557,-1.447818,-4.883307,0.3317912,-4.478498,0.3304262,-4.571759,1.631436,0.2130709,2.265123,0.2103928,2.165665,3.76155,0.2150884,3.76155,0.2150884,3.28265,0.2259694,0.006994547,0.2249213,0.006998584,0.1908933,3.037463,0.2290654,3.037463,0.2290654,3.100219,2.931229,0.2328942,2.931229,0.2328942,2.94199,4.864894,0.342161,6.078724,0.3419407,5.605852,1.849017,0.200889,1.849017,0.200889,1.870531,0.4083794,0.2425554,0.7187862,0.2405919,0.8023373,-0.9866727,0.2245375,-0.6011381,0.2224304,-0.7900347,1.854351,0.01112527,1.864549,0.01123273,1.797371,2.00979,0.009030054,2.012802,0.009067293,2.022085,0,2182100728779139072,1,1,1,csv_specobjid_with_mpa,4.07852,0.07708921,12.99594,0.4720088,10.26552,1.476994,0.0228000003844499,2.0,0.4600000083446502,3.299999952316284,2.490000009536743,0.4900000095367431,4.789999961853027,0.0299999993294477,14.119999885559082,0.0,0,5.413043400797369,0.4913625919938298,2.6597670359908903,2.0040321586986747,1,1,-1.829848,0.347351,-1.510573,0.3459557,-1.447818,-4.883307,0.3317912,-4.478498,0.3304262,-4.571759,1.631436,0.2130709,2.265123,0.2103928,2.165665,3.76155,0.2150884,3.76155,0.2150884,3.28265,3.037463,0.2290654,3.037463,0.2290654,3.100219,2.931229,0.2328942,2.931229,0.2328942,2.94199,0.2259694,0.006994547,0.2249213,0.006998584,0.1908933,1.854351,0.01112527,1.864549,0.01123273,1.797371,134.3178,2.850704,134.3178,2.850704,134.3178,2.850704,galSpecInfo.v_disp,43.26168,49.15628,43.23331,1,1,3.363581378069215,0.13813785201327294,1.2604269076038772,0.09976504656284396,3.363581378069215,0.13813785201327294,1.2604269076038772,0.09976504656284396,S1,G00867,g00017,f54aefb5d35c
3,0,1,0.024061855,0.02394379475,71.43269758845616,-20.656212,10.44385,-12.06398,Quenched,Elliptical,0.787999987602234,0.181999996304512,True,26,1,1,0.02321484,8.719969e-06,0,199.2954,4.07596,44.18221,49.68571,GALAXY,SDSS,sdss,0.02321484,199.2954,4.07596,44.19553,1.0,GALAXY,BROADLINE,96.0,GALAXY,-2.244556,0.342576,-1.834578,0.3406883,-1.523851,-5.932239,0.3279023,-5.087679,0.3248781,-4.912068,0.8164652,0.2127412,1.872767,0.2082551,2.108386,4.537125,0.2080078,4.537125,0.2080078,3.20685,0.2655875,0.006897137,0.2645558,0.006901038,0.1918372,2.439745,0.2280802,2.439745,0.2280802,2.959654,2.341833,0.2331225,2.341833,0.2331225,2.65819,3.884309,0.3425094,4.958229,0.3417586,5.292124,1.881769,0.1969752,1.881769,0.1969752,1.742408,0.4257205,0.2362929,0.8193271,0.2337179,0.719228,-2.061265,0.227282,-1.25314,0.2227017,-0.8445262,1.888423,0.01109966,1.886413,0.01109146,1.835695,2.01128,0.008807121,2.007389,0.00879442,2.071858,0,2182111998773323776,1,1,1,csv_specobjid_with_mpa,2.297734,0.08939406,7.462302,0.6358435,5.334128,1.247497,0.0232999995350837,2.0,0.4690000116825104,1.690000057220459,1.4500000476837158,0.2899999916553497,4.989999771118164,0.0299999993294477,14.300000190734863,0.959999978542328,0,3.0916844596270363,0.5013177354992995,1.5499162521786012,1.1518948056597476,1,1,-2.244556,0.342576,-1.834578,0.3406883,-1.523851,-5.932239,0.3279023,-5.087679,0.3248781,-4.912068,0.8164652,0.2127412,1.872767,0.2082551,2.108386,4.537125,0.2080078,4.537125,0.2080078,3.20685,2.439745,0.2280802,2.439745,0.2280802,2.959654,2.341833,0.2331225,2.341833,0.2331225,2.65819,0.2655875,0.006897137,0.2645558,0.006901038,0.1918372,1.888423,0.01109966,1.886413,0.01109146,1.835695,199.2954,4.07596,199.2954,4.07596,199.2954,4.07596,galSpecInfo.v_disp,44.19553,49.68571,44.18221,1,1,3.3083290522384554,0.14295001383170203,1.8977521646619588,0.1559633813539638,3.3083290522384554,0.14295001383170203,1.8977521646619588,0.1559633813539638,S1,G00867,g00018,fded167f8869
4,0,1,0.024110809,0.02394379475,71.43269758845616,-20.096434,10.1118,-12.195204,Quenched,Elliptical,1.0,0.0,True,26,1,1,0.02326355,8.933763e-06,0,97.93189,3.178541,36.22165,43.68966,GALAXY,SDSS,sdss,0.02326355,97.93189,3.178541,36.25173,1.0,GALAXY,,96.0,GALAXY,-1.025603,0.4546925,-1.025603,0.4546925,-1.293672,-4.610699,0.4292032,-4.610699,0.4292032,-4.381982,2.280781,0.2529165,2.280781,0.2529165,2.193097,3.558105,0.2616664,3.558105,0.2616664,3.267306,0.2246602,0.008409868,0.2246602,0.008409868,0.1912173,3.51954,0.2687092,3.51954,0.2687092,3.258451,3.333498,0.2719093,3.333498,0.2719093,3.124479,6.023612,0.4025817,6.397982,0.401463,5.956261,1.948938,0.237883,1.948938,0.237883,1.986686,0.938905,0.317932,0.938905,0.317932,0.9289412,-1.206198,0.2945811,-1.206198,0.2945811,-0.7116898,1.861249,0.01625668,1.861249,0.01625668,1.798202,2.005637,0.01325796,2.005637,0.01325796,2.017674,0,2182113373162858496,1,1,1,csv_specobjid_with_mpa,3.85567,0.01941933,11.07272,0.1219148,9.127397,1.247497,0.0232999995350837,2.0,0.4699999988079071,2.5899999141693115,2.5999999046325684,0.0099999997764825,6.800000190734863,0.050000000745058,14.859999656677246,0.0,0,5.531914704738563,0.5023078724689288,2.77872430601681,1.936733394642275,1,1,-1.025603,0.4546925,-1.025603,0.4546925,-1.293672,-4.610699,0.4292032,-4.610699,0.4292032,-4.381982,2.280781,0.2529165,2.280781,0.2529165,2.193097,3.558105,0.2616664,3.558105,0.2616664,3.267306,3.51954,0.2687092,3.51954,0.2687092,3.258451,3.333498,0.2719093,3.333498,0.2719093,3.124479,0.2246602,0.008409868,0.2246602,0.008409868,0.1912173,1.861249,0.01625668,1.861249,0.01625668,1.798202,97.93189,3.178541,97.93189,3.178541,97.93189,3.178541,galSpecInfo.v_disp,36.25173,43.68966,36.22165,1,1,3.5124841522753094,0.16664507413894988,1.038402238540046,0.09584847603522184,3.5124841522753094,0.16664507413894988,1.038402238540046,0.09584847603522184,S1,G00867,g00019,e64ff0513e41
1,1,0,0.027544551,0.02732541175,376.10695801897606,-22.51063,11.26873,-12.486565,Quenched,Elliptical,0.84799998998642,0.0299999993294477,True,26,1,1,0.0266633,9.701473e-06,0,213.5133,4.658856,42.7722,48.75653,GALAXY,SDSS,sdss,0.0266633,213.5133,4.658856,42.71652,1.0,GALAXY,,96.0,GALAXY,-2.502014,0.4057187,-2.502014,0.4057187,-2.12917,-6.528039,0.3824127,-5.759573,0.3788944,-5.427189,1.361286,0.2242902,2.013187,0.2214046,2.041714,4.694248,0.2184812,4.694248,0.2184812,3.786885,0.2947713,0.007316709,0.2947709,0.00731671,0.2339249,2.909729,0.2329824,2.909729,0.2329824,3.297757,2.339828,0.240796,2.339828,0.240796,3.041964,4.572927,0.3557615,5.227336,0.3540775,6.059976,1.429016,0.2077527,1.429016,0.2077527,2.002674,0.321186,0.2817268,0.321186,0.2817268,0.475589,-2.183267,0.2633537,-1.577111,0.2591619,-1.124515,1.983384,0.01475953,1.983384,0.01475953,1.869579,2.13756,0.01182636,2.13756,0.01182636,2.09399,0,2183255216156076032,1,1,1,csv_specobjid_with_mpa,12.5009,0.03530313,36.22732,0.2421343,29.43551,1.305548,,,,,,,,,,,0,,0.5714641757553188,,7.143816514699665,1,1,-2.502014,0.4057187,-2.502014,0.4057187,-2.12917,-6.528039,0.3824127,-5.759573,0.3788944,-5.427189,1.361286,0.2242902,2.013187,0.2214046,2.041714,4.694248,0.2184812,4.694248,0.2184812,3.786885,2.909729,0.2329824,2.909729,0.2329824,3.297757,2.339828,0.240796,2.339828,0.240796,3.041964,0.2947713,0.007316709,0.2947709,0.00731671,0.2339249,1.983384,0.01475953,1.983384,0.01475953,1.869579,213.5133,4.658856,213.5133,4.658856,213.5133,4.658856,galSpecInfo.v_disp,42.71652,48.75653,42.7722,1,1,3.593037389528052,0.14470263914621198,1.7884358623022858,0.14127429571702077,3.593037389528052,0.14470263914621198,1.7884358623022858,0.14127429571702077,S2,G01068,g00020,2eb4aa3d9267
