rank_M,is_bgg,is_sat,z,group_z,group_Vdisp,M_r,lgm,sSFR,sSFR_status,morphology,p_E,p_S,is_dominated,run2d,sciencePrimary,legacyPrimary,spec_z,spec_zErr,zWarning,velDisp,velDispErr,snMedian,snMedian_r,spec_class,instrument,survey,mpa_z,v_disp,v_disp_err,sn_median,reliable,spectrotype,mpa_subclass,primtarget,targettype,lick_hd_a,lick_hd_a_err,lick_hd_a_sub,lick_hd_a_sub_err,lick_hd_a_model,lick_hg_a,lick_hg_a_err,lick_hg_a_sub,lick_hg_a_sub_err,lick_hg_a_model,lick_hb,lick_hb_err,lick_hb_sub,lick_hb_sub_err,lick_hb_model,lick_mgb,lick_mgb_err,lick_mgb_sub,lick_mgb_sub_err,lick_mgb_model,lick_mg2,lick_mg2_err,lick_mg2_sub,lick_mg2_sub_err,lick_mg2_model,lick_fe5270,lick_fe5270_err,lick_fe5270_sub,lick_fe5270_sub_err,lick_fe5270_model,lick_fe5335,lick_fe5335_err,lick_fe5335_sub,lick_fe5335_sub_err,lick_fe5335_model,lick_fe5015,lick_fe5015_err,lick_fe5015_sub,lick_fe5015_sub_err,lick_fe5015_model,lick_fe5406,lick_fe5406_err,lick_fe5406_sub,lick_fe5406_sub_err,lick_fe5406_model,lick_hd_f,lick_hd_f_err,lick_hd_f_sub,lick_hd_f_sub_err,lick_hd_f_model,lick_hg_f,lick_hg_f_err,lick_hg_f_sub,lick_hg_f_sub_err,lick_hg_f_model,d4000_n,d4000_n_err,d4000_n_sub,d4000_n_sub_err,d4000_n_model,d4000,d4000_err,d4000_sub,d4000_sub_err,d4000_model,from_pass2,specObjID_u,has_mpa,is_csv_spec,n_spectra_for_objid,spec_choice,petroR50_r,petroR50Err_r,petroR90_r,petroR90Err_r,petroRad_r,psfWidth_r,simard_z,simard_Sp,simard_Scale,simard_Rhlr,simard_Rchl_r,simard_e,simard_ng,simard_e_ng,simard_rg2d,simard_PpS,simard_z_mismatch,Rchl_r_arcsec,kpc_per_arcsec_Planck15_DA,Rchl_r_kpc,petroR50_kpc,has_spectrum,mpa_reliable,HdA,HdA_err,HdA_sub,HdA_sub_err,HdA_model,HgA,HgA_err,HgA_sub,HgA_sub_err,HgA_model,Hb,Hb_err,Hb_sub,Hb_sub_err,Hb_model,Mgb,Mgb_err,Mgb_sub,Mgb_sub_err,Mgb_model,Fe5270,Fe5270_err,Fe5270_sub,Fe5270_sub_err,Fe5270_model,Fe5335,Fe5335_err,Fe5335_sub,Fe5335_sub_err,Fe5335_model,Mg2,Mg2_err,Mg2_sub,Mg2_sub_err,Mg2_model,D4000n,D4000n_err,D4000n_sub,D4000n_sub_err,D4000n_model,sigma_mpa,sigma_mpa_err,sigma_spec,sigma_spec_err,sigma,sigma_err,sigma_source,SN,SN_spec_r,SN_spec_all,valid_core,valid_core_sub,MgFe,MgFe_err,MgbFe,MgbFe_err,MgFe_sub,MgFe_sub_err,MgbFe_sub,MgbFe_sub_err,sample_blind,group_blind,gal_uid,obj_hash
2,0,1,0.032824231,0.0317391905,284.128665053841,-20.88765,10.46534,-11.485628,Quenched,Spiral,0.455000013113022,0.514999985694885,True,26,1,1,0.03256201,9.047319e-06,0,104.6972,3.433065,37.14991,45.12086,GALAXY,SDSS,sdss,0.03256201,104.6972,3.433065,37.14526,1.0,GALAXY,BROADLINE,96.0,GALAXY,-0.5231311,0.4571687,-0.5231311,0.4571687,-0.8442873,-4.431769,0.4383614,-3.983251,0.4363798,-3.858717,2.027801,0.2532322,2.323833,0.2518503,2.248139,3.827318,0.2570443,3.827318,0.2570443,3.259275,0.2032714,0.008286328,0.2026933,0.008288934,0.1851793,2.81551,0.2657453,2.81551,0.2657453,3.006579,2.492539,0.2737475,2.492539,0.2737475,2.968665,5.311129,0.396203,5.473364,0.3973325,5.43541,1.922179,0.2359611,1.922179,0.2359611,1.859195,1.225277,0.3177887,1.225277,0.3177887,1.109999,-1.172505,0.3008225,-0.7429456,0.2978149,-0.474878,1.757897,0.01582066,1.757897,0.01582066,1.714751,1.926927,0.01296923,1.926927,0.01296923,1.915403,0,2845275859961538560,1,1,1,csv_specobjid_with_mpa,4.019631,0.04265567,11.91078,0.2961036,9.411694,1.198873,0.032600000500679,2.0,0.6510000228881836,4.449999809265137,3.559999942779541,0.4000000059604645,3.6700000762939458,0.0299999993294477,14.779999732971191,0.0,0,5.468509704478167,0.676675958634688,3.7004090465808583,2.71998766028271,1,1,-0.5231311,0.4571687,-0.5231311,0.4571687,-0.8442873,-4.431769,0.4383614,-3.983251,0.4363798,-3.858717,2.027801,0.2532322,2.323833,0.2518503,2.248139,3.827318,0.2570443,3.827318,0.2570443,3.259275,2.81551,0.2657453,2.81551,0.2657453,3.006579,2.492539,0.2737475,2.492539,0.2737475,2.968665,0.2032714,0.008286328,0.2026933,0.008288934,0.1851793,1.757897,0.01582066,1.757897,0.01582066,1.714751,104.6972,3.433065,104.6972,3.433065,104.6972,3.433065,galSpecInfo.v_disp,37.14526,45.12086,37.14991,1,1,3.2295108824839343,0.16333451759281506,1.4420808850860267,0.1418576107540338,3.2295108824839343,0.16333451759281506,1.4420808850860267,0.1418576107540338,S1,G00641,g02566,2931bc404702
1,1,0,0.027739543,0.02791059,223.31170072977744,-22.75028,11.24391,-12.443578,Quenched,Elliptical,0.898000001907349,0.0509999990463257,False,26,1,1,0.02684656,8.921656e-06,0,223.076,4.157868,46.05931,51.08164,GALAXY,SDSS,sdss,0.02684656,223.076,4.157868,46.06095,1.0,GALAXY,BROADLINE,96.0,GALAXY,-2.548597,0.32674,-2.008273,0.324418,-1.336205,-6.217702,0.3139465,-5.369456,0.3110763,-4.717272,1.526658,0.1987309,2.156031,0.1961457,2.251011,4.387964,0.1997279,4.387964,0.1997279,3.651011,0.2781501,0.006653626,0.2781501,0.006653626,0.2284715,2.843635,0.2177822,2.843635,0.2177822,3.259484,2.533046,0.2250217,2.533046,0.2250217,2.92975,4.679696,0.3267982,5.488247,0.3249208,5.973914,1.539356,0.1937242,1.539356,0.1937242,1.954046,0.2233518,0.2259686,0.7442965,0.2227556,0.919553,-1.725396,0.2123923,-0.9233827,0.2080352,-0.688486,1.941828,0.01124323,1.939042,0.01123192,1.900158,2.108438,0.009047734,2.103099,0.009030383,2.166841,0,2973514919078553600,1,1,1,csv_specobjid_with_mpa,10.7544,0.05373152,34.94157,0.3643238,26.4648,1.039281,,,,,,,,,,,0,,0.575374015464328,,6.187802311909569,1,1,-2.548597,0.32674,-2.008273,0.324418,-1.336205,-6.217702,0.3139465,-5.369456,0.3110763,-4.717272,1.526658,0.1987309,2.156031,0.1961457,2.251011,4.387964,0.1997279,4.387964,0.1997279,3.651011,2.843635,0.2177822,2.843635,0.2177822,3.259484,2.533046,0.2250217,2.533046,0.2250217,2.92975,0.2781501,0.006653626,0.2781501,0.006653626,0.2284715,1.941828,0.01124323,1.939042,0.01123192,1.900158,223.076,4.157868,223.076,4.157868,223.076,4.157868,galSpecInfo.v_disp,46.06095,51.08164,46.05931,1,1,3.477954725254071,0.1327751995990659,1.6322203232812214,0.12065198530193688,3.477954725254071,0.1327751995990659,1.6322203232812214,0.12065198530193688,S2,G01161,g02567,225364fdd404
2,0,1,0.044976252,0.044385201,131.75167835891563,-19.59172,10.15608,-10.448364,Starforming,Spiral,0.0879999995231628,0.912000000476837,True,26,1,1,0.04457421,1.292848e-05,0,57.80215,19.7403,11.19018,15.60007,GALAXY,SDSS,sdss,0.04457421,57.80215,19.7403,11.25612,1.0,GALAXY,STARFORMING,64.0,GALAXY,1.939549,1.644314,3.162479,1.618967,3.641939,-1.831516,1.590248,0.2735156,1.553815,1.630326,-0.6111698,0.9679837,2.74728,0.9008271,3.393306,2.033524,0.8782086,2.033524,0.8782086,2.095033,0.1286971,0.02733934,0.1286971,0.02733934,0.1268049,2.874061,0.8669376,2.874061,0.8669376,2.172145,2.756151,0.8902228,2.756151,0.8902228,2.172684,3.624095,1.337988,3.624095,1.337988,3.988623,1.877608,0.7296963,1.877608,0.7296963,1.291638,3.435186,1.118711,4.649998,1.080392,3.616224,0.4893472,1.057577,2.489428,1.001927,2.637716,1.454358,0.04907525,1.452471,0.04902971,1.416595,1.670127,0.04267723,1.660075,0.04247453,1.657294,0,671155956129753088,1,1,1,csv_specobjid_with_mpa,2.594699,0.03704393,6.567751,0.2909759,5.592644,1.216493,0.0447999984025955,2.0,0.8809999823570251,3.4000000953674316,2.140000104904175,0.7400000095367432,1.0800000429153442,0.0399999991059303,17.0,0.5299999713897705,0,2.4290580564812543,0.9137703004009152,2.219601109962139,2.370958884679954,1,1,1.939549,1.644314,3.162479,1.618967,3.641939,-1.831516,1.590248,0.2735156,1.553815,1.630326,-0.6111698,0.9679837,2.74728,0.9008271,3.393306,2.033524,0.8782086,2.033524,0.8782086,2.095033,2.874061,0.8669376,2.874061,0.8669376,2.172145,2.756151,0.8902228,2.756151,0.8902228,2.172684,0.1286971,0.02733934,0.1286971,0.02733934,0.1268049,1.454358,0.04907525,1.452471,0.04902971,1.416595,57.80215,19.7403,57.80215,19.7403,57.80215,19.7403,galSpecInfo.v_disp,11.25612,15.60007,11.19018,1,1,2.4036088768368282,0.5917908634761162,0.7223614315055986,0.3503399791435058,2.4036088768368282,0.5917908634761162,0.7223614315055986,0.3503399791435058,S4,G01048,g02568,db543a5eb7c5
2,0,1,0.029874931,0.029968358,74.40777643927652,-21.430292,10.80195,-11.876105,Quenched,Spiral,0.0790000036358833,0.921000003814697,False,26,1,1,0.0289238,9.667127e-06,0,112.6617,4.104788,35.56257,45.15653,GALAXY,SDSS,sdss,0.0289238,112.6617,4.104788,35.50383,1.0,GALAXY,,96.0,GALAXY,-0.33837,0.5241629,0.0306266,0.5216322,-0.1799612,-3.493831,0.4983053,-3.079107,0.496166,-3.140341,1.422484,0.2771366,1.974054,0.2742272,2.378827,4.112237,0.2683336,4.112237,0.2683336,3.086655,0.2141471,0.008731321,0.2132219,0.008735674,0.180049,3.092311,0.2773086,3.092311,0.2773086,3.044992,3.343852,0.2850583,3.343852,0.2850583,2.911923,3.458762,0.4317477,5.005548,0.4304254,5.499105,2.15143,0.2394915,2.15143,0.2394915,1.865408,0.8834668,0.3684464,1.245078,0.3649683,1.481369,-0.4215721,0.3372363,-0.02399929,0.3339474,-0.04208415,1.722051,0.01787869,1.740219,0.01821489,1.650439,1.914266,0.01482441,1.921834,0.01495579,1.869361,0,2741682060983822336,1,1,1,csv_specobjid_with_mpa,8.613097,0.04631468,21.57178,0.3345594,19.07219,1.534077,0.0288999993354082,2.0,0.5799999833106995,6.260000228881836,5.349999904632568,0.2899999916553497,2.380000114440918,0.0099999997764825,14.25,0.0,0,9.224138032029275,0.6180699843595934,5.701162849187066,5.323496728077661,1,1,-0.33837,0.5241629,0.0306266,0.5216322,-0.1799612,-3.493831,0.4983053,-3.079107,0.496166,-3.140341,1.422484,0.2771366,1.974054,0.2742272,2.378827,4.112237,0.2683336,4.112237,0.2683336,3.086655,3.092311,0.2773086,3.092311,0.2773086,3.044992,3.343852,0.2850583,3.343852,0.2850583,2.911923,0.2141471,0.008731321,0.2132219,0.008735674,0.180049,1.722051,0.01787869,1.740219,0.01821489,1.650439,112.6617,4.104788,112.6617,4.104788,112.6617,4.104788,galSpecInfo.v_disp,35.50383,45.15653,35.56257,1,1,3.6063758328449023,0.16992201316925318,1.2778535907185695,0.11483561639358794,3.6063758328449023,0.16992201316925318,1.2778535907185695,0.11483561639358794,S1,G00827,g02569,e21c41838c5c
1,1,0,0.02994403,0.029968358,74.40777643927652,-22.442578,11.15364,-12.208325,Quenched,Elliptical,0.943000018596649,0.0379999987781048,False,26,1,1,0.02899133,8.442245e-06,0,263.0912,4.114678,57.47309,64.42397,GALAXY,SDSS,sdss,0.02899133,263.0912,4.114678,57.45512,1.0,GALAXY,,96.0,GALAXY,-2.010052,0.2632294,-1.266043,0.2604589,-1.028791,-5.661306,0.2562845,-4.676963,0.2534096,-4.536895,1.517393,0.1604793,2.206744,0.158196,2.208909,4.219566,0.1604834,4.219566,0.1604834,3.504953,0.2817451,0.005296371,0.2817451,0.005296371,0.2266193,2.843309,0.1731164,2.843309,0.1731164,3.064182,2.402974,0.1807368,2.402974,0.1807368,2.661603,4.72127,0.2623511,5.030618,0.261767,5.608897,1.768764,0.1557406,1.768764,0.1557406,1.780515,0.3009057,0.1840345,0.9570968,0.1806425,0.9750537,-1.667464,0.1764304,-0.8217825,0.1725335,-0.5784501,1.927486,0.008995454,1.922978,0.008980541,1.832169,2.094754,0.007288163,2.087387,0.007268989,2.089631,0,2741697729024518144,1,1,1,csv_specobjid_with_mpa,8.467689,0.1411753,29.47776,0.8559757,21.62556,1.522943,,,,,,,,,,,0,,0.6194478780721241,,5.245291983224666,1,1,-2.010052,0.2632294,-1.266043,0.2604589,-1.028791,-5.661306,0.2562845,-4.676963,0.2534096,-4.536895,1.517393,0.1604793,2.206744,0.158196,2.208909,4.219566,0.1604834,4.219566,0.1604834,3.504953,2.843309,0.1731164,2.843309,0.1731164,3.064182,2.402974,0.1807368,2.402974,0.1807368,2.661603,0.2817451,0.005296371,0.2817451,0.005296371,0.2266193,1.927486,0.008995454,1.922978,0.008980541,1.832169,263.0912,4.114678,263.0912,4.114678,263.0912,4.114678,galSpecInfo.v_disp,57.45512,64.42397,57.47309,1,1,3.387813993920446,0.10568368716091152,1.6085925978449886,0.09814018693366053,3.387813993920446,0.10568368716091152,1.6085925978449886,0.09814018693366053,S1,G00827,g02570,760e17b07455
3,0,1,0.023525125,0.024032276,130.95670897136992,-21.736323,10.75647,-12.180352,Quenched,Spiral,0.0,1.0,False,26,1,1,0.02245286,9.529731e-06,0,128.0317,3.976598,34.88929,42.28805,GALAXY,SDSS,sdss,0.02245286,128.0317,3.976598,34.91656,1.0,GALAXY,AGN,96.0,GALAXY,-2.290627,0.5316346,-1.818806,0.5283951,-1.766466,-6.156426,0.4965713,-5.479329,0.4930864,-4.885574,1.219207,0.2843972,2.088552,0.2794875,2.083104,4.044268,0.2731363,4.044268,0.2731363,3.346602,0.2299514,0.008900031,0.2299514,0.008900031,0.1943649,3.087805,0.2854468,3.087805,0.2854468,3.161768,2.593866,0.2925317,2.593866,0.2925317,3.035319,4.53807,0.437115,5.27463,0.4347297,5.739542,1.466386,0.2525128,1.466386,0.2525128,1.924991,0.2127851,0.3696709,0.670544,0.36523,0.6533082,-2.248645,0.3434115,-1.600378,0.3381957,-0.9550236,1.866558,0.01887383,1.878576,0.01909551,1.838023,2.086977,0.01578954,2.08991,0.01586412,2.083871,0,2824982167321339904,1,1,1,csv_specobjid_with_mpa,16.64496,0.0358494,33.94786,0.1380187,36.24901,1.572599,,,,,,,,,,,0,,0.4904541471488117,,8.163589661126085,1,1,-2.290627,0.5316346,-1.818806,0.5283951,-1.766466,-6.156426,0.4965713,-5.479329,0.4930864,-4.885574,1.219207,0.2843972,2.088552,0.2794875,2.083104,4.044268,0.2731363,4.044268,0.2731363,3.346602,3.087805,0.2854468,3.087805,0.2854468,3.161768,2.593866,0.2925317,2.593866,0.2925317,3.035319,0.2299514,0.008900031,0.2299514,0.008900031,0.1943649,1.866558,0.01887383,1.878576,0.01909551,1.838023,128.0317,3.976598,128.0317,3.976598,128.0317,3.976598,galSpecInfo.v_disp,34.91656,42.28805,34.88929,1,1,3.4537771899874254,0.17430213921487225,1.4236192134321046,0.14047127342373375,3.4537771899874254,0.17430213921487225,1.4236192134321046,0.14047127342373375,S2,G01352,g02571,dcc6c28596d5
1,1,0,0.023614208,0.02380970425,129.34168742850494,-21.959417,10.97818,-12.425379,Quenched,Elliptical,0.962999999523163,0.0,False,26,1,1,0.02256302,1.087265e-05,0,251.6546,5.018233,43.14629,49.16939,GALAXY,SDSS,sdss,0.02256302,251.6546,5.018233,43.11315,1.0,GALAXY,BROADLINE,96.0,GALAXY,-2.658231,0.4341869,-2.658231,0.4341869,-2.956201,-7.253729,0.3889591,-6.581542,0.3858465,-6.555475,0.4525318,0.2271338,1.468006,0.2229868,1.908546,4.999119,0.216148,4.999119,0.216148,3.788614,0.3121356,0.007306957,0.3121338,0.007306963,0.2435496,2.863162,0.2343518,2.863162,0.2343518,3.294945,2.3942,0.2422229,2.3942,0.2422229,2.832414,4.050905,0.3604926,5.852076,0.3557895,6.012369,1.362637,0.2075192,1.362637,0.2075192,1.910072,-0.2556965,0.3052293,-0.2556965,0.3052293,0.1241381,-2.444228,0.2684097,-1.948419,0.2650219,-1.613482,2.042853,0.01696151,2.042853,0.01696151,2.081994,2.321719,0.01504742,2.321719,0.01504742,2.391922,0,2975757372674304000,1,1,1,csv_specobjid_with_mpa,6.830403,0.01129053,21.31787,0.07516924,16.20536,1.258523,,,,,,,,,,,0,,0.4922582006846879,,3.362321890731294,1,1,-2.658231,0.4341869,-2.658231,0.4341869,-2.956201,-7.253729,0.3889591,-6.581542,0.3858465,-6.555475,0.4525318,0.2271338,1.468006,0.2229868,1.908546,4.999119,0.216148,4.999119,0.216148,3.788614,2.863162,0.2343518,2.863162,0.2343518,3.294945,2.3942,0.2422229,2.3942,0.2422229,2.832414,0.3121356,0.007306957,0.3121338,0.007306963,0.2435496,2.042853,0.01696151,2.042853,0.01696151,2.081994,251.6546,5.018233,251.6546,5.018233,251.6546,5.018233,galSpecInfo.v_disp,43.11315,49.16939,43.14629,1,1,3.6955184261242913,0.14667004229826752,1.9017594755696867,0.14705409692879584,3.6955184261242913,0.14667004229826752,1.9017594755696867,0.14705409692879584,S1,G00035,g02572,3bf368ad71b8
4,0,1,0.032113897,0.032291514,154.3518427439359,-20.622845,10.23758,-10.8833304,Starforming,Spiral,0.0710000023245811,0.929000020027161,False,26,1,1,0.03110394,2.081267e-05,0,59.79606,8.48678,17.29778,21.97917,GALAXY,SDSS,sdss,0.03110394,59.79606,8.48678,17.34104,1.0,GALAXY,,96.0,GALAXY,-0.9141268,1.138851,-0.9141268,1.138851,0.4218305,-1.017386,0.9601145,-1.017386,0.9601145,-2.355006,1.800393,0.5351855,1.800393,0.5351855,2.36864,3.209365,0.5505446,3.209365,0.5505446,2.634292,0.1658485,0.01750021,0.1658485,0.01750021,0.1591011,3.191233,0.5547416,3.191233,0.5547416,2.643811,2.912073,0.5529711,2.912073,0.5529711,2.576803,4.975732,0.8162318,5.675576,0.8119524,4.98329,2.327266,0.4796655,2.327266,0.4796655,1.584046,1.037864,0.7947677,1.037864,0.7947677,1.697638,0.6025376,0.6671461,0.6025376,0.6671461,0.3617025,1.596664,0.03842397,1.596664,0.03842397,1.626239,1.809055,0.03175311,1.809055,0.03175311,1.821839,0,2491628926967769088,1,1,1,csv_specobjid_with_mpa,6.886891,0.02516672,13.04173,0.1403232,13.63225,1.262387,0.031199999153614,2.0,0.6230000257492065,5.050000190734863,4.650000095367432,0.1599999964237213,1.2599999904632568,0.0199999995529651,15.149999618530272,0.0,0,7.463884274764581,0.6625992255567323,4.945563940104084,4.5632486430936305,1,1,-0.9141268,1.138851,-0.9141268,1.138851,0.4218305,-1.017386,0.9601145,-1.017386,0.9601145,-2.355006,1.800393,0.5351855,1.800393,0.5351855,2.36864,3.209365,0.5505446,3.209365,0.5505446,2.634292,3.191233,0.5547416,3.191233,0.5547416,2.643811,2.912073,0.5529711,2.912073,0.5529711,2.576803,0.1658485,0.01750021,0.1658485,0.01750021,0.1591011,1.596664,0.03842397,1.596664,0.03842397,1.626239,59.79606,8.48678,59.79606,8.48678,59.79606,8.48678,galSpecInfo.v_disp,17.34104,21.97917,17.29778,1,1,3.160849905277535,0.34755778711935365,1.0516808431364904,0.2253080131852408,3.160849905277535,0.34755778711935365,1.0516808431364904,0.2253080131852408,S2,G00238,g02573,c710d29f508b
1,1,0,0.044814059,0.04529881575,185.1820781268114,-21.916572,,,NosSFR,NoGZ,,,False,v5_13_2,1,0,0.04426561,1.482921e-05,0,261.0174,6.010155,49.19526,55.48817,GALAXY,BOSS,boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6176815632967030784,0,0,1,other_no_mpa,2.508021,0.04418555,7.658485,0.3618908,5.640029,0.9856204,,,,,,,,,,,0,,0.910651579079164,,2.283933284013704,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0174,6.010155,261.0174,6.010155,SpecObj.velDisp,,55.48817,49.19526,0,0,,,,,,,,,S1,G00506,g02574,6506e9b1c8f7
2,0,1,0.044571738,0.04494402325,84.17032308330933,-22.619022,11.18463,-12.416105,Quenched,Spiral,0.0,1.0,False,26,1,1,0.04348909,1.198686e-05,0,203.3981,4.836072,37.16399,44.68773,GALAXY,SDSS,sdss,0.04348909,203.3981,4.836072,37.20068,1.0,GALAXY,BROADLINE,96.0,GALAXY,-2.386999,0.4670503,-2.386999,0.4670503,-2.361084,-5.951355,0.4452999,-5.951355,0.4452999,-5.836344,1.653379,0.2497846,2.074924,0.2476386,1.937336,4.077259,0.2543102,4.077259,0.2543102,3.284961,0.2632402,0.008314268,0.2632402,0.008314268,0.1972667,3.002137,0.2719032,3.002137,0.2719032,3.059819,2.896277,0.2788324,2.896277,0.2788324,2.724762,5.144297,0.4031076,5.867585,0.4010134,5.512496,1.660826,0.234969,1.660826,0.234969,1.818655,0.1357173,0.3277142,0.1357173,0.3277142,0.2580269,-1.782521,0.303291,-1.782521,0.303291,-1.310168,1.958992,0.01768266,1.958992,0.01768266,1.962608,2.197051,0.01471369,2.197051,0.01471369,2.223065,0,2675200089437267968,1,1,1,csv_specobjid_with_mpa,9.485593,0.04466904,24.17005,0.2312158,22.09026,1.217771,0.0434999987483024,2.0,0.8569999933242798,12.729999542236328,10.119999885559082,0.4099999964237213,4.320000171661377,0.0199999995529651,13.800000190734863,0.0,0,11.808634730910413,0.9059898375403233,10.698503061430545,8.593850861043627,1,1,-2.386999,0.4670503,-2.386999,0.4670503,-2.361084,-5.951355,0.4452999,-5.951355,0.4452999,-5.836344,1.653379,0.2497846,2.074924,0.2476386,1.937336,4.077259,0.2543102,4.077259,0.2543102,3.284961,3.002137,0.2719032,3.002137,0.2719032,3.059819,2.896277,0.2788324,2.896277,0.2788324,2.724762,0.2632402,0.008314268,0.2632402,0.008314268,0.1972667,1.958992,0.01768266,1.958992,0.01768266,1.962608,203.3981,4.836072,203.3981,4.836072,203.3981,4.836072,galSpecInfo.v_disp,37.20068,44.68773,37.16399,1,1,3.481326885530257,0.1643783973941841,1.3824933278674572,0.1255715712179862,3.481326885530257,0.1643783973941841,1.3824933278674572,0.1255715712179862,S2,G00206,g02575,5a2e94262950
3,0,1,0.037098642,0.03819728425,356.2490745302586,-21.131763,10.32316,-9.9363982,Starforming,Spiral,0.0,0.985000014305115,False,26,1,1,0.03653281,7.814443e-06,0,86.98151,7.078139,20.73023,26.60471,GALAXY,SDSS,sdss,0.03653281,86.98151,7.078139,20.77972,1.0,GALAXY,STARFORMING,64.0,GALAXY,1.231397,0.8131836,2.553598,0.7986129,2.753082,-2.426798,0.7819225,0.5963715,0.7533896,0.6882592,-2.188566,0.5209454,3.529467,0.4533436,3.006803,3.058631,0.4659349,3.058631,0.4659349,2.101423,0.167208,0.01492249,0.1665327,0.014928,0.1276039,2.162558,0.4879733,2.162558,0.4879733,2.19927,2.031158,0.4874061,2.031158,0.4874061,2.139122,2.212717,0.7468762,3.12591,0.7457867,4.057185,2.739924,0.4893572,2.739924,0.4893572,1.329618,1.864098,0.5722454,3.182113,0.5506762,2.938035,-0.1162428,0.5367944,2.790691,0.4921131,2.022125,1.36542,0.02085824,1.362997,0.02083322,1.373408,1.53528,0.01777226,1.525284,0.01768422,1.557392,0,3128928144086558720,1,1,1,csv_specobjid_with_mpa,6.221189,0.02309188,12.68794,0.1227243,12.98956,1.118846,0.0364999994635582,2.0,0.7250000238418579,6.75,5.110000133514404,0.4799999892711639,1.590000033378601,0.0099999997764825,14.979999542236328,0.0,0,7.04827581444195,0.7608709949925127,5.362828631916109,4.733522264466474,1,1,1.231397,0.8131836,2.553598,0.7986129,2.753082,-2.426798,0.7819225,0.5963715,0.7533896,0.6882592,-2.188566,0.5209454,3.529467,0.4533436,3.006803,3.058631,0.4659349,3.058631,0.4659349,2.101423,2.162558,0.4879733,2.162558,0.4879733,2.19927,2.031158,0.4874061,2.031158,0.4874061,2.139122,0.167208,0.01492249,0.1665327,0.014928,0.1276039,1.36542,0.02085824,1.362997,0.02083322,1.373408,86.98151,7.078139,86.98151,7.078139,86.98151,7.078139,galSpecInfo.v_disp,20.77972,26.60471,20.73023,1,1,2.549888975297945,0.2980316606340673,1.4586734056383408,0.32699280048384977,2.549888975297945,0.2980316606340673,1.4586734056383408,0.32699280048384977,S2,G00283,g02576,182435251362
3,0,1,0.044623536,0.04477987275,254.18627932198265,-21.976,10.9783,-12.21598,Quenched,Elliptical,0.962000012397766,0.0379999987781048,False,26,1,1,0.04386521,1.071103e-05,0,196.4843,4.898593,37.59074,45.04324,GALAXY,SDSS,sdss,0.04386521,196.4843,4.898593,37.5443,1.0,GALAXY,,96.0,GALAXY,-2.070613,0.4053381,-2.070613,0.4053381,-1.853852,-5.147918,0.3924628,-5.147918,0.3924628,-5.276199,2.033508,0.2367154,2.033508,0.2367154,2.042708,4.249643,0.243405,4.249643,0.243405,3.297273,0.2583388,0.008011013,0.2583388,0.008011013,0.1960942,2.722507,0.2606443,2.722507,0.2606443,2.995699,2.303657,0.2724375,2.303657,0.2724375,2.744405,5.014679,0.3860662,5.014679,0.3860662,5.40319,1.64825,0.2280851,1.64825,0.2280851,1.787716,0.3952723,0.2828966,0.3952723,0.2828966,0.5559412,-1.157114,0.2661953,-1.157114,0.2661953,-1.023402,1.86407,0.01365271,1.86407,0.01365271,1.865853,2.057966,0.01099418,2.057966,0.01099418,2.085493,0,2271061391542609920,1,1,1,csv_specobjid_with_mpa,3.862384,0.04386906,12.5741,0.3018441,9.201988,1.534469,0.0439000017940998,2.0,0.8640000224113464,4.539999961853027,4.130000114440918,0.1899999976158142,4.099999904632568,0.0299999993294477,14.4399995803833,0.2199999988079071,0,4.780092601056258,0.9069865509365308,4.335479701389246,3.5031303425524416,1,1,-2.070613,0.4053381,-2.070613,0.4053381,-1.853852,-5.147918,0.3924628,-5.147918,0.3924628,-5.276199,2.033508,0.2367154,2.033508,0.2367154,2.042708,4.249643,0.243405,4.249643,0.243405,3.297273,2.722507,0.2606443,2.722507,0.2606443,2.995699,2.303657,0.2724375,2.303657,0.2724375,2.744405,0.2583388,0.008011013,0.2583388,0.008011013,0.1960942,1.86407,0.01365271,1.86407,0.01365271,1.865853,196.4843,4.898593,196.4843,4.898593,196.4843,4.898593,galSpecInfo.v_disp,37.5443,45.04324,37.59074,1,1,3.3273552835919094,0.16067016566202746,1.6910084907695013,0.15959989620929926,3.3273552835919094,0.16067016566202746,1.6910084907695013,0.15959989620929926,S2,G00053,g02577,525c248bde01
