petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r,objid
14.24742,16.27283,14.29038,14.29038,0.02672959,1237664819818987566
14.19426,15.9878,14.20017,14.2002,0.02672367,1237664819818987565
13.92773,16.65394,13.87959,13.92404,0.0265503,1237664819818987529
14.80256,16.96511,14.80362,14.80368,0.04307869,1237664819285393504
15.68365,18.50863,15.72012,15.59022,0.04651002,1237664818207981738
16.69342,19.33332,16.65321,16.54067,0.04151892,1237664817674256458
15.76847,18.62818,15.71889,15.71889,0.04134152,1237664817674256453
15.24756,16.7733,15.17502,15.17505,0.0410024,1237664817674190926
14.38207,17.0838,14.29216,14.29224,0.07291465,1237664814988263512
14.39569,16.56434,14.32559,14.38092,0.06799222,1237664814988263474
15.96332,18.11439,16.00586,15.92586,0.07029515,1237664814988263447
15.90849,18.4396,15.88183,15.88183,0.05488974,1237664814452244710
15.86285,17.44343,15.65741,15.73718,0.02947555,1237664671645237313
14.55186,16.92373,14.41702,14.43971,0.02287433,1237664671645171915
14.5565,17.5765,14.61637,14.53176,0.03091756,1237664671645171895
14.23595,15.79631,14.10593,14.10594,0.03435947,1237664670045765663
15.5214,17.36632,15.37168,15.37168,0.03185256,1237664668973990023
14.02001,16.23054,13.95886,13.99085,0.02885293,1237665128011399223
14.26097,15.65598,14.16417,14.16417,0.02888985,1237665128011399283
13.28943,15.87334,13.22384,13.22386,0.1207544,1237665128026800224
14.12767,15.89361,13.99114,13.99113,0.1045647,1237665128563212505
15.54202,17.55518,15.32121,15.39054,0.1043981,1237665128563343628
13.16309,16.54885,13.20697,13.20276,0.02613665,1237665129087565860
15.00429,17.69142,15.02269,15.00584,0.02614239,1237665129087565862
15.78847,17.39453,15.60852,15.70623,0.02620791,1237665129087565950
15.37355,16.94507,15.18684,15.22288,0.02417947,1237665129087631503
14.06726,16.32326,14.1053,14.1053,0.02885771,1237665129624043636
14.48149,16.6218,14.41896,14.42509,0.02886815,1237665129624043700
14.20375,16.55392,14.08403,14.08404,0.04509399,1237665225702637600
15.62978,17.10909,15.48904,15.48904,0.04438773,1237665225702637601
16.08879,17.64721,16.6737,16.68056,0.04452826,1237665225702637605
16.89965,17.8291,16.82518,16.83925,0.04324397,1237665225702637606
15.03477,16.99906,15.00274,15.00273,0.040047,1237665225702637928
15.73387,17.37948,15.57351,15.64207,0.03476432,1237665227313315992
15.52171,16.83535,15.44081,15.44895,0.02523184,1237665227848744967
15.16002,16.62835,15.15063,15.15077,0.0529257,1237665328771563541
14.18748,17.45809,14.25235,14.14814,0.05688249,1237665328771563577
13.93063,16.68631,13.82837,13.82837,0.04682725,1237665328771563631
14.541,16.30516,14.46573,14.46579,0.04731628,1237665328777461782
15.58737,18.13384,15.25606,15.42364,0.03338649,1237665328787357712
16.50531,19.43462,16.43181,16.43181,0.05440266,1237665329311514810
16.21019,18.83219,16.21273,16.20023,0.05038926,1237665329311580293
17.04415,18.73115,17.05792,16.96954,0.05017183,1237665329311580311
13.84268,15.90268,13.66564,13.66563,0.03701665,1237665329323376654
15.17241,16.57431,15.04612,15.04612,0.03706172,1237665329323376833
14.96274,16.96569,14.92643,14.92643,0.03596663,1237665329323442227
14.69278,18.31336,14.68718,14.62261,0.03418482,1237665329854021699
14.32243,16.93847,14.17547,14.17547,0.03747364,1237665329854152782
14.09354,16.32452,14.05594,14.05594,0.03418972,1237665329860313105
16.55494,18.60908,16.66778,16.48762,0.03382844,1237665329860313106
15.81853,17.39929,15.782,15.782,0.03424384,1237665329860313136
14.74779,18.0757,14.74938,14.71274,0.0337566,1237665330933596220
15.24729,16.92232,15.17656,15.17658,0.03490622,1237665330933989474
15.75646,18.1643,15.37993,15.67201,0.03912255,1237665330937266334
15.79064,18.89391,15.69798,15.69798,0.02794318,1237665331462602904
15.43261,18.83906,15.34283,15.34284,0.03200063,1237665331462668473
15.12185,18.19669,15.14506,15.00587,0.04414259,1237665355083940130
13.41917,16.37868,13.49851,13.50474,0.04522827,1237665355084005428
16.42291,17.34526,16.3518,16.37388,0.04362407,1237665355084005737
16.43667,18.88623,16.44,16.43999,0.01998325,1237665355622187254
13.9926,16.29741,13.85839,13.85839,0.05795185,1237665367967989858
15.81953,17.63937,15.88224,15.88224,0.05766774,1237665367967989859
15.98176,17.93126,16.03345,15.86739,0.05732096,1237665367967989860
13.34858,16.93014,13.27243,13.40441,0.12108,1237665372795502619
15.95948,19.60991,15.86466,15.85163,0.1206221,1237665372795502891
15.27455,16.82361,15.1774,15.17741,0.1351777,1237665427567673463
13.94533,16.44968,13.81517,13.81518,0.1339612,1237665427567673462
15.01297,16.97307,14.8894,14.92876,0.1488468,1237665427567542394
15.98478,18.44754,15.96021,15.96021,0.1294679,1237665372258959704
16.40434,18.57075,16.05173,16.25988,0.1208335,1237665372258894093
14.3044,16.14279,14.24607,14.24614,0.1226383,1237665372258894034
14.19486,16.36091,14.21904,14.21912,0.1204506,1237665372258828375
15.52262,17.89917,15.51947,15.50218,0.1272508,1237665372258762795
15.11808,17.50788,15.16308,15.06367,0.1268531,1237665372258762788
16.58828,18.6904,16.17217,16.47908,0.05524911,1237665367968055323
15.29278,17.49673,15.05651,15.22138,0.05920879,1237665367967990027
13.72213,16.66725,13.59034,13.64247,0.0481615,1237665356156829886
13.50263,16.0198,13.58376,13.59767,0.02221486,1237665355622121532
15.96329,17.50039,15.8068,15.8385,0.0319851,1237665355086757968
16.41268,17.7231,16.29558,16.30843,0.03533874,1237665330933989419
14.67604,16.73369,14.54988,14.56504,0.03395784,1237665330933989398
15.54522,17.30021,15.47231,15.47233,0.03381651,1237665330933465219
15.89464,18.3377,15.91,15.76394,0.03248372,1237665330933465156
14.15556,16.02382,14.01809,14.01809,0.04106091,1237665330400395323
14.06628,17.29719,14.11881,14.08546,0.05461358,1237665329311514762
15.66513,17.53225,15.71268,15.6232,0.04363443,1237665328777592916
16.12216,18.95794,16.07696,16.07696,0.0270924,1237665228378931266
13.11758,15.3809,13.21807,13.21807,0.02732595,1237665228378865701
15.49594,16.83267,15.37898,15.3927,0.02461395,1237665227848745076
12.78611,16.4886,12.57144,12.58744,0.03217737,1237665227848548397
13.9941,16.49334,14.02178,14.02178,0.04335856,1237665227312857217
13.20168,16.01635,13.03078,13.11039,0.03049636,1237665227312005135
15.22753,16.57751,15.11579,15.1158,0.04104361,1237665226239639720
16.6057,19.56323,16.56772,16.40557,0.03463062,1237665226239508661
14.55098,16.8806,14.39151,14.42371,0.04060098,1237665225702572098
14.33853,17.50107,14.16073,14.22403,0.03823123,1237665179521187909
16.63179,18.01259,16.40917,16.52322,0.03843347,1237665179521187864
14.17519,16.66667,14.07105,14.11661,0.03843321,1237665179521187863
16.58245,19.11164,16.51804,16.51804,0.03731997,1237665179521056969
13.25265,16.04991,13.22219,13.25631,0.04391185,1237665129616900136
12.9614,15.68279,12.94397,12.94399,0.04592418,1237665129616834566
15.26285,17.0593,15.18371,15.18372,0.125989,1237665129099624698
13.23652,15.71414,13.10444,13.10441,0.1230655,1237665129099624455
16.01469,17.3003,15.96689,15.96693,0.1162993,1237665129099559164
15.91739,18.79675,16.00768,15.91895,0.03008061,1237665128011464838
13.57901,16.16742,13.57229,13.61542,0.02864132,1237665128011464753
16.69324,17.69263,16.56041,16.58321,0.1394008,1237665427567673643
15.89085,18.91031,15.8214,15.8214,0.1207575,1237665372258828656
15.54573,16.53751,15.44255,15.44253,0.1208034,1237665372258828633
16.55301,17.38593,16.47746,16.48226,0.1202283,1237665372258828586
15.21969,18.19626,15.41369,15.17838,0.1214243,1237665372258828479
16.34589,18.26813,16.33834,16.318,0.1254119,1237665372258697307
14.12413,16.95657,13.96397,14.02877,0.1431246,1237665372257583417
14.3275,16.60809,14.2362,14.2362,0.1328052,1237665372257255598
15.58134,16.90396,15.45831,15.45833,0.04374656,1237665370120847519
13.49707,16.48925,13.42205,13.4229,0.0440193,1237665370120847454
14.50346,16.59971,14.50752,14.50767,0.04327151,1237665370120847399
15.12904,17.91074,15.11598,15.10665,0.04453481,1237665370120782013
15.26711,16.5934,15.20374,15.2264,0.05663616,1237665370118291482
13.94652,16.16829,13.84988,13.84989,0.05720377,1237665370118291481
16.32018,17.96918,16.40223,16.26764,0.05460632,1237665370118226042
15.23705,17.7156,15.01685,15.17269,0.04528875,1237665369043959951
15.34472,18.23149,15.33143,15.31269,0.04510272,1237665369043959893
14.79018,16.02388,14.72033,14.72299,0.04486608,1237665369043894382
13.79068,16.1053,13.66382,13.66524,0.04416712,1237665369043894294
14.37399,16.26218,14.33356,14.33358,0.05298182,1237665331457163342
15.23929,17.08135,15.1295,15.1327,0.05564792,1237665331457163322
15.26267,18.04673,15.32236,15.12256,0.05954866,1237665330921078958
15.20541,17.59997,14.9305,15.02806,0.06441038,1237665330921078933
16.12283,18.53365,16.15017,15.98703,0.06560776,1237665330921078921
14.78789,16.20747,14.63164,14.63163,0.06180305,1237665330921078839
16.66982,18.87069,16.21555,16.21555,0.06407653,1237665330921013326
14.45087,17.0049,14.36852,14.37464,0.06413408,1237665330921013325
13.87477,15.86663,13.8737,13.8737,0.03034445,1237665330395349055
14.46842,17.94981,14.50693,14.36384,0.03689329,1237665330395152577
14.74636,16.36736,14.59346,14.59347,0.02852382,1237665330395152533
12.2929,15.72451,12.12132,12.13891,0.03087484,1237665330395152439
15.94626,17.22339,15.89692,15.89688,0.03356471,1237665329323311234
15.46818,17.15666,15.32972,15.41006,0.03339162,1237665329323311205
14.29944,16.91383,14.11874,14.22085,0.04131616,1237665329314660360
15.87896,18.77931,15.81772,15.81729,0.04485447,1237665329314398323
14.60721,16.4067,14.48087,14.48086,0.04057697,1237665328786440241
15.93074,17.9868,15.95527,15.92416,0.1181831,1237665231058960779
16.21823,17.53624,16.06471,16.13625,0.1160702,1237665231058895145
13.24684,15.90612,13.27262,13.27262,0.1180314,1237665231058895036
13.61792,15.77958,13.51944,13.51944,0.1184801,1237665231058895034
15.80814,16.95615,15.7507,15.75073,0.03055757,1237665226239574107
13.59982,16.6375,13.53747,13.57273,0.0312829,1237665226239508564
15.30383,18.12789,15.3367,15.2217,0.03695263,1237665226233479315
13.34913,15.66175,13.25047,13.25045,0.03806536,1237665226233479173
17.10475,18.8226,17.08125,17.07989,0.03242014,1237665225703555198
14.12541,16.14946,14.02562,14.02564,0.03584521,1237665225703555117
16.43385,18.0395,16.4526,16.3811,0.03292588,1237665225703489844
15.0856,16.3448,14.98094,14.98094,0.0355325,1237665225703424149
14.84924,16.44408,14.76039,14.7604,0.04113814,1237665225693921343
12.89983,15.45352,12.85637,12.85637,0.04007711,1237665225693855754
15.29832,16.833,15.17051,15.19223,0.04130883,1237665129617031224
15.91736,16.876,15.83043,15.83043,0.1351682,1237665129102901279
16.63157,19.81719,16.60236,16.58397,0.08076415,1237665129098510627
16.3624,18.95034,16.35503,16.31002,0.08183166,1237665129098510471
13.22655,17.03039,13.18652,13.32717,0.04478047,1237665129066070264
16.2138,18.05288,16.19225,16.18417,0.04484197,1237665129066070261
14.41308,16.24261,14.27173,14.29248,0.0438032,1237665129066070035
14.32184,16.60125,14.16492,14.17008,0.02763769,1237665128550760684
15.03844,16.73564,15.00937,15.00937,0.02910206,1237665128550695053
16.04531,17.10252,15.94453,15.97301,0.02303598,1237665128548990982
14.21314,15.98711,14.05803,14.05803,0.02533414,1237665128548925484
15.8814,17.80504,15.58807,15.70273,0.05805416,1237665128538833047
13.63032,16.1276,13.57203,13.59932,0.05959914,1237665128538832901
14.05323,16.08017,13.98167,13.98168,0.05810319,1237665128538701950
15.05111,17.05256,14.86126,14.9388,0.03329925,1237665128012316876
16.11181,18.61018,16.12475,16.1078,0.036548,1237665128012316791
15.13948,16.57656,15.01838,15.02896,0.03533828,1237665128012316718
16.14099,18.03017,16.20857,16.127,0.02985179,1237665128012251184
16.21808,17.20147,16.09594,16.09594,0.02714253,1237665128012185846
14.4543,16.15349,14.41676,14.41678,0.02492364,1237665128011989012
15.295,18.40713,15.33947,15.21691,0.0288503,1237665128011923659
16.73564,19.21676,16.7147,16.70103,0.0323296,1237665128011923585
13.83621,17.25081,13.65208,13.7603,0.03271648,1237665128011923466
16.57359,18.70295,16.21009,16.36896,0.03247111,1237665128006680670
13.67672,15.95162,13.57385,13.58164,0.0341338,1237665128006615097
13.98737,16.01913,13.90851,13.90851,0.02855942,1237665128006549524
16.16757,17.35909,16.03037,16.05598,0.04362189,1237665127991279874
15.06823,17.28326,15.32116,15.41972,0.04756202,1237665127991279712
17.11062,17.31521,17.05505,17.05505,0.04716792,1237665127991279710
14.39809,16.268,14.24177,14.24176,0.04639674,1237665127991279701
15.46636,16.83231,15.3696,15.38298,0.03818783,1237665427560005800
14.92218,17.98165,14.97001,14.79255,0.1288191,1237665230521958457
13.40817,16.02814,13.48663,13.53067,0.02351619,1237665228385615910
14.82448,16.08439,14.73638,14.74385,0.03420332,1237665228385157229
15.89244,16.87252,15.78568,15.79819,0.03484645,1237665228385157138
14.27184,16.25564,14.16527,14.16527,0.03476319,1237665228385157137
14.15735,16.24801,14.21969,14.21969,0.03512046,1237665228385157136
13.64075,16.28288,13.55997,13.62222,0.02557867,1237665226775068788
13.82864,17.65566,13.81963,13.75162,0.03058739,1237665226774347799
16.69421,18.86391,16.63848,16.63848,0.03661523,1237665180058058906
15.44114,18.16172,15.50996,15.37322,0.0403683,1237665180057993364
15.01166,18.67233,14.99322,14.99322,0.1520299,1237665427567804598
13.1363,15.66774,13.13908,13.14555,0.02519639,1237665428090454023
16.00902,19.18231,15.97666,15.97666,0.02422022,1237665428627324992
14.82198,16.20185,14.732,14.732,0.04261934,1237665428633747529
16.15209,19.01983,16.16712,16.11651,0.04103152,1237665428633747596
16.22966,17.99003,15.97488,16.12011,0.0431048,1237665428633747667
16.05877,18.26487,15.7687,15.92938,0.04326564,1237665428633812997
14.55872,16.91977,14.39334,14.52157,0.05401332,1237665428634402842
14.82632,16.77137,14.87772,14.87772,0.04846773,1237665429171732700
14.55362,17.15571,14.44701,14.45987,0.04894238,1237665429171798149
15.73135,17.05719,15.68398,15.68394,0.04812913,1237665429171798182
13.8367,16.55989,13.79771,13.79778,0.04314707,1237665429171798247
16.6846,18.13406,16.47045,16.57185,0.0436442,1237665429171798248
14.66106,16.69426,14.50687,14.50837,0.04366041,1237665442060501049
14.93217,16.61776,14.86082,14.8608,0.03738021,1237665442061025295
14.91143,16.90796,14.87951,14.8795,0.09567154,1237665442072035687
14.33788,16.26902,14.20483,14.24883,0.08846829,1237665531180679181
16.27174,17.75885,16.30947,16.21901,0.08516836,1237665531181138095
15.19601,16.61714,15.11124,15.11126,0.06939197,1237665531713814551
14.38814,16.22366,14.49295,14.49301,0.06843106,1237665531713814595
16.37962,18.6615,16.35794,16.35795,0.07406362,1237665531713814706
16.81382,18.63787,16.83022,16.77935,0.06890903,1237665531713814804
15.56627,16.64483,15.48778,15.48777,0.07936891,1237665531723317728
15.35375,16.64915,15.27306,15.27305,0.08995134,1237665531723710531
14.64233,16.88647,14.49712,14.50289,0.08689477,1237665531723710540
14.78019,16.44608,14.66942,14.70307,0.08724581,1237665532260057112
14.98749,18.13528,14.9876,14.92825,0.1067603,1237665532262351178
16.6218,17.6106,16.52696,16.55468,0.1193229,1237665534931894614
16.16846,16.9916,16.08183,16.08178,0.1204711,1237665534931894706
15.55083,17.61132,15.59199,15.59201,0.1204941,1237665534931894707
17.11466,18.99673,17.14057,17.10996,0.1179259,1237665534931894732
14.32209,16.48123,14.14906,14.19959,0.1401603,1237665535465619491
15.58735,17.04354,15.4521,15.46162,0.1399301,1237665535465619617
14.94401,16.96749,14.91602,14.91602,0.08947898,1237665548363432038
16.79174,18.61941,16.47686,16.6083,0.08445134,1237665548363956543
14.30969,16.99729,14.13508,14.17721,0.08597996,1237665548900958660
16.12863,17.05858,16.02707,16.03294,0.09459007,1237665548901286143
13.69703,15.86226,13.5452,13.56997,0.09966512,1237665549974306996
15.29977,17.17766,15.11586,15.21055,0.08567534,1237665549974306948
15.90381,17.20532,15.76626,15.82228,0.09429622,1237665549974241648
16.63156,18.58262,16.59225,16.59225,0.09777178,1237665549974241374
15.39916,17.08754,15.2744,15.28108,0.2196689,1237665549969653903
14.88946,17.0604,15.77005,15.76999,0.2172001,1237665549969588379
13.37388,16.32123,13.23571,13.24785,0.2193321,1237665549969588378
14.34743,16.36324,14.51725,14.51721,0.2221314,1237665549969588377
16.71282,18.47293,16.72923,16.6131,0.1351393,1237665549964214388
16.18722,17.29078,16.09928,16.09931,0.136878,1237665549964214368
14.55615,16.47822,14.52571,14.52571,0.1337856,1237665549964214340
16.78823,19.29175,16.76837,16.69893,0.1345649,1237665549964214335
14.62264,16.7344,14.5938,14.59384,0.0809011,1237665549437632547
14.48108,16.53014,14.52033,14.52028,0.08246557,1237665548363956318
13.92776,16.09217,13.85596,13.85596,0.08260588,1237665548363956317
15.53579,18.07547,15.56112,15.44969,0.08483546,1237665548363956244
13.90446,17.35469,13.97861,13.93843,0.1196206,1237665536542179835
15.53496,18.09128,15.54759,15.45141,0.1194101,1237665536542179811
15.67016,16.89925,15.54313,15.54313,0.1315282,1237665535465619850
15.76011,17.05795,15.7681,15.76808,0.1286632,1237665535465619750
13.04514,16.64498,12.80373,12.93133,0.1355996,1237665535465619524
17.13986,19.05746,17.15172,17.15172,0.1181581,1237665534931894453
15.87154,17.0939,15.7871,15.78713,0.1175256,1237665534931894452
14.36006,15.98805,14.35528,14.35523,0.1183781,1237665534931894451
13.62571,15.94626,13.49576,13.5004,0.1201513,1237665534931894336
14.92793,17.49532,14.94274,14.92634,0.1081122,1237665532262285668
16.75463,18.92201,16.71069,16.71069,0.09189922,1237665532260581636
14.91265,16.26511,14.81759,14.81759,0.08776142,1237665532259991737
16.44272,18.82495,16.48657,16.34667,0.07805128,1237665531723514265
16.22837,18.60476,16.3017,16.07215,0.0786598,1237665531723514229
14.54504,16.61295,14.37774,14.41212,0.08087695,1237665531723317440
13.21615,16.03867,13.11285,13.11284,0.08091201,1237665531723317438
16.28505,18.50707,16.30657,16.2234,0.08856446,1237665531180482789
15.08781,17.55675,15.10239,15.05461,0.02865452,1237665530635682059
13.88703,16.05662,13.75307,13.76327,0.1047913,1237665442071904291
13.94922,16.31497,13.85157,13.85159,0.04356092,1237665441522778142
