petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r,objid
15.12101,17.50297,15.13215,15.10887,0.05880236,1237662529524596965
12.75222,16.40442,12.64979,12.70111,0.06259461,1237662529524531258
14.7605,17.84686,14.81082,14.64199,0.06222917,1237662529523744971
14.66774,17.2499,14.42152,14.563,0.05437719,1237662528988053670
17.17144,19.21658,17.13943,17.07051,0.05518897,1237662528988053660
13.86603,16.92266,13.76552,13.83565,0.06935176,1237662528456818734
15.003,17.37962,14.89118,14.90233,0.06311378,1237662528451051627
14.48852,17.44318,14.54538,14.47141,0.06898287,1237662501076467812
14.07192,16.59163,14.13012,14.1302,0.2363444,1237662499475554415
14.73217,16.60911,14.59816,14.59816,0.1924946,1237662499475489129
15.23273,16.51879,15.10547,15.10546,0.1115503,1237662341090312387
14.60953,19.17201,14.64059,14.64047,0.1207551,1237662341087428679
14.50758,17.15348,14.25443,14.38379,0.1117186,1237662340553441875
13.73624,16.59318,13.70267,13.70263,0.1386874,1237662337335033958
15.88422,16.92855,15.82267,15.82716,0.1048829,1237662336261292485
17.21803,18.44749,17.27828,17.1563,0.1095873,1237662336261226927
16.74178,18.13371,16.53519,16.65966,0.1115232,1237662336261226880
16.14125,17.99642,17.33546,17.33954,0.1139221,1237662336261161190
14.35354,16.46638,14.23526,14.23526,0.1138733,1237662336261161188
14.15165,15.8365,14.0345,14.0345,0.08683804,1237662336256704816
15.16739,17.062,15.10894,15.10896,0.1337119,1237662307274653752
16.088,18.00521,15.83473,15.90622,0.1299309,1237662306740142535
15.01753,16.25635,14.89782,14.89783,0.09939787,1237662306199666875
13.90191,15.94049,13.81293,13.81295,0.100615,1237662306199666786
15.80592,17.50974,15.60264,15.68265,0.0934441,1237662306199666769
16.28748,17.69194,16.32861,16.24621,0.02269691,1237662306190295221
16.32424,18.37628,16.35012,16.279,0.02266997,1237662306190295191
15.72234,16.91693,15.56106,15.56769,0.02211044,1237662306190295162
14.9537,16.55683,14.83119,14.83903,0.02175201,1237662306190295143
13.69672,15.70446,13.64492,13.64492,0.02363219,1237662306190229574
16.08624,19.2616,16.03643,15.92945,0.04733082,1237662306189836510
15.13943,17.3247,15.22296,15.21209,0.03686176,1237662306189770850
13.55054,16.27232,13.47624,13.50427,0.03695124,1237662306189770849
15.76254,17.6112,15.81813,15.68063,0.09519785,1237663530260299843
14.74522,17.10489,14.57915,14.70466,0.107037,1237663530255056944
13.33689,15.90691,13.24351,13.25328,0.1068667,1237663530255056942
15.56368,16.80828,15.4573,15.46581,0.1041175,1237663529724084390
15.95005,18.41785,15.95084,15.8578,0.08582584,1237662698108879110
13.99729,16.01185,13.87255,13.87255,0.08840346,1237662698108878945
14.94523,16.62885,14.86407,14.87307,0.08627048,1237662698108878900
15.2401,17.41751,15.28008,15.19544,0.07776968,1237662698108813692
15.4667,16.52151,15.30455,15.30455,0.02877774,1237662685216636964
16.74123,18.53653,17.26311,17.31564,0.09901574,1237662665889611792
17.07661,19.43485,16.99377,16.99377,0.1299067,1237662665888760313
16.84957,18.22478,16.65797,16.69792,0.1281404,1237662665888759972
14.34234,16.58003,14.18183,14.18708,0.1285259,1237662665888759971
14.32934,17.00831,14.397,14.36384,0.1038512,1237662661605064715
14.74457,17.66246,14.79265,14.64473,0.06497914,1237662635828773071
15.75231,16.92857,15.649,15.67024,0.09254222,1237662619189575826
16.82736,19.07104,16.77516,16.77514,0.05188802,1237662531137634375
15.35157,16.76101,15.31488,15.31491,0.04885035,1237662531137568924
17.2399,19.22976,17.24263,17.23263,0.05003588,1237662531137568918
15.1655,16.81357,15.02815,15.02815,0.05007977,1237662531137568906
14.45755,16.2817,14.33573,14.33575,0.04984857,1237662531137568810
15.20322,16.41535,15.09367,15.09913,0.06304445,1237662528994017307
15.02084,16.56476,14.8551,14.87088,0.06158953,1237662528993951972
12.5069,15.12775,12.41087,12.41213,0.06921384,1237662528993951761
13.36028,15.81234,13.15894,13.15894,0.06152108,1237662528986873936
14.3602,17.77124,14.39649,14.38007,0.06172518,1237662528986808444
13.98975,16.75167,14.45122,14.45122,0.05003417,1237662504832270396
13.67904,16.14844,13.55758,13.56445,0.0498968,1237662504832270395
15.85491,18.84617,15.76205,15.76205,0.09511331,1237662501088395735
15.79252,17.87899,15.81662,15.75671,0.09116373,1237662501088199136
16.94055,18.42413,16.69606,16.80515,0.1528582,1237662501086888279
15.33172,16.91651,15.26038,15.26035,0.1520693,1237662501086888079
13.82337,16.17232,13.66845,13.66845,0.1245029,1237662337872167195
13.40916,16.31998,13.30972,13.32652,0.1295645,1237662337872101711
12.14281,15.48196,12.22143,12.22745,0.02682696,1237662305650999364
15.76541,18.2323,15.8,15.7034,0.08881748,1237664668424405146
13.73093,16.16043,13.67599,13.67595,0.08810406,1237664668424470655
13.78451,15.94121,13.72528,13.72526,0.08956809,1237664668424536083
14.62874,16.51745,14.54654,14.54656,0.09083638,1237664668424536173
15.4769,16.87159,15.33412,15.33409,0.0496097,1237664291549085756
15.51623,17.4038,15.41158,15.44006,0.05693982,1237664291548889274
14.2062,16.51344,14.06669,14.18407,0.0543365,1237664291548889126
14.11882,16.89629,13.92268,14.09287,0.06044416,1237664291548823600
15.44728,16.77521,15.17485,15.19729,0.06023899,1237664291548823599
15.64477,16.58791,15.5287,15.52867,0.05966402,1237664291548823571
16.26615,17.98357,16.33291,16.23473,0.09225121,1237664289391968478
14.8975,16.57336,14.7922,14.7922,0.06582392,1237664132091871251
14.20872,16.47126,14.02595,14.0503,0.1103391,1237664105781133467
14.91239,18.1192,14.87883,14.8052,0.1035317,1237664105781133373
14.05961,16.3665,13.93058,13.93057,0.09196537,1237664105779560493
14.48934,16.82366,14.48243,14.48239,0.1800124,1237663786883940513
13.73518,16.17918,13.57337,13.57988,0.09552106,1237663530260299864
16.05683,17.22581,15.93414,15.95016,0.07203461,1237664667907588102
14.6806,16.67572,14.7418,14.74183,0.06919084,1237664667907457165
16.39228,17.60776,16.27457,16.2864,0.04094905,1237664667901689961
14.41113,16.5896,14.26159,14.26168,0.04919433,1237664667901689871
16.1931,18.52472,15.96634,16.13701,0.04133001,1237664667901624645
15.46665,17.57558,15.52804,15.40633,0.03669993,1237664667901624624
13.57382,16.15282,13.49679,13.49679,0.03779452,1237664667901624475
15.20977,17.72826,15.21525,15.21526,0.03956253,1237664667900444798
15.60126,17.00641,15.52395,15.52398,0.09649576,1237664667887534208
15.67904,18.27731,16.43139,16.43139,0.04289965,1237664338253119520
15.01463,16.53292,14.91759,14.97033,0.04266338,1237664338253119518
13.90826,16.12251,13.79604,13.79602,0.04293758,1237664338253119517
14.14825,15.88664,14.10109,14.10109,0.02234619,1237664294761594986
14.516,16.25519,14.47687,14.47687,0.02258766,1237664294761594907
13.19032,15.62288,13.03608,13.03607,0.0261264,1237664294761529400
14.61875,16.91406,14.45094,14.5131,0.06072088,1237664290472919102
14.83077,16.5297,14.70218,14.70808,0.05988005,1237664290472919101
16.12895,18.38458,16.11734,16.11733,0.05649944,1237664289936507011
12.68241,15.72978,12.65703,12.65703,0.06649103,1237664132091871249
14.83597,17.17314,14.82171,14.82161,0.09248299,1237664105779626180
14.70617,16.83656,14.57662,14.57756,0.09383,1237664105779560653
14.7325,16.64433,14.64729,14.64729,0.08762889,1237664105779495085
15.02335,18.38545,14.99472,14.95933,0.1085016,1237664094510907472
15.13033,16.73756,15.12155,15.12153,0.04699223,1237664093977182234
14.57003,15.91339,14.43107,14.43106,0.04782788,1237664093977182233
12.91849,15.4071,12.81685,12.81682,0.04751382,1237664093977182232
14.3526,16.14782,14.27961,14.27961,0.04675686,1237664093977116737
13.03106,15.79378,12.8696,12.911,0.05903724,1237664093439983708
13.84265,17.22029,14.46876,14.46876,0.06885986,1237664093439852639
12.44965,15.40152,12.3396,12.34276,0.06798925,1237664093439852636
14.82531,16.5025,14.94192,14.94192,0.115951,1237663918416199874
15.22433,18.33586,15.21935,15.10656,0.09892524,1237663918414889326
15.21955,16.51506,15.13475,15.14967,0.09731084,1237663918414889018
15.57914,17.28443,15.39079,15.411,0.097142,1237663918414823576
16.65298,19.56669,16.60377,16.56723,0.0937501,1237663918414758364
14.01334,16.53555,13.8676,13.86759,0.09059326,1237663918414758193
13.65462,16.13434,13.73211,13.73211,0.09480912,1237663918414758008
15.26394,16.7606,15.13384,15.14707,0.1035066,1237663915730272677
16.23562,17.30575,16.12038,16.12413,0.1040413,1237663915730272609
15.23316,16.90578,15.14239,15.14242,0.1046289,1237663915730272594
14.65547,16.76533,14.6042,14.60421,0.09282663,1237663915730272527
15.02064,16.86819,14.91609,14.91609,0.1045715,1237663915730272391
17.00414,18.60803,17.03716,17.00588,0.105185,1237663915730272304
15.4853,16.76701,15.37849,15.38387,0.08924937,1237663915730272292
16.3993,18.8088,16.36228,16.35628,0.1178423,1237663788493635962
15.06006,17.32969,15.15685,15.01312,0.1179748,1237663788493635946
15.39603,17.14609,15.23959,15.26792,0.0933769,1237663787955585290
15.82274,17.3378,15.72116,15.72116,0.09239156,1237663787955519676
15.01242,16.55167,14.96694,14.96694,0.161005,1237663787954470946
14.92636,16.41706,14.85646,14.85646,0.1029706,1237663786883416100
15.27991,17.3772,15.20777,15.20777,0.09862196,1237663786883350690
16.33137,17.84609,16.21695,16.21696,0.09667697,1237663546367148079
16.70637,18.38159,16.42167,16.5404,0.09872407,1237663546367082821
16.17214,18.11157,16.24306,16.02906,0.09976622,1237663546367082767
14.62406,16.59279,14.43417,14.48154,0.09588674,1237663546367082689
16.42823,18.78076,16.04965,16.15181,0.08794105,1237663546366558454
13.73023,16.67926,13.60574,13.6938,0.09977311,1237663530801365104
15.78448,18.6546,15.80477,15.68543,0.09350999,1237663530801168520
13.88587,15.77856,13.79611,13.79612,0.09619389,1237663530801168416
15.58775,17.65099,15.58466,15.51784,0.1071864,1237663530791796929
14.94675,18.25042,14.96626,14.96625,0.06247498,1237664668428599470
14.90138,17.76071,14.98708,14.87741,0.05696135,1237664667370651768
16.14146,17.39277,15.98263,16.04836,0.05849796,1237664337177542775
15.55584,18.20817,15.52319,15.50095,0.05830599,1237664337177542740
13.83025,16.5965,13.64885,13.77768,0.05901409,1237664337177477186
14.38454,16.2861,14.41808,14.41808,0.05855067,1237664337177477185
13.786,16.23616,13.69166,13.69166,0.0481386,1237664337175773190
14.73043,17.13367,14.7972,14.71976,0.04585569,1237664337175707794
12.51589,15.33834,12.4924,12.4924,0.05468386,1237664336632741928
14.85899,16.32345,14.75962,14.78958,0.04757631,1237664336632741895
15.29991,18.29078,15.29963,15.28624,0.03495874,1237664296366047574
13.36323,15.87133,13.2488,13.26115,0.03608862,1237664296366047350
16.34758,17.6824,16.13591,16.22703,0.03636635,1237664296366047287
16.14838,18.44322,16.11052,16.11052,0.02835275,1237664293684445268
13.71035,15.89025,13.6329,13.63291,0.0554723,1237664292076519438
15.06103,17.46409,14.79746,14.94185,0.05779633,1237664292076454119
15.30272,17.753,15.32644,15.24444,0.05764399,1237664292076454111
15.76855,17.17657,15.79177,15.7127,0.05760324,1237664292076388510
12.99073,15.14163,12.88708,12.88704,0.05589374,1237664291011952787
13.18896,15.48347,13.05609,13.06772,0.05621205,1237664291011952667
13.02489,16.20433,12.86825,12.9839,0.05571194,1237664291011887113
14.49863,16.96285,14.30652,14.41215,0.06571948,1237664289935261842
12.06845,15.28646,11.9607,11.96069,0.06486193,1237664289935261729
14.75319,18.40043,14.73926,14.69599,0.06570257,1237664289935196255
13.88882,17.63384,13.94591,13.87077,0.06792244,1237664289935130687
16.5253,18.62798,16.49247,16.49247,0.08886062,1237664289928773832
14.55617,17.52489,14.60885,14.47757,0.09578615,1237664289928773726
15.0922,17.64497,15.11492,15.04556,0.05361217,1237664289399636221
14.3414,16.99154,14.17496,14.29898,0.05422511,1237664289399636012
15.36975,17.85673,15.0725,15.25248,0.06097427,1237664289399439496
17.01997,18.52454,17.02228,16.97448,0.05796304,1237664289399439485
14.49154,16.3886,14.31726,14.33131,0.06563691,1237664289399439413
16.59106,18.25137,16.64623,16.51322,0.05398343,1237664289399374060
14.39155,16.40416,14.29578,14.2958,0.05677023,1237664289399373970
15.12461,17.20723,15.07563,15.07563,0.08355454,1237664131554541775
13.91863,16.32244,13.8139,13.8139,0.08389005,1237664131554541630
13.38675,16.5772,13.42587,13.42587,0.09411687,1237664131016360006
14.5241,16.70675,14.42931,14.45656,0.07106942,1237664130481717277
16.63566,18.01886,16.544,16.57502,0.06760504,1237664130481651900
13.88694,16.31704,13.75425,13.75425,0.07275365,1237664130481651748
14.23399,16.93277,14.10459,14.16567,0.0756913,1237664130479554590
12.72879,15.14679,12.64163,12.64163,0.05921105,1237664092903047228
15.6516,17.41588,15.5208,15.54739,0.09405454,1237664092898918748
16.24608,18.04022,15.97953,16.11619,0.09046983,1237664092898918570
16.05477,17.38263,15.92507,15.9293,0.09113595,1237664092898853172
14.12548,16.04957,14.11162,14.11162,0.09448399,1237664092898853038
13.24219,16.4876,13.3868,13.42064,0.09323917,1237664092898852896
14.19368,16.88544,14.09401,14.16781,0.1101543,1237663917341016282
17.16054,18.39727,16.9486,17.03389,0.1103081,1237663917340950801
16.44558,17.49039,16.34157,16.36535,0.08905076,1237663917339836570
16.91292,18.74565,16.95056,16.84591,0.08853178,1237663917339836556
13.99279,16.60844,13.84228,13.84228,0.09128944,1237663917339771127
16.37704,17.83768,16.31588,16.31588,0.09148228,1237663917339771108
15.374,17.46581,15.14046,15.29781,0.09534687,1237663917339771027
16.71472,18.44074,16.41401,16.5477,0.312998,1237663916810109132
14.75713,16.64417,14.61586,14.66024,0.3120188,1237663916810109034
14.8831,17.65937,14.92594,14.81852,0.1695698,1237663916801851543
15.76553,17.11323,15.63447,15.64258,0.1675104,1237663916801786266
13.40619,15.89123,13.31293,13.31293,0.1690411,1237663916801786001
13.92531,15.84104,13.86711,13.86711,0.1712141,1237663916801785874
13.15637,15.37365,13.00174,13.00174,0.1724048,1237663916801785873
15.51906,17.04883,15.33521,15.37329,0.1520181,1237663916801720625
14.33927,16.9473,14.17923,14.26796,0.1510203,1237663916801654936
16.90258,18.45236,16.91518,16.90772,0.1464847,1237663916275269775
16.70058,18.08089,16.73103,16.55928,0.1492696,1237663916275269716
16.0998,17.63302,15.97635,15.97851,0.1035286,1237663916270158057
16.00082,17.24883,15.89573,15.89572,0.1942387,1237663916268257468
15.36205,16.80139,15.36099,15.36099,0.2013225,1237663916268257450
13.54206,15.83011,13.38424,13.38616,0.1875642,1237663916268257306
15.28351,16.77275,15.07115,15.15931,0.1720887,1237663916268126422
16.19394,17.44392,16.11573,16.11573,0.09812544,1237663916267536572
13.41905,16.68356,13.14704,13.14701,0.09899473,1237663916267536477
16.05605,17.1214,15.9808,15.99458,0.09825616,1237663916267536476
15.60215,17.22007,15.41086,15.48144,0.1482935,1237663789031948495
13.72212,16.34343,13.63603,13.65164,0.1323489,1237663789031948360
12.88002,16.18185,12.67656,12.69236,0.1376865,1237663789031948359
13.31593,15.87061,13.20538,13.21593,0.1224557,1237663789031882835
13.55155,16.76064,13.46464,13.46464,0.1273432,1237663789031686258
14.16645,16.58173,14.05332,14.05335,0.1566593,1237663787427889321
16.54225,18.74336,16.49824,16.309,0.1746319,1237663787427823775
16.40118,17.66748,16.26262,16.26523,0.1993328,1237663787427823763
15.05846,16.48355,14.91197,14.91197,0.2534571,1237663787425857577
16.47625,18.76485,16.37339,16.37339,0.2469256,1237663787425792289
15.69443,18.74933,15.6186,15.6186,0.2414856,1237663787425792287
16.20083,17.54236,16.11562,16.11562,0.1974952,1237663787420811660
15.51403,17.27374,15.44704,15.44703,0.1924866,1237663787420811490
14.62783,16.75856,14.5061,14.50609,0.191453,1237663787420811489
16.26161,17.56543,16.12366,16.12367,0.154338,1237663787420745954
15.39837,18.24247,15.38356,15.38356,0.148115,1237663787417600310
14.54297,17.72323,14.51892,14.45896,0.1697261,1237663787417600254
15.2652,16.37051,15.14179,15.15039,0.144363,1237663787417469125
15.43496,16.90212,15.34243,15.34243,0.1344038,1237663786885906868
14.60053,16.79635,14.57132,14.57132,0.1159214,1237663786885906495
13.81903,16.25394,13.85067,13.85063,0.1159092,1237663786885906494
15.33748,18.41404,15.29773,15.29772,0.101466,1237663786885775559
14.9258,17.50587,14.68501,14.76913,0.1007437,1237663786883416329
12.94552,16.35028,12.81001,12.8557,0.1088733,1237663547981103226
15.72,17.05319,15.58858,15.61643,0.10751,1237663547981103123
15.7273,18.06811,15.81471,15.63491,0.09699903,1237663547434991794
16.4643,18.75927,16.47329,16.40737,0.09202743,1237663546903363801
16.03739,18.03124,16.16542,15.95367,0.09515291,1237663546903363741
15.53867,17.1341,15.38731,15.40131,0.09263594,1237663546903363732
14.78139,17.25647,14.78453,14.7231,0.09230702,1237663531337973846
14.50892,17.25809,14.26726,14.44148,0.03286582,1237664668437250202
14.72911,17.48653,14.77975,14.68419,0.03498289,1237664668438102203
14.39516,16.38492,14.30555,14.30553,0.03610488,1237664818753896461
16.49062,17.90796,16.53016,16.38787,0.03687194,1237664818753896557
16.19881,18.59047,16.15493,16.15492,0.03744344,1237664818753896585
16.97006,18.6057,17.02647,16.89188,0.03635892,1237664818753896597
16.46753,18.14119,16.49366,16.44169,0.04081137,1237664835934748855
14.29121,16.78306,14.23076,14.24812,0.1138961,1237664836462248406
15.69698,17.12141,15.66389,15.66387,0.08189645,1237664836997677434
14.98008,17.17962,14.80991,14.92643,0.02995939,1237664853105377330
13.41198,15.94618,13.30549,13.30548,0.03289401,1237664853105442825
16.00158,19.05796,15.93805,15.92364,0.03865448,1237664853105508500
16.93651,17.66583,16.93144,16.90849,0.1053833,1237664853116715184
13.92833,17.37147,13.99627,13.8894,0.1078208,1237664853116780599
15.89724,18.30745,15.89862,15.84411,0.03726472,1237664854183313713
16.45382,18.70403,16.45938,16.45937,0.112693,1237664854189539553
14.15937,16.95106,14.02827,14.1086,0.04076654,1237664871361019935
16.52942,19.09148,16.48954,16.47304,0.03570393,1237664878341062790
14.04802,16.11239,13.9704,13.97033,0.05997819,1237665016314462213
13.46185,16.24478,13.32945,13.32945,0.05064485,1237665016314593291
14.53665,17.1164,14.58146,14.59495,0.050699,1237665016314593292
16.23311,17.53052,16.09685,16.13783,0.04987215,1237665016314593453
15.89287,16.84328,15.77843,15.77845,0.0490843,1237665016314593480
14.32054,17.05852,14.18369,14.19552,0.04969174,1237665016314658947
14.17415,16.68106,14.10001,14.13882,0.02961083,1237665024909312194
13.90852,15.96527,13.84509,13.84509,0.02781446,1237665024910229511
13.49543,15.60654,13.3672,13.36721,0.02964177,1237665024911998985
13.16729,15.71012,13.21103,13.22232,0.03169426,1237665024911999057
14.31273,16.44503,14.11273,14.16527,0.03167873,1237665024911999138
15.42573,17.95457,15.51033,15.35541,0.05903614,1237665025436811331
16.61707,18.7368,16.66274,16.58787,0.05777927,1237665025436811410
14.19008,16.46277,14.10801,14.10801,0.0223795,1237665025446510622
15.2481,17.13939,15.07116,15.1208,0.02283978,1237665025446510739
17.27576,18.78937,17.00517,17.12011,0.02308832,1237665025446510745
15.45225,16.83566,15.36155,15.37753,0.02399452,1237665025446510775
16.97193,19.29371,17.06449,16.81573,0.02412784,1237665025446903972
16.66633,19.10991,16.66611,16.57377,0.02553357,1237665025446904003
16.9128,19.09398,16.86661,16.84609,0.02431885,1237665025446969348
15.27789,17.11742,15.28076,15.23862,0.0530869,1237665026510815411
15.97807,17.0682,15.87274,15.87274,0.05151195,1237665026510880997
15.34308,17.43088,15.06792,15.23122,0.0541215,1237665026510881018
15.09096,16.40322,14.90281,14.90283,0.05347353,1237665026510946313
13.65213,16.30105,13.98949,13.98951,0.05261358,1237665026510946314
14.14734,16.95224,14.01379,14.06212,0.0531272,1237665026510946431
14.14338,16.08703,14.01821,14.01821,0.1065219,1237665101680541765
13.7023,15.92652,13.63788,13.63789,0.1142884,1237665101680607314
15.66454,18.10059,15.80759,15.58423,0.1156117,1237665101680607541
15.87131,16.93909,15.74226,15.74226,0.1147656,1237665101680672773
14.8925,17.57388,15.27217,15.27233,0.1146598,1237665101680672774
14.24267,16.45469,14.12633,14.14835,0.1172017,1237665101680673013
14.47733,16.58282,14.35128,14.37479,0.1306342,1237665102219837516
14.01766,16.41675,13.88613,13.90388,0.1332296,1237665102219903152
14.80823,17.53261,14.83077,14.79107,0.03377352,1237665126939295886
14.15816,15.90041,14.02194,14.02195,0.03357969,1237665127475773484
13.78358,16.27709,13.73691,13.76473,0.03622358,1237665127475708006
16.80907,17.70443,16.71192,16.74466,0.04018513,1237665126938771573
16.08353,18.70599,16.05901,15.91292,0.1117753,1237665102756249888
14.11365,16.92204,13.98957,14.06446,0.1149978,1237665102223835397
14.29183,16.60491,14.12328,14.21024,0.1324296,1237665102219903237
14.3138,16.63942,14.18804,14.19126,0.1156405,1237665101680673069
15.7584,17.52638,15.872,15.87199,0.1089969,1237665101149176029
15.35567,17.94733,15.34899,15.31791,0.04486966,1237665099004051581
16.18125,18.15738,16.18249,16.16246,0.0450207,1237665098464952456
15.73707,17.30614,15.55884,15.65787,0.04487254,1237665097390162107
13.02368,15.54554,12.9169,12.91691,0.03510436,1237665026522415130
13.4037,15.81288,13.29645,13.29643,0.02624257,1237665026522021948
14.79888,18.14798,14.85656,14.82927,0.0295117,1237665024911933591
16.65382,18.92121,16.66782,16.50667,0.02606983,1237665024910164061
16.93312,17.69865,16.94902,16.91339,0.06507585,1237665015240589418
16.58061,17.49098,16.48258,16.50943,0.08462253,1237665015240589399
16.26273,18.1222,16.30739,16.19978,0.05795386,1237665015240523906
14.11717,15.89741,14.0628,14.06281,0.07123028,1237665015240458268
15.55614,17.77067,15.2806,15.40503,0.05749087,1237664879949906004
12.98748,16.36538,12.62578,12.6436,0.0554379,1237664879949906003
14.49071,16.17029,14.36367,14.36367,0.05667629,1237664879949906001
13.93059,16.56232,13.78857,13.78857,0.03012196,1237664854716514359
14.04443,16.36148,13.89381,13.91466,0.1095097,1237664854189473891
15.03375,16.95249,14.9101,14.91877,0.09703457,1237664853651619889
17.38313,19.99865,17.41401,17.27918,0.03493604,1237664853641462227
14.54416,16.24075,14.43421,14.43421,0.03153789,1237664853641461771
16.21895,17.63519,16.04265,16.12079,0.03142142,1237664853105377484
14.36161,16.89106,14.24419,14.30115,0.1250115,1237664852041466139
17.33244,18.86915,17.05814,17.16798,0.03418322,1237664846121730104
12.65772,15.16242,12.6372,12.65924,0.09995928,1237664836462248240
12.96531,15.48129,12.99111,13.02195,0.1159527,1237664836462182453
12.86517,15.54527,12.90881,12.90881,0.1133849,1237664835925180449
16.58146,18.77477,16.16138,16.38204,0.03734735,1237664818753831142
13.9183,16.66725,13.69119,13.71236,0.04221935,1237664817674059896
15.53996,17.07105,15.37234,15.37234,0.04271695,1237664817673994368
13.90328,16.02635,13.83889,13.84459,0.01878105,1237664671645368370
15.25894,18.10807,15.33409,15.218,0.05095207,1237664668981395534
16.50338,17.90215,16.52583,16.44795,0.03596957,1237665127475708179
14.37754,15.81969,14.22181,14.22181,0.02957158,1237665126940082198
14.4705,16.54699,14.37742,14.40691,0.02646505,1237665126939885705
14.92375,16.83453,14.80762,14.80762,0.04553737,1237665126930055448
15.4356,17.35148,15.51543,15.39189,0.04595944,1237665126930055406
14.78177,16.54112,14.60289,14.65222,0.04599101,1237665126930055405
12.97405,15.42663,12.84048,12.84046,0.04543371,1237665126930055238
16.2054,18.35666,16.20844,16.16163,0.2007889,1237665107578782173
16.21107,18.72194,16.17525,16.17525,0.1161084,1237665103295611145
13.30025,16.11308,13.13987,13.13987,0.1093146,1237665103295610891
14.80064,16.48601,14.71618,14.74314,0.1035936,1237665102756446380
15.2792,16.67704,15.18566,15.2031,0.1094534,1237665102756380973
15.96017,18.14148,15.97195,15.92295,0.04577008,1237665097926967479
16.36975,18.26251,16.33714,16.33715,0.05711167,1237665097389441200
13.96223,16.51678,13.82121,13.83521,0.05176162,1237665025436680514
13.86186,16.56587,13.44366,13.78071,0.05806831,1237665025436680199
13.79514,16.04217,13.70656,13.7066,0.02976634,1237665024375062540
13.27428,16.06532,13.2257,13.26663,0.04301574,1237665024374931478
14.50768,17.79946,14.52502,14.44521,0.03862027,1237665024374866095
14.77388,17.33039,14.64287,14.72402,0.04265421,1237665024374865968
15.97431,17.65562,15.89474,15.89474,0.02863772,1237665024372572310
15.86087,17.10542,15.73463,15.76474,0.02659805,1237665023837995164
14.70693,16.52729,14.57281,14.57731,0.03136852,1237665023837995013
16.2987,18.83678,16.25062,16.24125,0.1894012,1237664887463411913
14.23273,16.64177,13.97392,14.08281,0.1999909,1237664887463346414
14.34455,16.61556,14.33251,14.33251,0.1353845,1237664886388293744
14.57733,16.50383,14.5164,14.51642,0.0388336,1237664870822772966
15.20054,16.59551,15.08701,15.08703,0.03767221,1237664870822772925
17.01621,18.8256,16.66943,16.88171,0.03670173,1237664870822772913
15.43448,18.63286,15.3717,15.3717,0.04646717,1237664869753487485
16.80374,18.24772,16.82847,16.74147,0.1114599,1237664854189474090
16.58665,17.72006,16.44038,16.51899,0.1360866,1237664853653127598
14.94807,16.37209,14.89199,14.89198,0.09153813,1237664853651685435
15.78065,17.55365,15.81977,15.7181,0.03845386,1237664853641461874
15.31814,18.47473,15.33069,15.18191,0.1235568,1237664852044415211
12.76017,15.55171,12.746,12.7567,0.0978946,1237664836999118965
15.96098,18.20205,16.14544,16.36156,0.04091797,1237664835934814435
14.01873,17.24328,14.0171,13.9696,0.0463833,1237664835934814390
15.09309,16.74397,14.94905,14.9644,0.04330526,1237664818208047228
13.18354,15.8049,13.04775,13.04919,0.06599169,1237664814988328970
13.90003,16.56716,13.75313,13.84526,0.02343667,1237664671645171858
12.97471,15.78216,12.87695,12.90237,0.03231218,1237664671645171756
16.0388,18.28364,15.71184,15.89331,0.03072625,1237664671644844043
15.76063,17.02947,15.66643,15.66643,0.05357045,1237664668981330034
15.53836,16.78213,15.50188,15.50187,0.0513382,1237664668981264486
13.64808,15.93336,13.53651,13.54285,0.04692873,1237664668975890441
12.5643,15.5132,12.46457,12.46458,0.04016548,1237664668437119003
16.02264,18.45626,15.52727,15.85903,0.05062584,1237664668436398267
15.37012,17.13796,15.26184,15.27137,0.04977327,1237664668436398224
17.56021,18.48221,17.51516,17.51516,0.05209154,1237664668436398189
14.66903,16.43633,14.64092,14.64098,0.05109674,1237664668436398093
16.44095,18.15915,16.507,16.37083,0.05687642,1237665127453753512
14.74915,16.27541,14.65144,14.65144,0.05692484,1237665127453753414
16.48934,17.55062,16.39718,16.40687,0.05717123,1237665127453753406
14.49676,16.39822,14.40564,14.40561,0.0575601,1237665127453753361
15.29017,16.79496,15.29937,15.2963,0.04387188,1237665025978073097
14.8019,16.31836,14.64429,14.64841,0.03074204,1237665024367722528
15.16255,16.49863,15.06627,15.06622,0.03107005,1237665024367722513
15.70664,16.67107,15.62319,15.63605,0.02474193,1237665023838060759
16.82108,18.38783,16.92541,16.73509,0.02514064,1237665023838060740
13.89508,16.12421,13.76321,13.76321,0.02429852,1237665023838060553
15.39918,16.61464,15.27538,15.29051,0.03598093,1237665023836881158
14.64111,16.25122,14.47959,14.47959,0.03678254,1237665023836881057
14.74907,16.66923,14.65166,14.7205,0.03747796,1237665023836881029
15.47896,16.74717,15.35904,15.36289,0.0393983,1237665023836880982
16.51227,18.103,16.27715,16.36884,0.03303005,1237665023836815661
13.51053,16.43532,13.46172,13.46172,0.03815692,1237665023836815551
14.79687,16.56145,14.67639,14.71843,0.04408916,1237665023836815486
14.11209,15.92909,14.05106,14.05106,0.04405956,1237665023836815484
17.03848,18.71431,16.7321,16.86801,0.1326492,1237664853653127479
14.81835,17.28892,14.83631,14.78162,0.05648687,1237664837006852244
14.58524,17.17188,14.60289,14.50035,0.02656573,1237664819818987690
