product,role,control,subset,n_CG4,n_control,groups_CG4,groups_control,degree,m0,is_CG4_beta,is_CG4_se,is_CG4_ci68_lo,is_CG4_ci68_hi,is_CG4_ci95_lo,is_CG4_ci95_hi,n_boot,beta,se,ci68_lo,ci68_hi,ci95_lo,ci95_hi
FIREFLY MILES mass-weighted,BGG,RG4,morph=Spiral,17,26,17.0,26.0,1.0,11.1,-0.05993403094025643,0.05364786589929735,-0.11188434465978897,-0.0042427002779958515,-0.16398335175655712,0.049133892955475544,2000.0,-0.05993403094025643,0.05364786589929735,-0.11188434465978897,-0.0042427002779958515,-0.16398335175655712,0.049133892955475544
FIREFLY MILES mass-weighted,BGG,RG4,morph=Uncertain,1,2,,,,,,,,,,,,,,,,,
FIREFLY MILES mass-weighted,BGG,Control4C,all,57,648,57.0,648.0,1.0,11.1,-0.021187492657170556,0.02172184888866408,-0.042229999249004654,0.0010014746478004192,-0.06366284859821905,0.020823528418498785,2000.0,-0.021187492657170556,0.02172184888866408,-0.042229999249004654,0.0010014746478004192,-0.06366284859821905,0.020823528418498785
FIREFLY MILES mass-weighted,BGG,Control4C,SF=Quenched,45,532,45.0,532.0,1.0,11.1,0.012687111879342265,0.013115650893516101,-0.000435987133867432,0.02580821878268151,-0.013160081057328722,0.037945318897510134,2000.0,0.012687111879342265,0.013115650893516101,-0.000435987133867432,0.02580821878268151,-0.013160081057328722,0.037945318897510134
FIREFLY MILES mass-weighted,BGG,Control4C,SF=Starforming,11,106,11.0,106.0,1.0,11.1,-0.12169147677033593,0.06265278212025757,-0.18297492947614977,-0.06136027494783695,-0.24356682661831838,-0.005331672352134753,2000.0,-0.12169147677033593,0.06265278212025757,-0.18297492947614977,-0.06136027494783695,-0.24356682661831838,-0.005331672352134753
FIREFLY MILES mass-weighted,BGG,Control4C,morph=Elliptical,36,404,36.0,404.0,1.0,11.1,0.008455616002974361,0.014064694409755272,-0.005453766185540708,0.022279234346897717,-0.019124574094004157,0.03488647709653587,2000.0,0.008455616002974361,0.014064694409755272,-0.005453766185540708,0.022279234346897717,-0.019124574094004157,0.03488647709653587
FIREFLY MILES mass-weighted,BGG,Control4C,morph=Spiral,17,194,17.0,194.0,1.0,11.1,-0.045198788958263604,0.045215656451352414,-0.09003422113625846,-1.291696566767191e-06,-0.13615355828677606,0.039803925152046046,2000.0,-0.045198788958263604,0.045215656451352414,-0.09003422113625846,-1.291696566767191e-06,-0.13615355828677606,0.039803925152046046
FIREFLY MILES mass-weighted,BGG,Control4C,morph=Uncertain,1,19,,,,,,,,,,,,,,,,,
FIREFLY ELODIE mass-weighted,Satellite,RG4,all,176,166,62.0,56.0,1.0,10.2,0.06654751360790223,0.020972419142562267,0.045656578133594104,0.08713411752266531,0.026570086705821477,0.10685522685394234,2000.0,0.06654751360790223,0.020972419142562267,0.045656578133594104,0.08713411752266531,0.026570086705821477,0.10685522685394234
FIREFLY ELODIE mass-weighted,Satellite,RG4,SF=Quenched,101,63,57.0,37.0,1.0,10.2,0.010996300050883432,0.018283013855218504,-0.007683019226239603,0.028356206641605302,-0.024231278517169157,0.04436631121621748,2000.0,0.010996300050883432,0.018283013855218504,-0.007683019226239603,0.028356206641605302,-0.024231278517169157,0.04436631121621748
FIREFLY ELODIE mass-weighted,Satellite,RG4,SF=Starforming,72,103,47.0,52.0,1.0,10.2,0.0754815234554042,0.03460511602009741,0.04310338276136573,0.10992502422053171,0.010050914441707177,0.14609296169382233,2000.0,0.0754815234554042,0.03460511602009741,0.04310338276136573,0.10992502422053171,0.010050914441707177,0.14609296169382233
FIREFLY ELODIE mass-weighted,Satellite,RG4,morph=Elliptical,88,39,52.0,31.0,1.0,10.2,0.026038194272702632,0.027948110311111177,-0.0013610331731568367,0.0538389522563623,-0.024857394815909945,0.08325282520988096,2000.0,0.026038194272702632,0.027948110311111177,-0.0013610331731568367,0.0538389522563623,-0.024857394815909945,0.08325282520988096
FIREFLY ELODIE mass-weighted,Satellite,RG4,morph=Spiral,68,103,46.0,53.0,1.0,10.2,0.09188524413153482,0.026636818344436805,0.06545623730803063,0.11847891809733711,0.040785447572183574,0.14291860309756704,2000.0,0.09188524413153482,0.026636818344436805,0.06545623730803063,0.11847891809733711,0.040785447572183574,0.14291860309756704
FIREFLY ELODIE mass-weighted,Satellite,RG4,morph=Uncertain,6,13,6.0,13.0,1.0,10.2,-0.07863800869467895,0.141151851353182,-0.2222853871058591,0.05243786555334321,-0.36013449093644606,0.17928678585180724,2000.0,-0.07863800869467895,0.141151851353182,-0.2222853871058591,0.05243786555334321,-0.36013449093644606,0.17928678585180724
FIREFLY ELODIE mass-weighted,Satellite,RG4,Quenched&Elliptical,74,31,48.0,25.0,1.0,10.2,0.011886506417919315,0.02282334030686106,-0.01046805311709266,0.03449444230724388,-0.03078272762934872,0.05676609849047425,2000.0,0.011886506417919315,0.02282334030686106,-0.01046805311709266,0.03449444230724388,-0.03078272762934872,0.05676609849047425
FIREFLY ELODIE mass-weighted,Satellite,RG4,Quenched&Spiral,20,24,16.0,22.0,1.0,10.2,0.012199019271227988,0.030836363684559425,-0.017662133880714942,0.04247332460178922,-0.04629925271223349,0.07340996631799836,2000.0,0.012199019271227988,0.030836363684559425,-0.017662133880714942,0.04247332460178922,-0.04629925271223349,0.07340996631799836
FIREFLY ELODIE mass-weighted,Satellite,RG4,Starforming&Elliptical,11,8,11.0,8.0,1.0,10.2,-0.015979015578342404,0.08715142264486142,-0.11087017110412371,0.06442919193431398,-0.20162259068179184,0.1398187644807677,2000.0,-0.015979015578342404,0.08715142264486142,-0.11087017110412371,0.06442919193431398,-0.20162259068179184,0.1398187644807677
FIREFLY ELODIE mass-weighted,Satellite,RG4,Starforming&Spiral,48,79,37.0,49.0,1.0,10.2,0.11526873855407455,0.03520581499664863,0.07998376374962374,0.14852296712612248,0.04884018225288748,0.18592913460476876,2000.0,0.11526873855407455,0.03520581499664863,0.07998376374962374,0.14852296712612248,0.04884018225288748,0.18592913460476876
FIREFLY ELODIE mass-weighted,Satellite,Control4C,all,176,1978,62.0,699.0,1.0,10.2,0.022987906722560434,0.01496132077872056,0.007891598081986292,0.037661265028099654,-0.007373515622484822,0.051349386411042496,2000.0,0.022987906722560434,0.01496132077872056,0.007891598081986292,0.037661265028099654,-0.007373515622484822,0.051349386411042496
FIREFLY ELODIE mass-weighted,Satellite,Control4C,SF=Quenched,101,1013,57.0,576.0,1.0,10.2,-0.009444106663795698,0.01123780713043057,-0.020729626139488314,0.0015616585540637491,-0.032086393800027924,0.01170774968417526,2000.0,-0.009444106663795698,0.01123780713043057,-0.020729626139488314,0.0015616585540637491,-0.032086393800027924,0.01170774968417526
FIREFLY ELODIE mass-weighted,Satellite,Control4C,SF=Starforming,72,948,47.0,539.0,1.0,10.2,0.03869753321096574,0.027284412128298616,0.012268747223948929,0.06553471874471897,-0.013291407832428149,0.09099329329925256,2000.0,0.03869753321096574,0.027284412128298616,0.012268747223948929,0.06553471874471897,-0.013291407832428149,0.09099329329925256
FIREFLY ELODIE mass-weighted,Satellite,Control4C,morph=Elliptical,88,704,52.0,467.0,1.0,10.2,-0.011885682686669929,0.015566506949656047,-0.027458260182547885,0.0033980325389967774,-0.041875890030244306,0.01791979686304349,2000.0,-0.011885682686669929,0.015566506949656047,-0.027458260182547885,0.0033980325389967774,-0.041875890030244306,0.01791979686304349
FIREFLY ELODIE mass-weighted,Satellite,Control4C,morph=Spiral,68,1028,46.0,572.0,1.0,10.2,0.07561798986819356,0.021551938385565572,0.05416579377134409,0.09761090120090028,0.0323518336721541,0.1183573473998058,2000.0,0.07561798986819356,0.021551938385565572,0.05416579377134409,0.09761090120090028,0.0323518336721541,0.1183573473998058
FIREFLY ELODIE mass-weighted,Satellite,Control4C,morph=Uncertain,6,125,6.0,114.0,1.0,10.2,-0.126129720921178,0.1081204257776663,-0.23846135598759358,-0.008038045101588032,-0.3786784516140665,0.051274961791869376,2000.0,-0.126129720921178,0.1081204257776663,-0.23846135598759358,-0.008038045101588032,-0.3786784516140665,0.051274961791869376
FIREFLY ELODIE mass-weighted,Satellite,Control4C,Quenched&Elliptical,74,589,48.0,415.0,1.0,10.2,-0.020131241382776457,0.012946555470364048,-0.03295726087063432,-0.0073612540742820825,-0.04579283710984875,0.004286646805753329,2000.0,-0.020131241382776457,0.012946555470364048,-0.03295726087063432,-0.0073612540742820825,-0.04579283710984875,0.004286646805753329
FIREFLY ELODIE mass-weighted,Satellite,Control4C,Quenched&Spiral,20,287,16.0,244.0,1.0,10.2,0.013287327906203893,0.02565242282207434,-0.013109820646772524,0.0378625117104514,-0.03500063558717191,0.0636415803093583,2000.0,0.013287327906203893,0.02565242282207434,-0.013109820646772524,0.0378625117104514,-0.03500063558717191,0.0636415803093583
FIREFLY ELODIE mass-weighted,Satellite,Control4C,Starforming&Elliptical,11,109,11.0,102.0,1.0,10.2,-0.03720667810524857,0.04829332006927292,-0.08563692577917055,0.011473329251336031,-0.13310335118757394,0.057921711595205434,2000.0,-0.03720667810524857,0.04829332006927292,-0.08563692577917055,0.011473329251336031,-0.13310335118757394,0.057921711595205434
FIREFLY ELODIE mass-weighted,Satellite,Control4C,Starforming&Spiral,48,739,37.0,469.0,1.0,10.2,0.09816266141540911,0.028076138611239518,0.06972839007596052,0.12788993600492574,0.044587499467925035,0.15416236152099802,2000.0,0.09816266141540911,0.028076138611239518,0.06972839007596052,0.12788993600492574,0.044587499467925035,0.15416236152099802
FIREFLY ELODIE mass-weighted,BGG,RG4,all,57,53,57.0,53.0,1.0,11.1,0.009214767593605207,0.02384692432962146,-0.019710905525194704,0.029113936574648103,-0.04275030561603815,0.051218879721730254,2000.0,0.009214767593605207,0.02384692432962146,-0.019710905525194704,0.029113936574648103,-0.04275030561603815,0.051218879721730254
FIREFLY ELODIE mass-weighted,BGG,RG4,SF=Quenched,45,38,45.0,38.0,1.0,11.1,0.019148082210623762,0.0185831306400831,0.0018071345635131194,0.03878637194095905,-0.017050947488325953,0.05618679490050434,2000.0,0.019148082210623762,0.0185831306400831,0.0018071345635131194,0.03878637194095905,-0.017050947488325953,0.05618679490050434
FIREFLY ELODIE mass-weighted,BGG,RG4,SF=Starforming,11,15,11.0,15.0,1.0,11.1,-0.030603634069107,0.047016214716767146,-0.0877924245932525,0.0061119819814547715,-0.13173741216236728,0.05247318905389346,2000.0,-0.030603634069107,0.047016214716767146,-0.0877924245932525,0.0061119819814547715,-0.13173741216236728,0.05247318905389346
FIREFLY ELODIE mass-weighted,BGG,RG4,morph=Elliptical,36,21,36.0,21.0,1.0,11.1,0.010742522709996236,0.023090024694733185,-0.01228962581536516,0.032932194849374354,-0.032150069312662115,0.055852692835950644,2000.0,0.010742522709996236,0.023090024694733185,-0.01228962581536516,0.032932194849374354,-0.032150069312662115,0.055852692835950644
FIREFLY ELODIE mass-weighted,BGG,RG4,morph=Spiral,17,26,17.0,26.0,1.0,11.1,-0.028406811912512486,0.03583452754837486,-0.06533861810088742,0.00718159114575682,-0.10010841356270377,0.03985494199629965,2000.0,-0.028406811912512486,0.03583452754837486,-0.06533861810088742,0.00718159114575682,-0.10010841356270377,0.03985494199629965
FIREFLY ELODIE mass-weighted,BGG,RG4,morph=Uncertain,1,2,,,,,,,,,,,,,,,,,
FIREFLY ELODIE mass-weighted,BGG,Control4C,all,57,648,57.0,648.0,1.0,11.1,-0.02206980075489918,0.015620825873217455,-0.037602928639289046,-0.005830346007926253,-0.052589563255797424,0.007705037088277056,2000.0,-0.02206980075489918,0.015620825873217455,-0.037602928639289046,-0.005830346007926253,-0.052589563255797424,0.007705037088277056
FIREFLY ELODIE mass-weighted,BGG,Control4C,SF=Quenched,45,532,45.0,532.0,1.0,11.1,-0.0056270807447825,0.012042609908295811,-0.018439200152622078,0.006057184132326672,-0.028817061557832646,0.01856884117684864,2000.0,-0.0056270807447825,0.012042609908295811,-0.018439200152622078,0.006057184132326672,-0.028817061557832646,0.01856884117684864
FIREFLY ELODIE mass-weighted,BGG,Control4C,SF=Starforming,11,106,11.0,106.0,1.0,11.1,-0.06723292513372738,0.03896497576177301,-0.10550128538936153,-0.028969252755772446,-0.14226268936050007,0.005748433193808807,2000.0,-0.06723292513372738,0.03896497576177301,-0.10550128538936153,-0.028969252755772446,-0.14226268936050007,0.005748433193808807
FIREFLY ELODIE mass-weighted,BGG,Control4C,morph=Elliptical,36,404,36.0,404.0,1.0,11.1,-0.015247319500717922,0.013447381775371007,-0.028843176883158014,-0.0011613186628017,-0.041101944465810954,0.012165501164790782,2000.0,-0.015247319500717922,0.013447381775371007,-0.028843176883158014,-0.0011613186628017,-0.041101944465810954,0.012165501164790782
FIREFLY ELODIE mass-weighted,BGG,Control4C,morph=Spiral,17,194,17.0,194.0,1.0,11.1,-0.01193891301105471,0.033697206547898303,-0.04533999635145619,0.02199763114317668,-0.077245071435197,0.05253807707712461,2000.0,-0.01193891301105471,0.033697206547898303,-0.04533999635145619,0.02199763114317668,-0.077245071435197,0.05253807707712461
FIREFLY ELODIE mass-weighted,BGG,Control4C,morph=Uncertain,1,19,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,Satellite,RG4,all,63,43,32.0,27.0,1.0,10.2,0.03229680374525443,0.04655893887859921,-0.014893552800629511,0.07984829292678257,-0.060309031676793017,0.12436354696709125,2000.0,0.03229680374525443,0.04655893887859921,-0.014893552800629511,0.07984829292678257,-0.060309031676793017,0.12436354696709125
Gallazzi optical light-weighted,Satellite,RG4,SF=Quenched,46,26,29.0,21.0,1.0,10.2,-0.027577899653659067,0.026180213528327556,-0.05309064919984389,0.0009609940567273932,-0.07906314496677322,0.025671289558615574,2000.0,-0.027577899653659067,0.026180213528327556,-0.05309064919984389,0.0009609940567273932,-0.07906314496677322,0.025671289558615574
Gallazzi optical light-weighted,Satellite,RG4,SF=Starforming,17,17,15.0,13.0,1.0,10.2,0.0824285483910575,0.1032032866452125,-0.017895105570600214,0.17383168612644262,-0.11357169044836977,0.27759213583943926,2000.0,0.0824285483910575,0.1032032866452125,-0.017895105570600214,0.17383168612644262,-0.11357169044836977,0.27759213583943926
Gallazzi optical light-weighted,Satellite,RG4,morph=Elliptical,40,18,25.0,14.0,1.0,10.2,-0.01400817792655418,0.04492703066429875,-0.05574018387063652,0.03176130886315926,-0.09632129230578858,0.07709129061874195,2000.0,-0.01400817792655418,0.04492703066429875,-0.05574018387063652,0.03176130886315926,-0.09632129230578858,0.07709129061874195
Gallazzi optical light-weighted,Satellite,RG4,morph=Spiral,12,20,9.0,17.0,1.0,10.2,0.06787010773754977,0.07911749660497186,-0.00657511388091713,0.14889226275856862,-0.07070664342505992,0.23489031992605536,2000.0,0.06787010773754977,0.07911749660497186,-0.00657511388091713,0.14889226275856862,-0.07070664342505992,0.23489031992605536
Gallazzi optical light-weighted,Satellite,RG4,morph=Uncertain,3,2,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,Satellite,RG4,Quenched&Elliptical,34,13,23.0,11.0,1.0,10.2,-0.03840928056291226,0.03196740356799531,-0.0698757967150157,-0.004379029931239999,-0.10335813217519485,0.027355471956452722,2000.0,-0.03840928056291226,0.03196740356799531,-0.0698757967150157,-0.004379029931239999,-0.10335813217519485,0.027355471956452722
Gallazzi optical light-weighted,Satellite,RG4,Quenched&Spiral,7,10,5.0,10.0,1.0,10.2,-0.08052075794521062,0.049259530517642945,-0.12212673768950869,-0.03041209057251123,-0.16361169768746042,0.038184247941479094,2000.0,-0.08052075794521062,0.049259530517642945,-0.12212673768950869,-0.03041209057251123,-0.16361169768746042,0.038184247941479094
Gallazzi optical light-weighted,Satellite,RG4,Starforming&Elliptical,6,5,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,Satellite,RG4,Starforming&Spiral,5,10,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,Satellite,Control4C,all,63,553,32.0,291.0,1.0,10.2,0.013538300110880704,0.032000381696840746,-0.019420845411949245,0.04566966711333828,-0.05277530960983288,0.07086099364938306,2000.0,0.013538300110880704,0.032000381696840746,-0.019420845411949245,0.04566966711333828,-0.05277530960983288,0.07086099364938306
Gallazzi optical light-weighted,Satellite,Control4C,SF=Quenched,46,372,29.0,245.0,1.0,10.2,-0.030099811005520973,0.025789502376364223,-0.05417516672633545,-0.0054051039194697665,-0.08325070113079751,0.01978952179808638,2000.0,-0.030099811005520973,0.025789502376364223,-0.05417516672633545,-0.0054051039194697665,-0.08325070113079751,0.01978952179808638
Gallazzi optical light-weighted,Satellite,Control4C,SF=Starforming,17,177,15.0,137.0,1.0,10.2,0.0842396371474176,0.07421859899984555,0.016142652655681988,0.1601260665249475,-0.06725647820332442,0.2336268034140551,2000.0,0.0842396371474176,0.07421859899984555,0.016142652655681988,0.1601260665249475,-0.06725647820332442,0.2336268034140551
Gallazzi optical light-weighted,Satellite,Control4C,morph=Elliptical,40,263,25.0,188.0,1.0,10.2,-0.00022390496224983009,0.03218907901989968,-0.03136084461840053,0.03151922736371582,-0.06321699175988468,0.06123236550329681,2000.0,-0.00022390496224983009,0.03218907901989968,-0.03136084461840053,0.03151922736371582,-0.06321699175988468,0.06123236550329681
Gallazzi optical light-weighted,Satellite,Control4C,morph=Spiral,12,220,9.0,174.0,1.0,10.2,0.04647726432811067,0.04340381831713157,0.004562099972896453,0.09521599328646362,-0.037401273046150714,0.1439514297233595,2000.0,0.04647726432811067,0.04340381831713157,0.004562099972896453,0.09521599328646362,-0.037401273046150714,0.1439514297233595
Gallazzi optical light-weighted,Satellite,Control4C,morph=Uncertain,3,19,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,Satellite,Control4C,Quenched&Elliptical,34,223,23.0,168.0,1.0,10.2,-0.03470100579934087,0.03270511118778398,-0.066904334251293,-0.0023700410393720185,-0.09670429349230344,0.0275747857157337,2000.0,-0.03470100579934087,0.03270511118778398,-0.066904334251293,-0.0023700410393720185,-0.09670429349230344,0.0275747857157337
Gallazzi optical light-weighted,Satellite,Control4C,Quenched&Spiral,7,99,5.0,92.0,1.0,10.2,-0.09902246846237966,0.043374412499766424,-0.13904206935573937,-0.05477324984238165,-0.18006511105321316,-0.0014856811294345902,2000.0,-0.09902246846237966,0.043374412499766424,-0.13904206935573937,-0.05477324984238165,-0.18006511105321316,-0.0014856811294345902
Gallazzi optical light-weighted,Satellite,Control4C,Starforming&Elliptical,6,37,6.0,37.0,1.0,10.2,0.21753320043139404,0.12272744785030175,0.0979483406432825,0.3367246253892256,-0.02720180994558382,0.4405431958404678,2000.0,0.21753320043139404,0.12272744785030175,0.0979483406432825,0.3367246253892256,-0.02720180994558382,0.4405431958404678
Gallazzi optical light-weighted,Satellite,Control4C,Starforming&Spiral,5,121,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,BGG,RG4,all,27,30,27.0,30.0,1.0,11.1,-0.059316674622009666,0.04700023563594425,-0.10297058256562312,-0.011791003081938837,-0.15676067138934888,0.027368181815428543,2000.0,-0.059316674622009666,0.04700023563594425,-0.10297058256562312,-0.011791003081938837,-0.15676067138934888,0.027368181815428543
Gallazzi optical light-weighted,BGG,RG4,SF=Quenched,21,23,21.0,23.0,1.0,11.1,0.01472431201464109,0.0338118335538173,-0.01831843971340963,0.04715117280527375,-0.047929172900534854,0.08036831836697372,2000.0,0.01472431201464109,0.0338118335538173,-0.01831843971340963,0.04715117280527375,-0.047929172900534854,0.08036831836697372
Gallazzi optical light-weighted,BGG,RG4,SF=Starforming,6,7,6.0,7.0,1.0,11.1,-0.28448693358198657,0.1335494848127318,-0.42469964400499643,-0.14225021424426385,-0.680589921698409,-0.013335186007463178,2000.0,-0.28448693358198657,0.1335494848127318,-0.42469964400499643,-0.14225021424426385,-0.680589921698409,-0.013335186007463178
Gallazzi optical light-weighted,BGG,RG4,morph=Elliptical,16,12,16.0,12.0,1.0,11.1,0.005019388369109623,0.03927683508039923,-0.032657956826223675,0.04319762034784966,-0.06729607203572634,0.08044108022941332,2000.0,0.005019388369109623,0.03927683508039923,-0.032657956826223675,0.04319762034784966,-0.06729607203572634,0.08044108022941332
Gallazzi optical light-weighted,BGG,RG4,morph=Spiral,8,14,8.0,14.0,1.0,11.1,-0.1673568239106684,0.12142638804803256,-0.28385115179975917,-0.041519442750208205,-0.4116587885751656,0.048976626577404085,2000.0,-0.1673568239106684,0.12142638804803256,-0.28385115179975917,-0.041519442750208205,-0.4116587885751656,0.048976626577404085
Gallazzi optical light-weighted,BGG,RG4,morph=Uncertain,0,2,,,,,,,,,,,,,,,,,
Gallazzi optical light-weighted,BGG,Control4C,all,27,283,27.0,283.0,1.0,11.1,-0.06739873767680156,0.038993642545658326,-0.1039077762433361,-0.030767751035074033,-0.14935756903169628,0.0009147844987542742,2000.0,-0.06739873767680156,0.038993642545658326,-0.1039077762433361,-0.030767751035074033,-0.14935756903169628,0.0009147844987542742
Gallazzi optical light-weighted,BGG,Control4C,SF=Quenched,21,226,21.0,226.0,1.0,11.1,-0.008604659091134533,0.02118966678381124,-0.029180999973218047,0.012862093706470588,-0.05040960101262606,0.03343423451773797,2000.0,-0.008604659091134533,0.02118966678381124,-0.029180999973218047,0.012862093706470588,-0.05040960101262606,0.03343423451773797
Gallazzi optical light-weighted,BGG,Control4C,SF=Starforming,6,54,6.0,54.0,1.0,11.1,-0.2648731645528709,0.12076390108951791,-0.38757480032113795,-0.14336137994216772,-0.5115893889372425,-0.04720685742865076,2000.0,-0.2648731645528709,0.12076390108951791,-0.38757480032113795,-0.14336137994216772,-0.5115893889372425,-0.04720685742865076
Gallazzi optical light-weighted,BGG,Control4C,morph=Elliptical,16,170,16.0,170.0,1.0,11.1,-0.018176588577118916,0.024663983358436045,-0.042524171180561364,0.0056039631749915855,-0.06586784131572644,0.029355332955935457,2000.0,-0.018176588577118916,0.024663983358436045,-0.042524171180561364,0.0056039631749915855,-0.06586784131572644,0.029355332955935457
Gallazzi optical light-weighted,BGG,Control4C,morph=Spiral,8,83,8.0,83.0,1.0,11.1,-0.15812928090212736,0.1094194430492078,-0.2751172342811239,-0.05767133342870913,-0.39118170472719016,0.020589043237627034,2000.0,-0.15812928090212736,0.1094194430492078,-0.2751172342811239,-0.05767133342870913,-0.39118170472719016,0.020589043237627034
Gallazzi optical light-weighted,BGG,Control4C,morph=Uncertain,0,9,,,,,,,,,,,,,,,,,
