sample,group_uid,objid,role,lgm,z,SN,sf_state,morphology4,sSFR,D4000n,sigma,p_E,p_S,core_size_kpc,group_Vdisp,parent_NbGal,group_is_RG4,ff_miles_lw_usable,ff_miles_lw_logz,ff_miles_lw_logz_unc,ff_miles_mw_logz,ff_elodie_lw_logz,ff_elodie_mw_logz,gallazzi_usable,gallazzi_logz_solar,ff_miles_lw_logage,ff_miles_lw_logage_unc,ff_miles_mw_logage,ff_elodie_lw_logage,gal_logage,gal_logage_unc
CG4,HMCG:28,1237651192431902942,Satellite,10.45439,0.045825495,26.80732,Quenched,NoGZ,-12.243226,1.877107,141.6439,,,189.73072281453588,111.41340432393416,,False,True,0.210659559924703,0.06980900139087959,0.234865136540417,0.06648321213101471,0.008226176896798528,True,0.16437000433601878,9.923134446511261,0.08234535474664728,10.024359630124831,9.996775583455982,9.8892,0.07625000000000082
CG4,HMCG:28,1237651192431902951,Satellite,9.72223,0.045729996,13.51462,Starforming,NoGZ,-9.8352734,1.201497,46.52884,,,189.73072281453588,111.41340432393416,,False,True,-0.3692994289203334,0.1379035113491792,-0.5120595574153525,-0.17177874325082548,-0.6686395231550413,False,,9.651236909182366,0.22461625427699428,9.950737058534441,9.605004276606012,,
CG4,HMCG:33,1237653664714391702,BGG,10.91266,0.043605956,41.04177,Starforming,Spiral,-11.0690721,1.606103,137.6211,0.0260000005364418,0.922999978065491,90.56554904727076,65.212862961357,,False,True,-0.00036000557862243517,0.020248001301933664,-0.1983087080057814,-0.04603702487435677,-0.1983087080057814,True,0.13837000433601876,9.68836659986871,0.07080544926306409,9.840640098853877,9.641190437464179,9.4983,0.16359999999999975
CG4,HMCG:33,1237653664714391735,Satellite,10.67758,0.043203973,43.86971,Quenched,Elliptical,-12.202729,1.818369,146.6294,0.758000016212463,0.180999994277954,90.56554904727076,65.212862961357,,False,True,0.27037041250145794,0.01496870138159978,0.21420119955862366,0.0383308008134032,0.03301017461500066,True,0.29967000433601876,9.610633444641802,0.07186460732886246,9.769301170145804,9.861926114738775,9.4623,0.10414999999999974
CG4,HMCG:33,1237651753452765233,Satellite,10.73482,0.043100813,32.45052,Quenched,Elliptical,-12.290754,1.882745,157.1159,0.908999979496002,0.090999998152256,90.56554904727076,65.212862961357,,False,True,0.20529235111097974,0.06991356401597491,0.26097149630715105,0.05135398835050857,0.12439759440607599,True,0.15737000433601867,9.94090150154768,0.06443497805088061,10.104691918900205,10.096058656774304,9.8514,0.09849999999999959
CG4,HMCG:33,1237651753452765443,Satellite,10.11648,0.043182957,27.67803,Quenched,Elliptical,-11.202905,1.647066,76.30935,0.712999999523163,0.229000002145767,90.56554904727076,65.212862961357,,False,True,-0.1983087080057814,0.05117892421619559,-0.26203736643140163,-0.1983087080057814,-0.2727281867109631,True,-0.2309299956639812,9.780238368522477,0.05728420151242286,9.856028017743844,9.776470176666228,9.4717,0.11489999999999956
CG4,HMCG:42,1237664093977182232,BGG,11.30246,0.024032534,48.66617,Quenched,Elliptical,-12.883211,1.980211,229.0378,0.540000021457672,0.358999997377396,135.67695743146368,71.43269758845616,,False,True,0.17741355266189243,0.0038733792460110827,0.17741355266189243,0.0383308008134032,0.0409668678813979,False,,9.840640098853877,0.03379839138451679,9.843761584967739,10.1709961667707,,
CG4,HMCG:42,1237664093977116737,Satellite,10.44188,0.023569981,43.26168,Quenched,Elliptical,-12.098115,1.854351,134.3178,0.601999998092651,0.398000001907349,135.67695743146368,71.43269758845616,,False,True,0.1943547474969782,0.04537326070017818,0.13721892725478624,0.0383308008134032,0.04358703111597816,False,,9.705805232475619,0.07546394215584495,9.77297764137008,9.899077628629223,,
CG4,HMCG:42,1237664093977182233,Satellite,10.44385,0.024061855,44.19553,Quenched,Elliptical,-12.06398,1.888423,199.2954,0.787999987602234,0.181999996304512,135.67695743146368,71.43269758845616,,False,True,0.09756027280667182,0.02910818223380144,0.05898447772959352,0.09524713375865783,0.09524713375865783,False,,9.994635430631343,0.031840358243868216,10.07832375420244,9.985699450369351,,
CG4,HMCG:42,1237664093977182234,Satellite,10.1118,0.024110809,36.25173,Quenched,Elliptical,-12.195204,1.861249,97.93189,1.0,0.0,135.67695743146368,71.43269758845616,,False,True,0.24319337424724807,0.06532051054739361,0.1869066344234161,0.15171420698334523,0.13721892725478624,False,,9.692792386789916,0.23818012076746609,9.89087609082986,9.641190437464179,,
CG4,HMCG:52,1237664879949906003,BGG,11.26873,0.027544551,42.71652,Quenched,Elliptical,-12.486565,1.983384,213.5133,0.84799998998642,0.0299999993294477,77.34665438916355,376.10695801897606,,False,True,0.21946008747208545,0.03938116239695748,0.17932884207153257,0.12439759440607599,0.09524713375865783,False,,9.867957427923153,0.05761901381425183,10.001178378004736,9.981188672613625,,
CG4,HMCG:52,1237664879949906001,Satellite,10.52723,0.02754628,45.26715,Quenched,Elliptical,-11.995889,1.901062,171.1889,0.922999978065491,0.0769999995827675,77.34665438916355,376.10695801897606,,False,True,0.12003830018504674,0.02431345539159032,0.01385725040186069,-0.03650924669124571,-0.033379164418814146,False,,9.870889317948683,0.02612256428128923,9.95797022853257,10.113121424380246,,
CG4,HMCG:52,1237664837006852244,Satellite,10.09972,0.028559419,30.52448,Starforming,Spiral,-9.9060214,1.164711,74.02267,0.0540000014007092,0.945999979972839,77.34665438916355,376.10695801897606,,False,True,-0.062396561398671085,0.038177962053963205,-0.6060438375572742,-0.3006665564381726,-0.6686395231550413,False,,9.718439488128904,0.06712125086431886,9.987992354820326,9.646122274961389,,
CG4,HMCG:52,1237664879949906004,Satellite,10.06748,0.025651397,24.35591,Quenched,Elliptical,-11.426348,1.738286,99.9559,0.930999994277954,0.0,77.34665438916355,376.10695801897606,,False,True,-0.1231358190374761,0.1208953232194418,-0.26734992123701173,-0.1983087080057814,-0.25678909191546573,False,,10.034500916528263,0.05414331566950459,10.142248641764334,10.061667688038657,,
CG4,HMCG:61,1237661382235652124,BGG,11.04974,0.04172448,40.95362,Starforming,Spiral,-9.777122,1.276553,147.3967,0.0,1.0,55.53053301041907,114.38282225559918,,False,True,-0.17608941330805536,0.10253506382078548,-0.44277223195708,-0.1508449289923749,-0.3006665564381726,True,-0.6545299956639812,9.870889317948683,0.06345948053600203,9.985755191860926,9.588522684538205,9.5806,0.11399999999999988
CG4,HMCG:61,1237661382235652235,Satellite,10.28243,0.041756884,21.30324,Quenched,Elliptical,-12.177141,1.886268,140.8165,0.64300000667572,0.0,55.53053301041907,114.38282225559918,,False,True,-0.2892746251283065,0.022219582492137763,-0.3006665564381726,-0.00036000557862243517,-0.00036000557862243517,True,0.12247000433601873,10.074683719275573,0.04811049455352823,10.07832375420244,10.059779943204282,9.848,0.11730000000000018
CG4,HMCG:61,1237661382235652234,Satellite,10.09958,0.0409836,21.41493,Quenched,Elliptical,-11.942048,1.838832,97.07014,0.550999999046326,0.0379999987781048,55.53053301041907,114.38282225559918,,False,True,0.0714113894018661,0.02431345539159032,0.16966679416987027,-0.021079757759797816,-0.030271526760011918,False,,10.104691918900205,0.026663090277768475,10.135946071986599,9.935824054236864,,
CG4,HMCG:61,1237661382235652236,Satellite,10.02217,0.041354118,25.81571,Quenched,Spiral,-11.922251,1.797703,96.60043,0.421999990940094,0.513000011444092,55.53053301041907,114.38282225559918,,False,True,-0.07594282963262874,0.0770823275924874,-0.22656522730891981,-0.26203736643140163,-0.2727281867109631,True,-0.30902999566398126,9.915291696672057,0.0583851398612083,10.013975859188596,10.044375104921082,9.9845,0.06520000000000081
CG4,HMCG:63,1237661381699174422,BGG,11.46481,0.039612044,44.87536,Quenched,Elliptical,-12.4462017,1.964504,264.8539,0.958999991416931,0.0270000007003546,310.29909093235364,88.3216832592506,,False,True,0.17548977917257252,0.009556903762264451,0.09986115685840526,0.07870072299485384,0.1287135660717291,False,,9.824686928770808,0.035951314904727916,9.901897243716073,10.036462809836,,
CG4,HMCG:63,1237661381699108952,Satellite,10.8073,0.039922336,35.43573,Quenched,Elliptical,-12.116399,1.914465,187.6203,0.680000007152557,0.319999992847443,310.29909093235364,88.3216832592506,,False,True,0.17741355266189243,0.04676673396787067,0.10669156061825541,0.0383308008134032,0.0383308008134032,False,,9.8279247757932,0.07477607610281822,9.909983374348327,10.1375208965361,,
CG4,HMCG:63,1237661381699108923,Satellite,,0.040217334,,NosSFR,NoGZ,,,223.5771,,,310.29909093235364,88.3216832592506,,False,False,,,,,,False,,,,,,,
CG4,HMCG:63,1237661381699108924,Satellite,10.21994,0.039664127,31.60806,Starforming,Uncertain,-10.2358987,1.30083,76.47802,0.349999994039536,0.200000002980232,310.29909093235364,88.3216832592506,,False,True,-0.1549517826247632,0.02751022462740839,-0.8298363053665552,-0.07939644884409477,-0.23640805378214774,False,,10.003337723152717,0.08823444759691856,10.154586156534172,9.750268425219755,,
CG4,HMCG:73,1237664336632741928,BGG,11.06783,0.021581224,46.8638,Quenched,Spiral,-12.646146000000002,1.963865,201.4979,0.0710000023245811,0.929000020027161,251.957243987245,238.55179856135848,,False,True,0.21243398995807833,0.04115149646588476,0.17741355266189243,0.17548977917257252,0.18502454598632273,False,,9.714268803326986,0.08286650504145943,9.7504372665559,9.807990054699067,,
CG4,HMCG:73,1237664336632741895,Satellite,10.20023,0.021819562,36.26867,Quenched,Elliptical,-11.96328,1.939223,122.6785,0.875,0.0829999968409538,251.957243987245,238.55179856135848,,False,True,0.01385725040186069,0.057809433437000596,-0.08638724073305099,-0.05250706908668513,-0.055778624700305444,False,,10.040474168732542,0.0497281153269693,10.116469929914913,10.078298006897336,,
CG4,HMCG:73,1237665099004051581,Satellite,9.80046,0.02265177,18.99038,Starforming,Spiral,-10.1955254,1.419454,54.22867,0.136000007390976,0.864000022411346,251.957243987245,238.55179856135848,,False,True,-0.08638724073305099,0.10041470339405811,-0.2949332821142268,-0.2949332821142268,-0.3305265412590219,False,,9.790906879091818,0.135604670592393,10.11480673954017,9.861926114738775,,
CG4,HMCG:73,1237664869753487485,Satellite,9.497967,0.023139618,10.95169,Starforming,Spiral,-9.779232599999998,1.308979,77.21055,0.0,1.0,251.957243987245,238.55179856135848,,False,True,0.0383308008134032,0.0884783608253833,0.1393198083248698,-0.1231358190374761,-0.17608941330805536,False,,9.915291696672057,0.17486064970197113,10.108089881160016,9.867852701759785,,
CG4,HMCG:80,1237671260670525453,BGG,11.12167,0.03098687,44.33095,Quenched,Spiral,-12.582544,1.988564,232.5029,0.263000011444092,0.736999988555908,193.94068621205523,139.35060368873476,,False,True,0.24319337424724807,0.02855722050870471,0.25136466260322154,0.22119899355214404,0.25619464247177454,False,,10.067311195902008,0.04467285327962944,10.11146112770924,9.843645068629495,,
CG4,HMCG:80,1237671123231768624,Satellite,10.94013,0.03088647,36.42263,Quenched,Elliptical,-12.376133,1.971437,200.1928,1.0,0.0,193.94068621205523,139.35060368873476,,False,True,0.210659559924703,0.05770621308302259,0.19064651758353332,0.17548977917257252,0.19250472977107758,False,,9.965084901041148,0.06706534857606439,10.044411177649925,9.858932213818177,,
CG4,HMCG:80,1237671260670525479,Satellite,10.6821,0.030003054,40.90406,Quenched,Elliptical,-12.235613,2.014631,200.7307,0.867999970912933,0.0529999993741512,193.94068621205523,139.35060368873476,,False,True,0.24319337424724807,0.044824127669977246,0.24154050402585764,0.12439759440607599,0.08110344385726691,False,,9.923134446511261,0.09806335913198794,9.996827384024915,10.05406697095652,,
CG4,HMCG:80,1237671260670525478,Satellite,,0.030594581,,NosSFR,NoGZ,,,218.9974,,,193.94068621205523,139.35060368873476,,False,True,-0.5833307070466075,0.111505356817653,-0.42704955844442327,-1.6652260747183694,-1.316808100959223,False,,9.925717518805296,0.06470651404492145,9.987992354820326,10.040436976128007,,
CG4,HMCG:82,1237664670045765663,BGG,11.14766,0.045040485,46.35194,Quenched,Elliptical,-12.125444,1.876039,235.0817,0.954999983310699,0.0450000017881393,193.87374503326663,175.61675796013438,,False,True,0.2365435592168414,0.03279149151139646,0.26412712347939393,0.09756027280667182,0.0882328635448647,True,0.12087000433601869,9.571697304804854,0.084238612737912,9.588813368429173,9.915208239010328,9.9154,0.07144999999999957
CG4,HMCG:82,1237661136886366310,Satellite,10.06689,0.045599583,25.76213,Starforming,Elliptical,-9.8983575,1.211017,64.33242,0.801999986171722,0.146999999880791,193.87374503326663,175.61675796013438,,False,True,-0.27817389220561206,0.059010838556859554,-0.9159011721806377,-0.28368883398995764,-0.5312578479388469,True,-0.5950299956639813,9.896421654568988,0.05504847984028238,10.116469929914913,9.67459203352539,9.2692,0.11519999999999975
CG4,HMCG:82,1237661381701861554,Satellite,10.16911,0.046224363,24.60803,Quenched,NoGZ,-11.607297,1.780078,106.6326,,,193.87374503326663,175.61675796013438,,False,True,0.0383308008134032,0.16380271297085483,0.061498469643979516,-0.1231358190374761,-0.1231358190374761,True,-0.05012999566398135,9.451831090364243,0.16444197550999462,9.466904229984078,9.925638463380032,9.7341,0.060399999999999565
CG4,HMCG:82,1237661381701861576,Satellite,9.576148,0.045028617,7.556858,Starforming,Spiral,-9.8885148,1.356514,29.11693,0.0640000030398369,0.899999976158142,193.87374503326663,175.61675796013438,,False,True,-0.1549517826247632,0.12331083305329794,-0.870740104606379,-0.1269876415173383,-0.1983087080057814,False,-0.18792999566398128,9.974393316391728,0.13821891438804457,10.129550689465193,9.794262824357082,9.4419,0.17605000000000004
CG4,HMCG:84,1237671125379842213,BGG,11.08672,0.029707897,38.38872,Quenched,Elliptical,-12.132539,1.955705,171.6226,0.787999987602234,0.211999997496605,132.0623817269525,157.75382835927795,,False,True,0.16966679416987027,0.04676673396787067,0.16376467280347848,-0.00036000557862243517,-0.00036000557862243517,False,,9.948298948511681,0.055557652926874646,9.987992354820326,10.055979657413848,,
CG4,HMCG:84,1237671125379907676,Satellite,10.5799,0.030036813,20.9793,Starforming,Spiral,-10.8961664,1.637588,85.25591,0.0320000015199184,0.935000002384186,132.0623817269525,157.75382835927795,,False,True,-0.021079757759797816,0.135076129212449,-0.10806121448408725,-0.30647653141567716,-0.30647653141567716,False,,9.96272628603807,0.10627469646967125,10.007624468644831,9.933299964287336,,
CG4,HMCG:84,1237671125379842214,Satellite,9.934071,0.029465989,19.82844,Starforming,Spiral,-10.3391508,1.398667,33.32354,0.193000003695488,0.806999981403351,132.0623817269525,157.75382835927795,,False,True,-0.2949332821142268,0.22483149800834068,-0.25678909191546573,-0.3006665564381726,-0.324387986477199,False,,9.943381376855962,0.11117987096962079,10.042447134445862,9.65099873491045,,
CG4,HMCG:84,1237671125379842189,Satellite,9.890475,0.030579443,8.591712,Starforming,Spiral,-10.4845468,1.283939,53.2779,0.0,1.0,132.0623817269525,157.75382835927795,,False,True,-0.07594282963262874,0.15402966624441114,-0.2727281867109631,0.024904982184311565,-0.22656522730891981,False,,9.37666563166618,0.21727528200993618,9.577477897595585,9.49518204315102,,
CG4,HMCG:99,1237667536399761464,BGG,11.236,0.04339918,37.64095,Quenched,Elliptical,-12.483368,1.978149,226.6464,0.922999978065491,0.0240000002086163,166.07551326746062,173.4668977380962,,False,True,0.24319337424724807,0.05238547080094973,0.22293096484590827,0.17548977917257252,0.19619691789081167,False,,9.824686928770808,0.1149297301913883,9.909983374348327,10.036462809836,,
CG4,HMCG:99,1237667536399761571,Satellite,10.69086,0.043760583,21.32416,Quenched,Spiral,-12.527156000000002,1.913476,144.4092,0.354999989271164,0.644999980926514,166.07551326746062,173.4668977380962,,False,True,-0.00036000557862243517,0.08073330992543964,-0.00036000557862243517,0.06648321213101471,0.05391241004701966,False,,9.811488473457837,0.11312617828117322,9.831138661840619,10.028403683546463,,
CG4,HMCG:99,1237667783897383104,Satellite,10.09201,0.043752223,18.43623,Quenched,Spiral,-11.516316,1.671069,65.78407,0.328000009059906,0.671999990940094,166.07551326746062,173.4668977380962,,False,True,0.0025206987823348363,0.14813543565472495,0.0025206987823348363,-0.1231358190374761,0.1393198083248698,False,,9.522453884387575,0.12402206302181984,9.541580367120513,9.754109714044219,,
CG4,HMCG:99,1237667783897383027,Satellite,9.598251,0.042515835,17.74875,Starforming,Elliptical,-9.774168,1.210949,49.6215,0.561999976634979,0.305999994277954,166.07551326746062,173.4668977380962,,False,True,-0.11553311404874676,0.07127603194077281,0.14349070113192333,-0.20289228400804113,-0.31236537628874045,False,,9.714268803326986,0.09904185201997162,10.090828153136082,9.559582278592561,,
CG4,HMCG:101,1237654398613913710,BGG,11.07611,0.031583981,46.5116,Quenched,Elliptical,-12.189955,1.783009,234.3045,0.971000015735626,0.0,59.93430864654951,225.54969362779747,,False,True,0.23318020207101983,0.031640805825816534,0.20167700383058246,0.07628427083243272,0.03301017461500066,True,0.0006700043360188257,9.761853671421205,0.09229232864951431,9.824686928770808,10.074657023853005,9.8425,0.0055499999999995
CG4,HMCG:101,1237654398613913657,Satellite,10.66817,0.030266671,37.52612,Quenched,Elliptical,-12.061596,1.815879,159.7089,0.97299998998642,0.0130000002682209,59.93430864654951,225.54969362779747,,False,True,0.09986115685840526,0.05886897572755296,0.17741355266189243,-0.00036000557862243517,-0.00036000557862243517,True,-0.020229995663981315,10.126317168907164,0.06767381217084445,10.146916494639402,10.08726911663687,9.9675,0.03725000000000023
CG4,HMCG:101,1237654398613913659,Satellite,,0.031841168,,NosSFR,NoGZ,,,87.24223,,,59.93430864654951,225.54969362779747,,False,True,-0.14677660869441173,0.08297383556866282,-0.15909778063256153,-0.17608941330805536,-0.6425090077386855,False,,9.901897243716073,0.05709543262121208,9.950737058534441,9.87946862756803,,
CG4,HMCG:101,1237654398613913661,Satellite,10.09317,0.031054983,14.97372,Starforming,Spiral,-10.5854818,1.314151,61.31321,0.0350000001490116,0.851999998092651,59.93430864654951,225.54969362779747,,False,True,-0.07939644884409477,0.10512601110816745,-0.25160348414183453,-0.2949332821142268,-0.3006665564381726,False,-0.012129995663981319,9.571697304804854,0.26380413533422065,9.907304709035111,9.692585206641622,9.561,0.14444999999999997
CG4,HMCG:106,1237648721221910580,BGG,10.88227,0.019912633,69.23409,Quenched,Elliptical,-12.090901,1.880062,180.8298,0.959999978542328,0.0,254.0187202251849,36.747987982423375,,False,True,0.23148870508405484,0.02389994969064496,0.20167700383058246,0.0383308008134032,0.02216928448468114,True,0.18077000433601875,9.81813783775163,0.048598758509977635,9.95797022853257,10.020192173249642,9.7346,0.1808999999999994
CG4,HMCG:106,1237654669739884742,Satellite,10.40413,0.01997593,54.48616,Quenched,Spiral,-11.631577,1.762296,89.97733,0.0,1.0,254.0187202251849,36.747987982423375,,False,True,-0.062396561398671085,0.038177962053963205,-0.13087399102014557,-0.09349240622197504,-0.0899253200661028,True,-0.09102999566398129,9.811488473457837,0.04270526672687591,9.859041215921442,9.912561067241239,9.8045,0.10550000000000015
CG4,HMCG:106,1237654669739884626,Satellite,9.24446,0.019768186,40.59949,Starforming,Spiral,-9.27357274,0.994339,21.67551,0.256999999284744,0.570999979972839,254.0187202251849,36.747987982423375,,False,False,,,,,,False,,,,,,,
CG4,HMCG:106,1237654669739950159,Satellite,9.123651,0.020029227,35.68161,Starforming,Spiral,-9.5196896,1.112507,16.17213,0.333000004291534,0.666999995708466,254.0187202251849,36.747987982423375,,False,True,0.01941624484406951,0.07200574412258508,-0.15909778063256153,-0.05250706908668513,-0.04283781747327553,True,-0.5668299956639813,8.682424163092374,0.42510333954544066,9.262622874988754,8.25037120243448,8.9106,0.06649999999999956
CG4,HMCG:112,1237648721759961111,BGG,11.34712,0.040214827,49.02336,Quenched,Elliptical,-12.404367,1.935942,279.1014,0.949000000953674,0.0,111.44214789641254,419.9583578978288,,False,True,0.09756027280667182,0.013558345857724828,0.1156348048624115,0.17548977917257252,0.19619691789081167,True,0.37537000433601864,10.020236114866432,0.03625139443194403,10.016072653766043,9.950668073009096,9.8592,0.06949999999999967
CG4,HMCG:112,1237648721759961363,Satellite,10.81194,0.038863702,34.29345,Quenched,Spiral,-11.37155,1.758534,123.7741,0.14300000667572,0.85699999332428,111.44214789641254,419.9583578978288,,False,True,0.005382592656735859,0.02970527928660051,-0.09349240622197504,-0.07251640661352583,-0.14274598525968069,True,0.09377000433601879,9.965084901041148,0.034300205984588494,10.016072653766043,9.88516212276403,9.7503,0.1482000000000001
CG4,HMCG:112,1237648721759961197,Satellite,10.52482,0.041545466,47.36262,Quenched,Elliptical,-12.130907,1.976578,227.3769,0.873000025749207,0.0729999989271164,111.44214789641254,419.9583578978288,,False,True,0.17548977917257252,0.03972679346325911,0.17161647695175766,0.12222341690406424,0.15374598130109055,True,0.27227000433601867,9.945847122932802,0.05015987980485992,10.01186889205296,10.050216139900925,9.9085,0.09609999999999985
CG4,HMCG:112,1237648721759961421,Satellite,10.23428,0.041709789,27.76774,Quenched,Spiral,-11.638568,1.851259,101.3794,0.409000009298325,0.591000020503998,111.44214789641254,419.9583578978288,,False,True,0.06895429106965624,0.056652863912993595,-0.01805859406732937,-0.062396561398671085,-0.055778624700305444,True,-0.27612999566398133,9.974393316391728,0.06448644940775594,10.10298291574095,9.998957311148207,9.9948,0.06269999999999953
CG4,HMCG:117,1237654602106732592,BGG,11.07583,0.036521896,41.19466,Quenched,Elliptical,-12.311173,1.864229,235.8311,0.898000001907349,0.0379999987781048,210.48904476017395,364.7625356723772,,False,True,0.12003830018504674,0.08505359325791834,0.14141026178025823,0.0383308008134032,0.011050416782760416,True,0.0714700043360188,10.009751653173806,0.0797040466270067,10.080132033262974,10.143802377052655,9.964,0.058099999999999596
CG4,HMCG:117,1237654602106732681,Satellite,10.26464,0.037451036,29.04249,Quenched,Elliptical,-11.709979,1.744949,85.07209,0.811999976634979,0.166999995708466,210.48904476017395,364.7625356723772,,False,True,0.04619148126786086,0.09732465316001493,-0.09349240622197504,-0.1983087080057814,-0.1269876415173383,True,-0.025529995663981175,9.794405571674003,0.09262462916328928,9.885258798149561,9.912561067241239,9.7436,0.05464999999999964
CG4,HMCG:117,1237654602106732699,Satellite,10.22885,0.035749413,24.76944,Quenched,Spiral,-11.887242,1.697036,92.66052,0.375,0.625,210.48904476017395,364.7625356723772,,False,True,0.0714113894018661,0.026536343135004498,0.12003830018504674,-0.07251640661352583,-0.021079757759797816,True,0.10337000433601884,9.928285318440324,0.05334913414711284,10.06916581541617,9.938333559074376,9.7657,0.14475000000000016
CG4,HMCG:117,1237654602106732720,Satellite,9.889784,0.038287138,12.35721,Starforming,Spiral,-10.1735369,1.198772,29.16103,0.29899999499321,0.643999993801117,210.48904476017395,364.7625356723772,,False,True,-0.15909778063256153,0.11742569910674658,-0.49367413410927985,-0.1508449289923749,-0.3006665564381726,False,,9.8279247757932,0.12652736807144294,10.040474168732542,9.366899019187583,,
CG4,HMCG:121,1237654604791545887,BGG,10.94604,0.026316276,38.10194,Quenched,Spiral,-12.464469,1.815354,166.7027,0.0,0.904999971389771,83.25006251810714,73.46766637566752,,False,True,0.09524713375865783,0.04676673396787067,0.09524713375865783,0.09756027280667182,0.11118620289364924,True,0.17907000433601872,9.692792386789916,0.06918014389574179,9.697173439008626,10.020192173249642,9.8678,0.08999999999999986
CG4,HMCG:121,1237654604791545959,Satellite,10.47624,0.026628218,54.21762,Starforming,NoGZ,-9.8340276,1.187082,128.4556,,,83.25006251810714,73.46766637566752,,False,True,-0.11553311404874676,0.1276356387395996,-0.8107436001579645,-0.18044323321980837,-0.6686395231550413,True,-0.8363299956639811,9.862033711729138,0.10129403988934804,10.129550689465193,9.139167267485147,9.3533,0.09519999999999929
