plate,mjd,fiberid,z_log_abs_p2p5,z_log_abs_p16,z_log_abs_median,z_log_abs_p84,z_log_abs_p97p5,z_log_abs_mode,dr4_index,age_logyr_rband_p2p5,age_logyr_rband_p16,age_logyr_rband_median,age_logyr_rband_p84,age_logyr_rband_p97p5,age_logyr_rband_mode
963,52643,396,-1.8492,-1.7218,-1.5778,-1.4338,-1.3286,-1.5074,273007,9.2592,9.348,9.4739,9.6267,9.7061,9.4824
963,52643,398,-1.7903,-1.6816,-1.5971,-1.4879,-1.3696,-1.6013,273009,9.5322,9.6767,9.8155,9.9325,9.9761,9.9628
966,52642,38,-1.6372,-1.6129,-1.5364,-1.4964,-1.4116,-1.5324,274209,9.6368,9.7617,9.8481,9.9665,10.0039,9.8662
966,52642,40,-2.4165,-2.3219,-2.1776,-2.0011,-1.8346,-2.1772,274211,9.7663,9.8863,9.9865,10.0411,10.0731,10.0423
966,52642,66,-1.5748,-1.4895,-1.4029,-1.3295,-1.3071,-1.3571,274234,9.6178,9.75,9.8569,9.9352,9.9992,9.7861
966,52642,71,-1.6811,-1.5798,-1.5343,-1.4737,-1.3392,-1.5324,274238,9.5924,9.7444,9.8557,9.9371,9.9809,9.9468
966,52642,120,-1.5059,-1.4752,-1.452,-1.4043,-1.3993,-1.401,274277,9.9221,9.9346,9.9777,10.038,10.0696,9.9466
967,52636,194,-1.6127,-1.5872,-1.5714,-1.5189,-1.5089,-1.57,274843,9.8834,9.9034,10.0114,10.025,10.0555,10.0268
967,52636,229,-1.926,-1.8103,-1.6828,-1.5303,-1.3653,-1.8266,274871,9.2598,9.4695,9.6138,9.7756,9.8502,9.8184
967,52636,267,-1.9759,-1.9,-1.7994,-1.697,-1.5736,-1.7953,274904,9.7154,9.8445,9.9326,9.9976,10.0445,9.9621
967,52636,270,-2.0485,-1.9797,-1.9038,-1.8075,-1.6764,-1.9268,274907,9.832,9.9245,9.9991,10.049,10.0802,10.0104
967,52636,292,-1.9884,-1.8176,-1.6303,-1.4838,-1.3405,-1.5199,274925,9.3066,9.4771,9.6153,9.7764,9.8725,9.5781
967,52636,308,-1.606,-1.5844,-1.5328,-1.5085,-1.4952,-1.5074,274940,9.8243,9.8544,9.9306,10.0109,10.0313,9.8667
967,52636,312,-1.6374,-1.5994,-1.5903,-1.5535,-1.5027,-1.5888,274944,9.8062,9.9452,10.0081,10.0369,10.0422,10.0429
971,52644,463,-2.8571,-2.6113,-2.3653,-2.0508,-1.6427,-2.3337,277026,9.2924,9.4255,9.5763,9.717,9.8367,9.5301
971,52644,483,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,277042,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
971,52644,487,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,277045,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
971,52644,565,-1.8173,-1.7051,-1.5558,-1.4265,-1.3301,-1.4949,277100,9.3365,9.4179,9.5171,9.6893,9.7987,9.4502
974,52427,37,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,278158,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
974,52427,154,-1.9431,-1.8433,-1.7504,-1.6583,-1.3725,-1.7453,278253,9.4196,9.6292,9.7505,9.8392,9.9181,9.7543
974,52427,176,-1.6643,-1.5914,-1.5446,-1.4945,-1.4578,-1.5575,278271,9.7245,9.8222,9.9035,9.9705,10.025,9.8823
974,52427,517,-1.696,-1.6552,-1.634,-1.5871,-1.568,-1.6326,278537,9.8455,9.8959,9.984,10.0038,10.0388,9.9948
975,52411,461,-2.4429,-2.3393,-2.2035,-2.0802,-1.9632,-2.1772,278959,9.7361,9.8242,9.9181,9.9937,10.0516,9.9621
975,52411,475,-1.8934,-1.8216,-1.7053,-1.6024,-1.3692,-1.7265,278968,9.4938,9.6728,9.7989,9.9313,9.978,9.7867
976,52413,217,-1.6307,-1.5574,-1.4791,-1.3668,-1.3142,-1.5449,279215,9.4682,9.5217,9.6841,9.8071,9.935,9.7225
976,52413,260,-2.4443,-2.26,-2.0348,-1.7754,-1.4957,-1.9831,279247,9.1949,9.3157,9.455,9.6016,9.6966,9.3865
978,52441,121,-2.3465,-2.1689,-1.9748,-1.8185,-1.6158,-1.9393,279884,9.438,9.586,9.74,9.8576,9.9603,9.7549
978,52441,124,-1.9619,-1.8596,-1.7548,-1.6609,-1.5391,-1.7828,279887,9.6365,9.7948,9.8901,9.9722,10.0343,9.9309
978,52441,127,-1.8476,-1.7379,-1.6403,-1.5676,-1.4374,-1.5637,279890,9.6121,9.7644,9.8793,9.9727,10.0212,9.8665
978,52441,130,-3.0234,-2.8478,-2.5839,-2.3258,-1.9213,-2.5278,279893,9.518,9.6871,9.8424,9.9755,10.0479,9.8344
978,52441,220,-2.691,-2.3227,-1.9869,-1.6617,-1.4107,-1.9831,279957,9.1992,9.3552,9.5223,9.6836,9.818,9.5305
999,52636,523,-1.6315,-1.5303,-1.4119,-1.332,-1.3106,-1.426,288946,9.3679,9.4425,9.5618,9.7112,9.7705,9.5942
999,52636,529,-2.3045,-2.1371,-1.9721,-1.8077,-1.6563,-2.0082,288951,9.5416,9.713,9.8338,9.9473,10.0159,9.8024
999,52636,533,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,288955,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1001,52670,567,-2.4227,-2.2838,-2.1238,-1.9405,-1.746,-2.0207,289831,9.1654,9.2576,9.4173,9.5329,9.5841,9.5466
1002,52646,145,-2.2839,-1.9823,-1.6138,-1.433,-1.3198,-1.4823,290000,8.8555,8.9463,9.0568,9.1513,9.2845,9.0826
1002,52646,174,-2.3897,-2.2485,-2.053,-1.9103,-1.7524,-2.0082,290024,9.597,9.7419,9.861,9.9658,10.0339,9.8821
1002,52646,178,-2.3615,-2.2437,-2.0912,-1.9584,-1.8237,-2.0082,290028,9.6878,9.8012,9.9051,9.9924,10.0462,9.9622
1003,52641,315,-1.6217,-1.5573,-1.4907,-1.4165,-1.3555,-1.4886,290637,9.6215,9.7529,9.8511,9.9638,10.0051,9.8345
1003,52641,317,-1.7329,-1.6532,-1.5533,-1.4722,-1.3809,-1.5512,290639,9.7347,9.8333,9.9261,10.0104,10.0549,9.9621
1012,52649,450,-2.4848,-2.2356,-1.951,-1.6718,-1.4328,-1.908,294864,9.3963,9.5677,9.7247,9.8551,9.9673,9.7064
1012,52649,522,-1.9423,-1.7787,-1.5661,-1.3834,-1.3156,-1.451,294926,9.2409,9.3552,9.4805,9.6502,9.7467,9.483
1012,52649,539,-3.0192,-2.8844,-2.676,-2.488,-2.1927,-2.6029,294942,9.0914,9.1784,9.3139,9.4402,9.555,9.3066
1013,52707,421,-2.5544,-2.1818,-1.8087,-1.4769,-1.3325,-1.6576,295376,8.9127,9.0512,9.1997,9.3716,9.52,9.227
1013,52707,434,-1.5209,-1.4713,-1.4038,-1.3633,-1.3282,-1.3697,295387,9.6779,9.7124,9.8046,9.9173,9.9861,9.7222
1014,52707,488,-1.538,-1.5259,-1.4722,-1.3273,-1.3082,-1.4698,295905,9.5836,9.6032,9.8879,9.9771,9.9929,9.8984
1014,52707,508,-1.7429,-1.6779,-1.5756,-1.4883,-1.364,-1.57,295921,9.4896,9.6107,9.7599,9.9314,9.9741,9.7225
1014,52707,555,-2.4837,-2.3541,-2.1948,-2.0058,-1.762,-2.1459,295961,9.1887,9.2603,9.3902,9.4951,9.5608,9.4827
1014,52707,582,-1.6426,-1.5987,-1.4677,-1.3844,-1.3185,-1.4135,295983,9.4749,9.5626,9.6669,9.8094,9.9045,9.5787
1015,52734,383,-2.6142,-2.413,-2.1827,-1.9696,-1.7115,-2.1459,296338,9.3313,9.4811,9.6241,9.7657,9.8607,9.6102
1015,52734,484,-2.1264,-1.9933,-1.8828,-1.7765,-1.6559,-1.908,296426,9.5916,9.7229,9.8171,9.9255,9.977,9.8028
1019,52707,443,-1.7745,-1.6607,-1.5656,-1.4524,-1.3421,-1.6013,298389,9.5336,9.6653,9.801,9.9211,9.9738,9.8027
1019,52707,454,-2.5081,-2.3361,-2.0928,-1.8801,-1.6324,-2.027,298398,9.4591,9.6328,9.7831,9.9142,10.0022,9.7065
1019,52707,456,-1.6792,-1.6418,-1.6166,-1.5775,-1.5529,-1.6138,298400,9.8758,9.9309,9.982,10.0223,10.0623,9.9945
1019,52707,525,-1.8033,-1.7482,-1.7022,-1.6334,-1.3643,-1.6764,298451,9.4852,9.6663,9.8161,9.8696,9.9137,9.8669
1019,52707,526,-2.2943,-2.0236,-1.6999,-1.4295,-1.3292,-1.6701,298452,9.0929,9.2087,9.3428,9.487,9.5887,9.3385
1019,52707,531,-1.5375,-1.418,-1.37,-1.3277,-1.3041,-1.3571,298457,9.6012,9.637,9.7389,9.8308,9.9395,9.7868
1019,52707,537,-1.8159,-1.7353,-1.6556,-1.5896,-1.4915,-1.6201,298460,9.5748,9.7797,9.8974,9.9766,10.0262,9.9141
1019,52707,539,-1.9376,-1.8327,-1.7486,-1.7029,-1.6523,-1.7265,298462,9.667,9.7456,9.8341,9.8744,9.9152,9.8663
1038,52673,632,-2.8644,-2.5807,-2.2194,-1.7789,-1.4378,-2.3274,309184,9.3198,9.5025,9.6707,9.8388,9.9705,9.7065
1038,52673,638,-1.7358,-1.6761,-1.6376,-1.5837,-1.5476,-1.6388,309189,9.8844,9.9322,9.9953,10.0454,10.0681,10.0422
1039,52707,46,-1.5886,-1.5511,-1.4991,-1.4245,-1.3098,-1.5011,309228,9.5871,9.7187,9.9155,9.9783,10.0058,9.9628
1039,52707,47,-1.8008,-1.7037,-1.6307,-1.589,-1.4902,-1.6075,309229,9.717,9.8088,9.8777,9.9386,10.0135,9.8822
1039,52707,49,-1.8568,-1.7508,-1.641,-1.5437,-1.3188,-1.6701,309231,9.4258,9.579,9.7317,9.8571,9.9418,9.7701
1039,52707,98,-1.7058,-1.6137,-1.5479,-1.4371,-1.3367,-1.6075,309268,9.5095,9.638,9.7863,9.9197,9.9714,9.7867
1039,52707,341,-1.6881,-1.6388,-1.5812,-1.5298,-1.3453,-1.57,309457,9.6847,9.8747,9.9606,10.0131,10.0547,10.011
1039,52707,348,-1.6874,-1.6555,-1.6224,-1.5733,-1.5516,-1.6201,309463,9.8106,9.8756,9.954,9.9775,10.0262,9.8822
1039,52707,387,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,309491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1039,52707,519,-1.7479,-1.6696,-1.6186,-1.5701,-1.3225,-1.57,309595,9.5802,9.778,9.8752,9.9812,10.0147,9.8186
1039,52707,523,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,309599,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1039,52707,531,-2.145,-1.9843,-1.804,-1.6041,-1.4027,-1.7953,309607,9.2976,9.5105,9.6772,9.8106,9.9133,9.7227
1039,52707,534,-1.7209,-1.64,-1.586,-1.5613,-1.522,-1.57,309610,9.8485,9.9002,9.9556,10.0102,10.0521,9.9783
1039,52707,567,-1.697,-1.6236,-1.5418,-1.4517,-1.3351,-1.5637,309635,9.6186,9.7664,9.8603,9.9374,10.0022,9.9308
1040,52722,44,-2.3191,-2.1165,-1.9212,-1.7123,-1.4618,-1.7953,309726,9.3943,9.5787,9.7461,9.8806,9.981,9.8024
1040,52722,79,-1.5785,-1.5585,-1.5463,-1.5176,-1.5138,-1.5449,309752,9.9316,9.9534,9.985,10.0138,10.0449,9.9941
1040,52722,86,-2.2956,-2.0884,-1.8948,-1.6882,-1.442,-1.9706,309758,9.3571,9.5682,9.7348,9.8626,9.9572,9.802
1040,52722,307,-2.6912,-2.5583,-2.4106,-2.2543,-2.0387,-2.4213,309941,9.3866,9.5139,9.6204,9.7473,9.827,9.5304
1040,52722,308,-1.6528,-1.6396,-1.6091,-1.5844,-1.5773,-1.6075,309942,9.9797,9.9925,10.0475,10.0569,10.0865,10.0581
1040,52722,555,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,310133,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1041,52724,54,-3.1543,-2.9101,-2.498,-1.9242,-1.6109,-2.8846,310236,8.404,9.1255,9.5388,9.6923,9.7061,9.7062
1041,52724,101,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,310273,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1041,52724,154,-2.5646,-2.337,-2.0634,-1.7505,-1.4199,-1.9769,310313,9.101,9.2106,9.3319,9.4697,9.5893,9.3382
1041,52724,295,-2.6715,-2.3288,-1.8735,-1.5456,-1.3525,-1.8642,310418,9.2039,9.3748,9.5347,9.6814,9.8352,9.5941
1041,52724,309,-1.5502,-1.4978,-1.4709,-1.418,-1.4059,-1.4448,310429,9.7935,9.8475,9.928,9.9759,10.0284,9.9305
1041,52724,342,-1.9079,-1.7824,-1.6581,-1.4951,-1.3785,-1.5324,310455,9.1062,9.2441,9.4536,9.6183,9.7472,9.4503
1041,52724,356,-2.5812,-2.3831,-2.1448,-1.8639,-1.5336,-2.2148,310467,9.3463,9.5095,9.6604,9.7951,9.8904,9.7065
1042,52725,317,-1.5305,-1.4348,-1.3671,-1.3294,-1.3082,-1.3509,310920,9.474,9.5208,9.6139,9.7444,9.8181,9.53
1048,52736,595,-1.7453,-1.7035,-1.6483,-1.6069,-1.5584,-1.6451,313792,9.7973,9.8762,9.9414,9.9994,10.0396,9.9464
1048,52736,627,-1.7733,-1.6768,-1.5759,-1.485,-1.3698,-1.5512,313815,9.4968,9.6249,9.7624,9.9012,9.9699,9.7864
1048,52736,632,-3.0783,-2.8569,-2.6088,-2.2601,-1.7895,-2.6029,313819,8.9814,9.128,9.2984,9.453,9.5919,9.2743
1049,52751,49,-1.5609,-1.4941,-1.4573,-1.395,-1.3335,-1.4698,313861,9.613,9.7081,9.8438,9.948,9.9744,9.962
1049,52751,89,-1.5115,-1.4386,-1.3789,-1.3397,-1.326,-1.3822,313891,9.6708,9.7206,9.8601,9.9105,9.9576,9.8984
1049,52751,361,-2.9788,-2.6121,-2.1165,-1.618,-1.373,-2.1396,314091,8.8227,8.9779,9.1542,9.3591,9.546,9.1464
1049,52751,568,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,314253,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1050,52721,349,-2.9798,-2.6878,-2.3763,-1.9552,-1.4801,-2.3525,314531,9.2243,9.3779,9.5462,9.7025,9.8387,9.5309
1050,52721,354,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,314534,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1050,52721,625,-2.2197,-1.919,-1.6229,-1.4131,-1.3167,-1.4323,314707,9.1694,9.2968,9.4416,9.5908,9.6974,9.3867
1051,52468,402,-1.7497,-1.6637,-1.5926,-1.5243,-1.4575,-1.5199,315018,9.6818,9.8149,9.913,9.9874,10.0379,9.9307
1051,52468,442,-3.0403,-2.7056,-2.2503,-1.817,-1.4423,-2.1396,315051,9.1121,9.3058,9.5063,9.7053,9.8823,9.4506
1051,52468,445,-2.051,-1.9311,-1.7817,-1.6563,-1.3428,-1.7766,315053,9.2748,9.4679,9.6057,9.7017,9.8109,9.5781
1051,52468,460,-1.6869,-1.5753,-1.4589,-1.3742,-1.3148,-1.4385,315062,9.3568,9.4621,9.56,9.7177,9.8411,9.4828
1052,52466,233,-2.3132,-2.1962,-2.0206,-1.9482,-1.8583,-2.0144,315326,9.7146,9.8037,9.8888,9.9675,10.0031,9.9783
1052,52466,274,-1.6647,-1.5826,-1.4892,-1.4162,-1.3463,-1.4698,315359,9.5723,9.6643,9.8015,9.9371,9.9953,9.8025
1052,52466,280,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,315364,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1052,52466,312,-1.6063,-1.5125,-1.4134,-1.3474,-1.3081,-1.4072,315383,9.5022,9.5802,9.7171,9.827,9.9062,9.7381
1052,52466,414,-1.5964,-1.5212,-1.4372,-1.3681,-1.3137,-1.5199,315468,9.6654,9.7273,9.8246,9.9264,9.9901,9.7869
1052,52466,417,-1.651,-1.6411,-1.606,-1.5492,-1.5145,-1.6013,315471,9.8139,9.9224,10.0051,10.0375,10.0726,10.0103
1052,52466,445,-1.8473,-1.7536,-1.6604,-1.5711,-1.4905,-1.714,315491,9.7179,9.8321,9.9169,10.0027,10.0523,9.93
1052,52466,450,-1.6551,-1.5865,-1.4809,-1.3867,-1.3296,-1.5199,315495,9.4083,9.5302,9.6424,9.8238,9.9015,9.594
1052,52466,501,-2.1345,-2.0158,-1.8887,-1.7644,-1.6086,-1.8642,315532,9.2453,9.403,9.5268,9.6806,9.7853,9.4344
1052,52466,505,-1.7259,-1.6344,-1.5429,-1.4789,-1.3725,-1.5324,315535,9.7103,9.7903,9.8763,9.9632,10.0027,9.8829
1052,52466,513,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,315543,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1052,52466,556,-3.0114,-2.8603,-2.664,-2.4544,-2.3146,-2.6467,315567,9.2447,9.3482,9.4755,9.5722,9.6496,9.4824
1052,52466,560,-1.8096,-1.7094,-1.5865,-1.4369,-1.3515,-1.57,315569,9.3462,9.4224,9.5867,9.743,9.7927,9.7549
1053,52468,34,-1.5425,-1.4821,-1.4644,-1.4452,-1.4079,-1.4448,315644,9.7817,9.8874,9.9463,9.977,10.0491,9.9787
1053,52468,542,-2.4089,-2.2201,-1.9933,-1.7119,-1.4413,-2.1584,315983,9.226,9.3547,9.4991,9.6343,9.7261,9.5306
1053,52468,583,-1.5363,-1.4883,-1.4638,-1.4147,-1.3083,-1.4636,316009,9.6456,9.7425,9.8909,9.9414,9.9968,9.9144
1053,52468,584,-1.7379,-1.6731,-1.6131,-1.4876,-1.3436,-1.5825,316010,9.4722,9.5653,9.8142,9.9364,9.9607,9.8826
1053,52468,589,-1.7174,-1.6699,-1.6375,-1.6056,-1.49,-1.6326,316013,9.8011,9.8747,9.9401,9.9894,10.035,9.9469
1053,52468,597,-1.9258,-1.804,-1.6778,-1.5481,-1.3711,-1.7077,316016,9.3941,9.5743,9.6984,9.8449,9.9111,9.6907
1054,52516,441,-2.3302,-2.1695,-1.9946,-1.7785,-1.4944,-2.0019,316331,9.2549,9.4218,9.5803,9.7305,9.8359,9.61
1054,52516,449,-3.0567,-2.8723,-2.6478,-2.0476,-1.662,-2.6843,316338,8.6503,8.747,8.907,9.3481,9.5604,8.89
1055,52761,607,-1.6488,-1.6054,-1.5736,-1.5536,-1.3174,-1.57,316881,9.5694,9.8467,9.9187,9.9583,10.0134,9.9302
1055,52761,615,-1.9082,-1.7971,-1.6852,-1.5617,-1.3939,-1.6138,316883,9.4321,9.6192,9.796,9.9121,9.9694,9.7867
1055,52761,616,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,316884,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1055,52761,618,-2.0329,-1.9113,-1.7696,-1.5863,-1.3873,-1.7953,316886,9.2478,9.4027,9.5847,9.7112,9.789,9.7066
1057,52522,391,-1.5158,-1.497,-1.4616,-1.4005,-1.3113,-1.4636,317633,9.6527,9.8092,9.9173,9.9783,10.0241,9.9309
1057,52522,394,-1.6398,-1.5547,-1.4899,-1.412,-1.3417,-1.5199,317636,9.7224,9.8177,9.9142,9.9812,10.0241,9.9462
1057,52522,400,-1.9175,-1.8465,-1.7389,-1.6304,-1.5445,-1.6201,317640,9.7146,9.8429,9.9543,10.0117,10.0606,10.0106
1057,52522,429,-1.4835,-1.4221,-1.3785,-1.3478,-1.3143,-1.3446,317662,9.6383,9.7334,9.8471,9.9554,9.9759,9.9788
1057,52522,478,-1.5693,-1.5256,-1.4243,-1.3625,-1.3154,-1.3947,317700,9.6776,9.7258,9.8164,9.9209,9.9873,9.8821
1159,52669,11,-2.6136,-2.4838,-2.3599,-2.234,-2.0446,-2.3587,328847,9.7884,9.8926,9.9764,10.0387,10.076,10.042
1159,52669,20,-3.02,-2.5346,-1.8979,-1.4594,-1.3296,-1.4323,328853,9.0306,9.2115,9.3984,9.5843,9.7528,9.4026
1159,52669,54,-1.7517,-1.6895,-1.6417,-1.6144,-1.5703,-1.6201,328880,9.8215,9.9103,9.9659,10.0096,10.0457,9.9787
1159,52669,55,-2.2452,-2.0752,-1.9535,-1.805,-1.6667,-2.0019,328881,9.5974,9.74,9.834,9.9417,10.0201,9.8347
1159,52669,571,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,329280,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1159,52669,576,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,329285,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1159,52669,602,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,329309,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1159,52669,613,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,329319,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1161,52703,117,-1.6211,-1.5542,-1.4968,-1.4234,-1.3281,-1.4949,329945,9.6271,9.7461,9.8309,9.909,9.9906,9.8345
1161,52703,120,-2.419,-2.0783,-1.7,-1.437,-1.3326,-1.4698,329948,9.292,9.4199,9.5671,9.7199,9.8274,9.5301
1161,52703,151,-1.6417,-1.5558,-1.461,-1.3763,-1.3216,-1.4698,329973,9.587,9.7115,9.825,9.947,9.9954,9.8023
1162,52668,372,-1.8007,-1.6874,-1.5947,-1.4722,-1.3304,-1.5637,330668,9.4761,9.6132,9.7626,9.8985,9.9705,9.7869
1162,52668,387,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,330682,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1162,52668,430,-2.5541,-2.2862,-1.9662,-1.5666,-1.357,-1.6576,330719,8.9799,9.0863,9.2026,9.3463,9.4647,9.146
1163,52669,475,-1.8349,-1.7563,-1.6968,-1.6324,-1.5892,-1.714,331275,9.7903,9.8917,9.9621,10.0149,10.0624,9.9786
1163,52669,490,-2.6828,-2.4247,-2.1262,-1.7436,-1.4201,-2.39,331286,9.1349,9.2682,9.4153,9.5743,9.7084,9.4182
1163,52669,495,-1.6323,-1.5914,-1.5444,-1.4953,-1.461,-1.5324,331291,9.7492,9.8411,9.9403,10.0201,10.0409,9.9463
1163,52669,498,-1.9781,-1.8748,-1.7796,-1.6937,-1.6094,-1.7202,331292,9.5688,9.7532,9.835,9.9014,9.953,9.8828
1166,52751,83,-1.684,-1.618,-1.5249,-1.4453,-1.3773,-1.4761,332371,9.5631,9.6961,9.8103,9.912,9.9853,9.9145
1166,52751,98,-2.6296,-2.2947,-2.0077,-1.699,-1.4124,-1.9957,332382,9.2485,9.4273,9.5993,9.7675,9.8961,9.6102
1168,52731,387,-2.0071,-1.8258,-1.6404,-1.471,-1.332,-1.6827,333490,9.3486,9.4636,9.6083,9.7472,9.8426,9.6267
1168,52731,422,-2.6233,-2.4507,-2.2517,-2.0505,-1.8268,-2.2335,333519,9.5191,9.685,9.8311,9.9513,10.0335,9.8827
1168,52731,424,-2.5406,-2.341,-2.1143,-1.8659,-1.5672,-2.1396,333521,9.2445,9.3731,9.5137,9.6608,9.7647,9.4662
1168,52731,432,-1.4656,-1.4062,-1.3651,-1.3307,-1.3097,-1.3509,333528,9.7416,9.8056,9.8869,9.9582,10.008,9.9149
1168,52731,440,-1.813,-1.7031,-1.5647,-1.4528,-1.3505,-1.5449,333532,9.4864,9.6295,9.7629,9.8766,9.9675,9.867
1169,52753,14,-1.722,-1.6508,-1.5528,-1.446,-1.3557,-1.6013,333693,9.7739,9.8693,9.961,10.0308,10.0652,10.0423
1169,52753,17,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,333696,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1169,52753,18,-1.7638,-1.6787,-1.5635,-1.462,-1.3579,-1.4886,333697,9.6216,9.7632,9.8736,9.973,10.0216,9.9789
1169,52753,164,-2.811,-2.5124,-2.1319,-1.6921,-1.3893,-1.9769,333801,9.1085,9.2412,9.3945,9.5556,9.6879,9.3386
1169,52753,169,-2.4231,-2.226,-2.0169,-1.7761,-1.5082,-2.0144,333805,9.281,9.4444,9.5897,9.7376,9.8323,9.5307
1169,52753,172,-1.7264,-1.6545,-1.5653,-1.4559,-1.3385,-1.5637,333808,9.5492,9.7318,9.8498,9.9304,9.9828,9.9461
1169,52753,185,-2.1643,-1.9523,-1.7133,-1.4582,-1.3328,-1.7703,333816,9.1238,9.2465,9.3953,9.5272,9.5952,9.4664
1169,52753,192,-2.8778,-2.5794,-2.2407,-1.7792,-1.4161,-2.3087,333821,9.2247,9.3835,9.559,9.7189,9.8528,9.6426
1169,52753,195,-1.5273,-1.4659,-1.3972,-1.3418,-1.3285,-1.3384,333824,9.5926,9.7073,9.8217,9.9425,10.0132,9.7226
1169,52753,364,-1.9159,-1.8123,-1.6496,-1.5379,-1.4329,-1.5637,333947,9.5948,9.749,9.8834,9.978,10.0432,9.9629
1169,52753,405,-1.8919,-1.7876,-1.6577,-1.5622,-1.4373,-1.5637,333978,9.5799,9.7438,9.8692,9.964,10.0204,9.9623
1169,52753,408,-1.8988,-1.7815,-1.6626,-1.5431,-1.4385,-1.6576,333980,9.5578,9.733,9.8713,9.9684,10.0253,9.9141
1169,52753,414,-1.5228,-1.4998,-1.4964,-1.4665,-1.4466,-1.4949,333985,9.902,9.95,10.0145,10.0234,10.0354,10.0268
1169,52753,545,-2.7077,-2.4407,-2.1137,-1.7034,-1.4087,-1.9644,334084,9.3213,9.4804,9.6514,9.7952,9.9015,9.7068
1169,52753,546,-1.7177,-1.6044,-1.5366,-1.4466,-1.3518,-1.5637,334085,9.6101,9.7991,9.9083,9.9764,10.0207,9.9781
1169,52753,548,-2.8883,-2.5126,-2.0369,-1.565,-1.3533,-1.8517,334087,8.8924,9.0682,9.2549,9.4558,9.6306,9.3066
1169,52753,550,-1.8915,-1.7944,-1.6764,-1.5687,-1.4559,-1.7014,334088,9.5935,9.7702,9.8834,9.9676,10.0132,9.9626
1169,52753,551,-1.9114,-1.8395,-1.7635,-1.6554,-1.4897,-1.7578,334089,9.5188,9.6857,9.8398,9.9393,9.9864,9.8989
1169,52753,553,-2.2263,-2.0365,-1.8505,-1.6517,-1.4323,-1.7953,334091,9.412,9.5713,9.7275,9.869,9.9602,9.6903
1169,52753,629,-1.745,-1.6665,-1.5558,-1.4319,-1.3121,-1.5637,334148,9.4422,9.5859,9.7666,9.8776,9.9421,9.8181
1169,52753,632,-2.1685,-1.9219,-1.6279,-1.4003,-1.3234,-1.6701,334150,9.0592,9.165,9.2983,9.4456,9.5481,9.2422
1169,52753,635,-3.0401,-2.7657,-2.3928,-1.9342,-1.5001,-2.5528,334153,9.0835,9.2218,9.3877,9.5566,9.7103,9.3387
1170,52756,109,-1.6637,-1.6308,-1.579,-1.4371,-1.4079,-1.5762,334234,9.611,9.6368,9.8953,9.9763,10.0031,9.9148
1170,52756,111,-2.1789,-2.0263,-1.8669,-1.6842,-1.4417,-1.8454,334236,9.4017,9.5814,9.7353,9.8728,9.9654,9.6903
1170,52756,112,-2.1205,-1.9797,-1.8482,-1.7166,-1.5702,-1.7202,334237,9.5818,9.7666,9.881,9.9705,10.0418,9.9149
1170,52756,189,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,334297,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1170,52756,192,-1.9282,-1.7926,-1.6579,-1.4949,-1.3423,-1.6514,334299,9.3433,9.5426,9.6925,9.827,9.9224,9.6742
1170,52756,352,-1.8962,-1.7435,-1.5799,-1.4342,-1.3226,-1.6514,334417,9.2536,9.4778,9.6031,9.7491,9.8656,9.611
