plate,mjd,fiberid,z_log_abs_p2p5,z_log_abs_p16,z_log_abs_median,z_log_abs_p84,z_log_abs_p97p5,z_log_abs_mode,dr4_index,age_logyr_rband_p2p5,age_logyr_rband_p16,age_logyr_rband_median,age_logyr_rband_p84,age_logyr_rband_p97p5,age_logyr_rband_mode
448,51900,45,-2.5898,-2.3353,-1.9878,-1.6162,-1.3661,-1.8517,75799,9.1154,9.2477,9.3993,9.5532,9.6828,9.3541
448,51900,49,-1.8638,-1.7678,-1.6897,-1.6174,-1.5524,-1.7014,75802,9.7089,9.8024,9.907,9.9761,10.0173,9.962
448,51900,60,-1.5571,-1.5231,-1.488,-1.4732,-1.4173,-1.4886,75809,9.79,9.8603,9.9193,9.995,10.0099,9.9302
448,51900,230,-1.6977,-1.6512,-1.6127,-1.5768,-1.529,-1.6075,75949,9.7942,9.8837,9.9418,9.986,10.0308,9.9626
448,51900,243,-1.91,-1.812,-1.7183,-1.6202,-1.5184,-1.7202,75960,9.5602,9.716,9.8372,9.9348,9.992,9.9142
448,51900,254,-1.5608,-1.5251,-1.4916,-1.4842,-1.4411,-1.4823,75970,9.825,9.8986,9.9245,10.0016,10.033,9.9308
448,51900,287,-1.7664,-1.6608,-1.5263,-1.3999,-1.3281,-1.4949,75997,9.2364,9.3887,9.4859,9.6783,9.7931,9.4502
448,51900,333,-2.2938,-2.0526,-1.7713,-1.4987,-1.3425,-1.8517,76031,9.1858,9.3018,9.4392,9.5929,9.689,9.3065
448,51900,367,-1.83,-1.7528,-1.6814,-1.6128,-1.3241,-1.7014,76057,9.4607,9.7141,9.853,9.9449,10.0024,9.9302
448,51900,378,-1.8478,-1.7585,-1.6686,-1.5772,-1.4319,-1.5637,76065,9.571,9.7727,9.863,9.9407,10.0041,9.8666
449,51900,46,-2.112,-1.98,-1.862,-1.7259,-1.5712,-1.9393,76307,9.6185,9.7974,9.9009,9.9794,10.0497,9.9149
449,51900,84,-2.2812,-2.0319,-1.727,-1.4684,-1.3319,-1.6576,76338,8.9693,9.0705,9.1958,9.3562,9.4771,9.1788
449,51900,102,-1.7444,-1.6539,-1.5849,-1.5558,-1.5219,-1.57,76352,9.8082,9.8883,9.9489,9.9969,10.0489,9.9626
449,51900,274,-1.6409,-1.5732,-1.4954,-1.4288,-1.3497,-1.4573,76491,9.7082,9.7913,9.8753,9.9499,10.0263,9.947
449,51900,279,-1.6925,-1.6136,-1.5576,-1.5093,-1.4774,-1.5575,76495,9.7669,9.8383,9.9148,9.9786,10.0316,9.8823
449,51900,305,-1.7425,-1.6723,-1.5791,-1.5075,-1.4506,-1.5575,76513,9.7652,9.8459,9.9415,10.0102,10.0542,9.9785
449,51900,343,-2.4343,-2.146,-1.805,-1.4969,-1.3462,-1.8517,76544,9.1045,9.2204,9.3787,9.5379,9.6616,9.3863
449,51900,457,-2.7499,-2.5034,-2.2497,-1.8989,-1.5388,-2.3337,76633,9.2595,9.4095,9.5618,9.7086,9.832,9.5305
467,51901,630,-2.1377,-2.1209,-1.9299,-1.438,-1.3771,-1.9268,84160,9.1495,9.2887,9.4717,9.5185,9.5917,9.4824
467,51901,640,-1.7418,-1.6422,-1.5416,-1.4893,-1.4249,-1.5262,84168,9.6364,9.7383,9.8514,9.9353,10.001,9.8824
468,51912,115,-1.6784,-1.6188,-1.5643,-1.4349,-1.3391,-1.5637,84225,9.5069,9.6432,9.7724,9.8583,9.9442,9.8029
468,51912,179,-1.6288,-1.6004,-1.5764,-1.4956,-1.3779,-1.5762,84275,9.5678,9.7582,9.9128,9.9734,10.0062,9.9786
468,51912,191,-1.7434,-1.6058,-1.4855,-1.3499,-1.3108,-1.3446,84282,9.2473,9.3748,9.4961,9.6945,9.7421,9.3866
468,51912,192,-1.7338,-1.6738,-1.6211,-1.56,-1.407,-1.6451,84283,9.5846,9.7465,9.8846,9.9657,10.0022,9.9623
468,51912,196,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,84287,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
468,51912,200,-3.249,-3.0419,-2.7518,-2.3863,-1.8624,-2.9409,84289,8.8665,9.0585,9.2744,9.4562,9.6131,9.4021
468,51912,386,-1.7515,-1.6869,-1.5606,-1.4384,-1.3216,-1.6013,84405,9.1508,9.3209,9.4983,9.6481,9.7917,9.5149
468,51912,388,-1.7191,-1.6076,-1.3993,-1.395,-1.3393,-1.3947,84406,9.4206,9.451,9.4623,9.6593,9.9066,9.4667
469,51913,229,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,84686,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
469,51913,230,-2.7416,-2.6093,-2.4995,-2.3815,-2.2678,-2.4151,84687,9.7158,9.8234,9.9231,9.9913,10.0381,9.9463
469,51913,235,-2.9365,-2.705,-2.4586,-2.1698,-1.7363,-2.6029,84692,9.2103,9.3364,9.4796,9.6178,9.7323,9.483
469,51913,236,-1.8938,-1.7846,-1.6565,-1.4751,-1.3289,-1.7327,84693,9.1048,9.2815,9.4383,9.6051,9.7002,9.4502
473,51929,82,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,86134,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
473,51929,86,-1.4947,-1.4932,-1.4895,-1.4769,-1.4084,-1.4886,86138,9.7422,9.9329,9.9808,9.9899,9.9941,9.9947
473,51929,90,-1.5438,-1.5189,-1.4684,-1.4646,-1.4594,-1.4636,86142,9.6813,9.8521,9.8605,9.8741,9.9097,9.8661
473,51929,146,-1.8358,-1.7748,-1.7152,-1.6114,-1.4909,-1.7202,86181,9.5752,9.7889,9.9029,9.9677,10.0195,9.9141
483,51924,338,-1.5354,-1.4752,-1.4699,-1.4245,-1.3309,-1.4698,89213,9.605,9.7839,9.9089,9.9574,9.9793,9.9626
488,51914,165,-1.6521,-1.5801,-1.4752,-1.3925,-1.3415,-1.451,91266,9.5196,9.6267,9.7252,9.8322,9.9351,9.7069
488,51914,172,-1.992,-1.8264,-1.6577,-1.4809,-1.3558,-1.6514,91273,9.2444,9.4385,9.5786,9.7406,9.8462,9.515
488,51914,174,-1.5394,-1.4975,-1.4627,-1.4247,-1.4201,-1.4573,91275,9.7706,9.7882,9.8946,9.9839,10.0038,9.8985
488,51914,177,-3.1075,-2.9638,-2.794,-2.5875,-2.3496,-2.8345,91278,9.2818,9.4157,9.5182,9.6317,9.7211,9.514
488,51914,180,-2.2767,-2.1494,-2.0007,-1.8267,-1.6274,-1.9456,91280,9.1262,9.2505,9.3489,9.5014,9.5833,9.2749
490,51929,421,-1.7765,-1.7125,-1.6207,-1.528,-1.4348,-1.6201,92240,9.5526,9.7132,9.8332,9.9469,9.9957,9.9144
490,51929,429,-1.5679,-1.4752,-1.4065,-1.3421,-1.3164,-1.4135,92245,9.5584,9.66,9.7539,9.8882,9.9483,9.7701
490,51929,432,-1.692,-1.5992,-1.5241,-1.3786,-1.3286,-1.5512,92247,9.3311,9.4906,9.5939,9.7244,9.8551,9.578
490,51929,440,-2.9323,-2.736,-2.5422,-2.3451,-2.1263,-2.5841,92250,9.4026,9.5143,9.6375,9.7487,9.8416,9.6907
498,51984,262,-2.064,-1.8569,-1.632,-1.4368,-1.3183,-1.6138,96033,9.2015,9.3321,9.4653,9.6104,9.7138,9.5306
498,51984,266,-1.6227,-1.5831,-1.5473,-1.5153,-1.477,-1.5324,96036,9.807,9.8459,9.9216,9.9842,10.0157,9.9149
498,51984,271,-1.6106,-1.5934,-1.587,-1.5616,-1.5329,-1.5825,96040,9.9052,9.9935,10.0066,10.0365,10.0494,10.0104
498,51984,317,-2.3057,-2.1005,-1.8702,-1.6123,-1.3995,-1.8266,96067,9.2199,9.4408,9.6103,9.7622,9.8757,9.6747
498,51984,397,-2.4602,-2.3085,-2.1192,-1.8971,-1.6869,-2.1021,96123,9.4047,9.5685,9.7245,9.8412,9.909,9.7222
498,51984,454,-1.5763,-1.4766,-1.3926,-1.3462,-1.3103,-1.3759,96165,9.4927,9.5523,9.6598,9.7685,9.918,9.7709
498,51984,457,-1.7242,-1.6692,-1.5857,-1.4198,-1.3144,-1.3133,96167,9.4211,9.5317,9.7147,9.8543,9.9557,9.6743
498,51984,496,-1.6078,-1.5641,-1.4972,-1.4611,-1.3127,-1.5324,96201,9.6003,9.8146,9.8988,9.9635,10.0087,9.8983
501,52235,601,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,97657,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
501,52235,615,-1.6004,-1.5832,-1.5412,-1.524,-1.4891,-1.5387,97664,9.7977,9.8777,9.9632,9.9782,10.0083,9.9789
501,52235,617,-2.9551,-2.8014,-2.6196,-2.4758,-2.3251,-2.5904,97666,9.297,9.3868,9.4898,9.6269,9.7289,9.45
508,52366,129,-2.1628,-1.919,-1.7115,-1.5154,-1.3506,-1.6514,100595,9.2874,9.494,9.6741,9.8161,9.9406,9.6909
508,52366,202,-2.8377,-2.5536,-2.2217,-1.8127,-1.4703,-2.2523,100648,9.1922,9.3909,9.5986,9.7777,9.9285,9.7066
508,52366,204,-1.8065,-1.7072,-1.6023,-1.4828,-1.3603,-1.6576,100649,9.6424,9.7854,9.8888,9.9753,10.0306,9.8825
508,52366,213,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,100658,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
508,52366,218,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,100661,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
508,52366,219,-2.7821,-2.3982,-1.8885,-1.5186,-1.3559,-1.8517,100662,8.9874,9.1522,9.3435,9.5288,9.6711,9.4021
508,52366,225,-1.7416,-1.6434,-1.5372,-1.4579,-1.3805,-1.4636,100667,9.7125,9.8258,9.9214,9.9933,10.0434,9.9463
508,52366,243,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,100681,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
508,52366,259,-1.6626,-1.6299,-1.6024,-1.5797,-1.5056,-1.6013,100696,9.8372,9.9818,10.0188,10.0503,10.0579,10.0585
508,52366,270,-1.8298,-1.7176,-1.6086,-1.5048,-1.4246,-1.6263,100706,9.7222,9.8249,9.915,9.9987,10.0511,9.9304
508,52366,304,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,100732,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
509,52374,526,-1.9951,-1.8044,-1.6544,-1.4821,-1.3305,-1.7578,101421,9.2161,9.3478,9.4795,9.6362,9.7293,9.4502
509,52374,566,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,101456,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
509,52374,570,-2.8019,-2.607,-2.4308,-2.231,-1.9797,-2.5152,101460,9.2506,9.3599,9.4909,9.6131,9.702,9.4822
509,52374,604,-1.6291,-1.5874,-1.5441,-1.5214,-1.4881,-1.5387,101489,9.8217,9.8858,9.9417,10.0176,10.0496,9.9463
509,52374,612,-1.6405,-1.5767,-1.5269,-1.4946,-1.4585,-1.5199,101496,9.6893,9.8087,9.8716,9.9288,9.9983,9.8823
510,52381,335,-1.8075,-1.7004,-1.6341,-1.5559,-1.4115,-1.6388,101788,9.6902,9.7867,9.8777,9.9554,10.0107,9.8665
510,52381,339,-1.7069,-1.6398,-1.5436,-1.4666,-1.3609,-1.5575,101791,9.6312,9.733,9.8402,9.9486,9.9897,9.8183
511,52636,410,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,102364,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
511,52636,529,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,102468,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
524,52027,586,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,108856,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
524,52027,611,-1.844,-1.7201,-1.5979,-1.4834,-1.3401,-1.5575,108871,9.4322,9.6451,9.7756,9.896,9.9679,9.7384
524,52027,617,-3.1392,-2.983,-2.8197,-2.608,-2.3955,-2.9096,108873,9.1288,9.2366,9.3559,9.4946,9.6045,9.3065
525,52295,323,-1.7601,-1.684,-1.5559,-1.457,-1.3506,-1.5512,109105,9.4278,9.5919,9.7179,9.8557,9.9371,9.706
525,52295,333,-2.3036,-2.076,-1.7782,-1.5272,-1.3509,-1.6576,109112,8.8646,8.9616,9.0713,9.1826,9.3238,9.1141
528,52022,5,-2.9395,-2.6419,-2.23,-1.608,-1.3537,-2.3462,110319,8.7016,8.782,8.8923,9.0245,9.222,8.9227
528,52022,402,-2.1208,-1.9443,-1.7448,-1.5155,-1.3658,-1.8517,110634,9.1593,9.2631,9.3776,9.5348,9.6265,9.3068
528,52022,443,-1.4948,-1.4935,-1.4903,-1.4485,-1.4269,-1.4886,110663,9.8669,9.8828,9.983,9.9909,9.9946,9.9948
528,52022,446,-2.6151,-2.3348,-1.931,-1.5353,-1.357,-1.9769,110666,9.0356,9.148,9.2916,9.4423,9.5599,9.2266
528,52022,523,-2.4475,-2.314,-2.2082,-2.0603,-1.9209,-2.2022,110724,9.2528,9.3253,9.4577,9.5812,9.6515,9.4189
528,52022,524,-2.3603,-2.2329,-2.0722,-1.8701,-1.6717,-2.0708,110725,9.1996,9.3539,9.5083,9.653,9.7794,9.4824
528,52022,536,-2.1275,-1.8998,-1.6273,-1.409,-1.3131,-1.4698,110734,9.0715,9.2442,9.4112,9.5796,9.7104,9.3706
528,52022,575,-2.4859,-2.3527,-2.2014,-2.0836,-1.9408,-2.2586,110766,9.5264,9.6786,9.7769,9.8797,9.9604,9.7064
529,52025,131,-1.6408,-1.5435,-1.4918,-1.4134,-1.3379,-1.5199,110922,9.7321,9.8414,9.9325,9.9965,10.0415,9.9463
529,52025,191,-1.8201,-1.7381,-1.6692,-1.619,-1.5791,-1.714,110977,9.7794,9.8599,9.9303,9.9955,10.0323,9.9148
529,52025,257,-3.1087,-2.9691,-2.7851,-2.5863,-1.8423,-2.8595,111027,9.1776,9.2894,9.4,9.521,9.5917,9.3869
530,52026,65,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,111385,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
530,52026,67,-1.8496,-1.7053,-1.5769,-1.4567,-1.3158,-1.5825,111387,9.014,9.257,9.4145,9.597,9.7328,9.4189
530,52026,117,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,111429,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
530,52026,372,-1.5505,-1.5176,-1.462,-1.3724,-1.3284,-1.3697,111626,9.5901,9.7361,9.835,9.9685,10.0187,9.8021
530,52026,377,-2.3558,-2.1525,-1.9456,-1.7482,-1.5237,-1.9831,111631,9.3911,9.5439,9.6814,9.826,9.9096,9.6107
530,52026,410,-1.6866,-1.5886,-1.4702,-1.3792,-1.3106,-1.4385,111659,9.3271,9.4463,9.5359,9.6981,9.7994,9.4827
532,51993,3,-1.7172,-1.6073,-1.5245,-1.4114,-1.3213,-1.5199,112232,9.4352,9.4855,9.6099,9.7389,9.8472,9.626
532,51993,4,-1.7223,-1.6378,-1.5515,-1.4888,-1.4285,-1.5199,112233,9.7543,9.8233,9.9192,9.9884,10.0428,9.9303
532,51993,5,-1.6617,-1.5564,-1.4758,-1.4061,-1.3504,-1.4698,112234,9.5687,9.6956,9.8067,9.9328,9.9865,9.802
532,51993,18,-1.5521,-1.4925,-1.4659,-1.4181,-1.3964,-1.4135,112245,9.7723,9.8209,9.9192,9.9667,10.0235,9.9307
533,51994,247,-1.8783,-1.82,-1.7055,-1.6046,-1.485,-1.5637,112859,9.5581,9.7615,9.8635,9.9586,10.0052,9.8664
533,51994,287,-1.8548,-1.809,-1.719,-1.6381,-1.5546,-1.714,112889,9.8019,9.886,9.9627,10.024,10.062,10.0104
533,51994,451,-2.1318,-2.0144,-1.8985,-1.7611,-1.5643,-1.9268,113027,9.4223,9.5687,9.7187,9.8399,9.9139,9.7544
533,51994,454,-1.7323,-1.6342,-1.5469,-1.4364,-1.3182,-1.5762,113029,9.4708,9.5412,9.6633,9.7895,9.951,9.6589
533,51994,522,-1.6591,-1.5656,-1.4517,-1.3705,-1.3122,-1.3759,113086,9.5209,9.6472,9.7702,9.8936,9.9568,9.7222
533,51994,537,-1.6602,-1.551,-1.4782,-1.407,-1.3373,-1.5449,113099,9.5739,9.6687,9.8038,9.934,9.9838,9.8023
534,51997,10,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,113189,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
536,52024,9,-2.8313,-2.6303,-2.4346,-2.189,-1.9662,-2.4839,114183,9.3801,9.5206,9.65,9.7882,9.8897,9.6261
536,52024,531,-1.6298,-1.5909,-1.5581,-1.5253,-1.5128,-1.57,114477,9.8859,9.9346,9.992,10.0316,10.0522,10.0265
538,52029,106,-1.6926,-1.5876,-1.5037,-1.4029,-1.3415,-1.5512,114961,9.6699,9.7859,9.8901,9.9795,10.0256,9.8823
538,52029,114,-2.5617,-2.3216,-2.0296,-1.7267,-1.4411,-1.9644,114966,9.3251,9.4929,9.6565,9.8014,9.9064,9.611
538,52029,116,-2.1402,-1.9923,-1.8504,-1.6954,-1.467,-1.8266,114968,9.4928,9.7097,9.8312,9.9394,10.0205,9.8822
539,52017,269,-1.8141,-1.7077,-1.6183,-1.5121,-1.3408,-1.5637,115447,9.5059,9.6802,9.8211,9.9294,9.9968,9.8661
540,51996,113,-1.7757,-1.6842,-1.6194,-1.4988,-1.3574,-1.6263,115796,9.4726,9.5512,9.7685,9.866,9.9575,9.8341
540,51996,148,-1.6534,-1.5701,-1.5326,-1.469,-1.3357,-1.5324,115825,9.5102,9.7384,9.8163,9.9313,9.9811,9.7548
540,51996,483,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,116079,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
540,51996,516,-2.3125,-2.1377,-1.9457,-1.7258,-1.4695,-1.9644,116099,9.2598,9.4376,9.6026,9.7519,9.855,9.6107
540,51996,517,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,116100,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
540,51996,520,-1.9273,-1.8157,-1.7017,-1.5688,-1.4762,-1.6201,116102,9.5709,9.744,9.8754,9.966,10.0249,9.9626
540,51996,543,-1.4999,-1.4679,-1.4311,-1.3975,-1.3572,-1.3947,116120,9.678,9.7932,9.9298,9.9537,9.9911,9.946
540,51996,559,-1.5924,-1.5211,-1.4353,-1.369,-1.3156,-1.4448,116132,9.5629,9.6107,9.7103,9.8415,9.9088,9.7381
540,51996,591,-1.75,-1.6253,-1.4985,-1.3827,-1.3209,-1.4573,116155,9.4759,9.5907,9.6998,9.8306,9.9261,9.6263
540,51996,599,-2.378,-2.2203,-2.0612,-1.8917,-1.7062,-2.1772,116162,9.7303,9.8611,9.9699,10.0371,10.0729,10.0107
540,51996,600,-1.7564,-1.6634,-1.5679,-1.4854,-1.3622,-1.5199,116163,9.6924,9.8045,9.8866,9.9687,10.026,9.9303
543,52017,623,-1.8713,-1.7347,-1.5541,-1.4121,-1.3242,-1.5637,117345,9.2211,9.3637,9.5131,9.6897,9.7701,9.4822
543,52017,625,-1.9686,-1.883,-1.7849,-1.6427,-1.5258,-1.8266,117346,9.7076,9.8487,9.9558,10.0194,10.064,10.0106
543,52017,628,-1.512,-1.469,-1.4125,-1.3687,-1.3166,-1.4385,117349,9.613,9.7706,9.8665,9.9334,9.9964,9.8826
544,52201,82,-2.4822,-2.3166,-2.0863,-1.8343,-1.5334,-2.0395,117416,9.4664,9.6526,9.8222,9.949,10.0348,9.8025
544,52201,122,-1.7105,-1.6304,-1.5762,-1.515,-1.378,-1.57,117445,9.5684,9.7627,9.8789,9.9584,10.0014,9.8982
544,52201,127,-1.6714,-1.601,-1.5208,-1.4685,-1.4183,-1.4949,117449,9.7077,9.7783,9.8649,9.9394,10.0086,9.914
544,52201,275,-1.8982,-1.7854,-1.6417,-1.5467,-1.3404,-1.6263,117561,9.3401,9.5431,9.6831,9.8105,9.9102,9.6589
544,52201,303,-1.7426,-1.6617,-1.5734,-1.5271,-1.473,-1.57,117584,9.75,9.8698,9.936,9.9961,10.0468,9.9782
544,52201,318,-1.7265,-1.6371,-1.5732,-1.5203,-1.335,-1.57,117597,9.6454,9.7749,9.8989,9.9788,10.0231,9.947
545,52202,181,-3.0626,-2.9305,-2.7373,-2.4774,-2.2687,-2.7719,117987,9.6076,9.7295,9.8483,9.9587,10.0418,9.866
545,52202,182,-2.0891,-2.0834,-2.0602,-2.0479,-1.9542,-2.0583,117988,9.3795,9.4065,9.4824,9.5006,9.5125,9.4185
545,52202,185,-1.7577,-1.696,-1.6461,-1.5871,-1.5393,-1.6576,117991,9.6325,9.7749,9.856,9.9263,9.9963,9.8822
545,52202,189,-1.7621,-1.7135,-1.6749,-1.6716,-1.6702,-1.6701,117995,9.7545,9.758,9.7668,9.8009,9.8179,9.7703
545,52202,200,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,118001,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
545,52202,386,-1.752,-1.6199,-1.4759,-1.3591,-1.3144,-1.4573,118130,9.2423,9.3447,9.4778,9.6018,9.6575,9.4022
545,52202,391,-1.8649,-1.7362,-1.5763,-1.44,-1.3339,-1.57,118134,9.3299,9.45,9.5962,9.7478,9.8166,9.7061
545,52202,433,-1.5141,-1.4622,-1.3911,-1.32,-1.3074,-1.3071,118162,9.6589,9.6983,9.8397,9.9238,9.9844,9.9142
545,52202,435,-1.8884,-1.7867,-1.6719,-1.5626,-1.4331,-1.5637,118164,9.6133,9.7706,9.8729,9.9642,10.0098,9.8661
549,51981,445,-1.8194,-1.7329,-1.6276,-1.4908,-1.3718,-1.6201,119827,9.5175,9.6845,9.8198,9.9342,9.9896,9.9149
550,51959,236,-1.8065,-1.6925,-1.5812,-1.4123,-1.3285,-1.6514,120096,9.2873,9.4271,9.5768,9.7154,9.8491,9.579
550,51959,240,-3.3842,-3.2438,-2.9834,-2.472,-1.9226,-2.7594,120099,8.6817,9.1342,9.5794,9.717,9.8069,9.4501
550,51959,277,-1.5075,-1.4439,-1.3783,-1.3212,-1.3049,-1.3571,120127,9.7348,9.8252,9.8931,9.985,10.0216,9.9941
550,51959,359,-1.4691,-1.4141,-1.3603,-1.3166,-1.3047,-1.3697,120181,9.7482,9.7885,9.863,9.9449,9.9801,9.946
552,51992,38,-1.7556,-1.6624,-1.5618,-1.4641,-1.3429,-1.5324,120891,9.4773,9.6012,9.757,9.8802,9.944,9.9468
552,51992,67,-1.722,-1.6305,-1.5661,-1.4875,-1.3599,-1.6263,120916,9.6171,9.7636,9.8864,9.9908,10.0138,10.0105
552,51992,238,-2.2459,-2.1077,-1.9299,-1.6795,-1.3981,-1.9331,121057,9.1175,9.2223,9.3368,9.4857,9.5607,9.2746
552,51992,342,-1.497,-1.4714,-1.3853,-1.3571,-1.3276,-1.4135,121134,9.6831,9.7722,9.8299,9.9643,10.0013,9.8181
552,51992,359,-1.57,-1.5473,-1.4581,-1.411,-1.371,-1.4385,121150,9.519,9.5669,9.6312,9.8541,9.8811,9.5785
552,51992,397,-2.4537,-2.3564,-2.2388,-2.1337,-2.0015,-2.2774,121180,9.2936,9.3795,9.495,9.6239,9.6745,9.4986
553,51999,95,-2.3678,-2.1011,-1.8259,-1.5395,-1.353,-1.7766,121455,9.4286,9.5882,9.7647,9.9038,10.0084,9.8027
553,51999,130,-2.2561,-2.0941,-1.8733,-1.6488,-1.4272,-1.9644,121482,9.272,9.4374,9.5971,9.7384,9.8325,9.5622
553,51999,135,-1.6293,-1.5355,-1.455,-1.372,-1.3227,-1.5011,121484,9.6779,9.7263,9.8184,9.9263,9.9898,9.7863
553,51999,231,-1.6388,-1.5547,-1.4722,-1.3765,-1.331,-1.4135,121565,9.6648,9.7707,9.8482,9.9569,10.0076,9.8341
553,51999,238,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,121571,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
553,51999,531,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,121809,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
553,51999,538,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,121815,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
553,51999,540,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,121817,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
556,51991,80,-1.9793,-1.8815,-1.7658,-1.6528,-1.5133,-1.7953,122873,9.6198,9.8001,9.9108,9.9941,10.0499,9.9149
559,52316,324,-2.1741,-2.0668,-1.9241,-1.7818,-1.6155,-1.9957,124265,9.3329,9.4614,9.6006,9.755,9.8324,9.6104
564,52224,61,-2.328,-2.1282,-1.9219,-1.6686,-1.4068,-1.8517,125331,9.1362,9.2693,9.3827,9.5444,9.6619,9.3067
564,52224,76,-1.6322,-1.5743,-1.5216,-1.4692,-1.4574,-1.5199,125340,9.6811,9.7749,9.8525,9.924,9.9845,9.8821
564,52224,102,-2.0531,-1.9375,-1.804,-1.6753,-1.4685,-1.8016,125353,9.2199,9.3666,9.4985,9.6315,9.7118,9.4508
564,52224,106,-3.1074,-2.8721,-2.5656,-2.1087,-1.5674,-2.7218,125357,8.7091,8.8022,8.9351,9.1158,9.3409,8.9067
564,52224,107,-2.3771,-2.197,-1.9428,-1.5517,-1.3507,-2.0144,125358,9.0372,9.1353,9.2537,9.3726,9.4798,9.3068
564,52224,109,-1.6323,-1.5924,-1.542,-1.4789,-1.4394,-1.5825,125360,9.7907,9.8886,9.9592,10.0232,10.0399,9.9461
570,52266,422,-1.7261,-1.6536,-1.5769,-1.5284,-1.4822,-1.5637,128188,9.767,9.8463,9.9288,9.9955,10.0402,9.9781
570,52266,429,-2.2238,-1.962,-1.6623,-1.4197,-1.3253,-1.6701,128191,9.0081,9.138,9.2934,9.4595,9.5904,9.3069
570,52266,466,-2.7659,-2.5331,-2.2655,-1.9384,-1.546,-2.2148,128210,9.1849,9.3054,9.4393,9.5852,9.695,9.4186
570,52266,469,-1.5758,-1.5573,-1.5186,-1.5143,-1.4864,-1.5136,128212,9.9148,9.9462,9.9568,10.0094,10.0382,9.9629
571,52286,25,-1.779,-1.6634,-1.5569,-1.4518,-1.3369,-1.5449,128331,9.5006,9.592,9.7325,9.8535,9.93,9.7702
572,52289,266,-1.8386,-1.7262,-1.6001,-1.4654,-1.3306,-1.6075,128917,9.2975,9.51,9.6466,9.7843,9.9034,9.6583
572,52289,279,-1.5595,-1.4753,-1.4473,-1.3687,-1.3339,-1.4573,128927,9.6302,9.6924,9.8111,9.8931,9.9553,9.8986
572,52289,280,-1.5571,-1.5532,-1.4711,-1.4219,-1.3691,-1.4197,128928,9.745,9.7739,9.794,9.9354,9.9449,9.8026
573,52325,216,-2.9358,-2.6685,-2.3777,-1.8696,-1.4267,-2.4088,129328,9.3038,9.4982,9.6887,9.8484,9.9962,9.8026
577,52367,403,-2.0816,-1.9776,-1.881,-1.7706,-1.6624,-1.9769,131310,9.7263,9.8369,9.9271,10.0065,10.0579,9.9141
577,52367,410,-1.716,-1.6667,-1.6038,-1.5756,-1.5296,-1.595,131317,9.8192,9.8992,9.9688,10.018,10.0482,9.9307
577,52367,444,-1.635,-1.5757,-1.5108,-1.4638,-1.3883,-1.4636,131346,9.7059,9.8274,9.916,9.9691,10.0105,9.9469
577,52367,450,-2.3683,-2.1075,-1.7994,-1.5124,-1.3424,-1.6827,131351,9.2446,9.3743,9.5194,9.6784,9.7805,9.5302
578,52339,625,-1.7428,-1.6552,-1.5645,-1.4742,-1.3763,-1.5575,132010,9.6091,9.8027,9.9156,9.9887,10.0249,10.01
