#angDist,_RAJ2000,_DEJ2000,CG,Gal,Morph,PS,PE,PS0,Kmag,Kcorr,RV,e_RV,r_RV,objID,2MASX,SDSS9,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,objID,cl,q_mode,flags,Q,ObsDate,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,zsp,e_zsp,f_zsp,spType,spCl,subClass
0.335100,214.78221,35.183,60,3,S,1,0,0,12.86,-0.03,8580,0,2,588017977829818000,14190772+3510588,J141907.75+351058.8,214.782320,+35.183024,0.066,0.060,90,18.352,16.605,15.793,15.339,15.110,0.029,0.004,0.004,0.004,0.008,1237662224078010000,3,0,00002010100E1014,3,2003.3164,,,,,0,,,,,,
0.292691,214.85321,35.12854,60,4,S,1,0,0,13.06,-0.01,8538,0,2,587736940371247000,14192476+3507427,J141924.79+350742.5,214.853292,+35.128494,0.008,0.006,90,17.717,16.356,15.688,15.344,15.074,0.021,0.004,0.003,0.004,0.009,1237662661596150000,3,1,201010021030,3,2003.4748,2,2,2,2,1851063337358490000,0.02849,0.00001,0,GALAXY,GALAXY,STARFORMING
0.472743,216.8945,11.33057,61,1,S0,0,0.2,0.8,10.45,-0.06,7993,2,1,588017704556888000,14273466+1119498,J142734.70+111950.2,216.894622,+11.330624,0.071,0.061,0,16.011,14.082,13.232,12.821,12.553,0.008,0.002,0.002,0.002,0.002,1237661950805080000,3,0,00002000101E1010,3,2003.2452,4,2,-7,2,1922078881683110000,0.02667,0.00001,0,GALAXY,GALAXY,
0.526067,216.81058,11.33917,61,2,S,1,0,0,11.12,-0.05,8324,2,1,588017704556888000,14271453+1120212,J142714.56+112020.7,216.810699,+11.339082,0.002,0.002,90,16.381,14.424,13.597,13.201,12.924,0.015,0.002,0.002,0.002,0.003,1237661950805080000,3,1,201010021010,3,2003.2452,0,2,1,2,1922067611688920000,0.02777,0.00001,0,GALAXY,GALAXY,AGN
0.292492,216.84317,11.27148,61,3,S,1,0,0,12.78,-0.06,8162,0,2,587736478664557000,14272235+1116172,J142722.38+111617.2,216.843252,+11.271468,0.005,0.004,0,17.867,16.023,15.251,14.885,14.627,0.025,0.004,0.003,0.003,0.006,1237662199889460000,3,1,201090021010,3,2003.3137,-2,2,8,2,1922070085590080000,0.02723,0.00001,0,GALAXY,GALAXY,
0.138023,216.88758,11.37001,61,4,S0,0,0.2,0.8,12.81,-0.06,7424,0,2,588017704556888000,14273302+1122118,J142733.02+112211.9,216.887603,+11.369979,0.004,0.002,0,17.747,16.146,15.390,15.019,14.782,0.014,0.003,0.003,0.003,0.004,1237661950805080000,3,0,1022290020000,3,2003.2452,-4,2,1,2,1922085203874970000,0.02477,0.00001,0,GALAXY,GALAXY,
0.133567,217.06817,25.84878,62,1,S0a,0,0.2,0.8,9.33,-0.03,4497,24,1,587739720299578000,14281635+2550557,J142816.37+255055.5,217.068206,+25.848762,0.002,0.002,90,14.920,13.018,12.200,11.780,11.480,0.005,0.002,0.002,0.002,0.002,1237665441524480000,3,0,00002010900A1014,3,2004.3924,17,2,-2,2,0,,,,,,
0.221759,217.03012,25.86878,62,2,S,1,0,0,10.18,-0.03,4371,2,1,587739707410416000,14280724+2552077,J142807.23+255207.8,217.030151,+25.868835,0.002,0.002,90,15.761,13.888,13.041,12.622,12.349,0.006,0.002,0.002,0.002,0.002,1237665428635320000,3,0,00002008101A1014,3,2004.3897,,,,,2399313106518960000,0.01458,0.00001,0,GALAXY,GALAXY,BROADLINE
0.313167,217.05612,25.94743,62,3,S,1,0,0,10.72,-0.02,4021,2,1,587739707410416000,14281346+2556507,J142813.49+255650.6,217.056212,+25.947403,0.061,0.054,90,16.025,14.461,13.647,13.262,12.929,0.007,0.002,0.002,0.002,0.003,1237665428635320000,3,0,00002008101E105C,3,2004.3897,-2,2,6,2,2403901093797980000,0.01342,0.00001,0,GALAXY,GALAXY,STARFORMING_BROADLINE
0.253441,216.96162,25.83809,62,4,S,1,0,0,11.27,-0.03,4405,3,1,587739720299577000,14275077+2550172,J142750.80+255017.0,216.961696,+25.838073,0.003,0.003,90,16.352,14.685,13.906,13.521,13.226,0.011,0.002,0.002,0.002,0.003,1237665441524480000,3,1,201010021010,3,2004.3924,,,,,2403902193309610000,0.01469,0.00001,0,GALAXY,GALAXY,STARFORMING
0.263571,233.98754,43.49317,64,1,E,0,0.8,0.2,9.62,-0.04,5659,47,1,587733411526607000,15355700+4329351,J153557.00+432935.6,233.987522,+43.493242,0.056,0.054,90,15.145,13.240,12.363,11.971,11.662,0.006,0.002,0.002,0.002,0.002,1237659132751510000,3,0,00002010901E1010,3,2002.3502,-4,3,-11,3,0,,,,,,
0.181093,234.17571,43.53936,64,2,S,1,0,0,10.31,-0.04,5566,2,1,587733411526673000,15364216+4332217,J153642.16+433221.5,234.175674,+43.539317,0.003,0.003,90,15.734,13.826,12.963,12.548,12.225,0.010,0.002,0.002,0.002,0.002,1237659132751580000,3,1,201010021010,3,2002.3502,-4,4,-1,4,1184585556714090000,0.01857,0.00001,0,GALAXY,GALAXY,
0.267004,234.11283,43.51877,64,3,S,1,0,0,10.53,-0.03,6038,2,1,587733411526672000,15362709+4331075,J153627.05+433107.6,234.112729,+43.518782,0.003,0.002,0,15.739,14.178,13.391,12.954,12.598,0.009,0.002,0.002,0.002,0.003,1237659132751580000,3,1,4201810021014,3,2002.3502,-6,3,-5,3,1184584457202460000,0.02015,0.00001,0,GALAXY,GALAXY,STARFORMING
0.124539,234.01162,43.50344,64,4,E,0,0.8,0.2,11.45,-0.04,5597,2,1,587733411526607000,15360279+4330122,J153602.79+433012.4,234.011648,+43.503468,0.002,0.002,90,16.871,14.971,14.160,13.754,13.439,0.011,0.002,0.002,0.002,0.003,1237659132751510000,3,0,0000B010101E1010,3,2002.3502,2,3,-2,3,1184587205981530000,0.01868,0.00001,0,GALAXY,GALAXY,
2.756953,234.14662,43.42562,64,5,S,1,0,0,12.3,-0.05,5768,0,2,587733411526673000,15363521+4325326,J153635.12+432529.5,234.146354,+43.424879,0.018,0.017,90,15.740,14.684,14.258,14.061,13.846,0.009,0.002,0.002,0.002,0.006,1237659132751580000,3,1,601010021010,3,2002.3502,-9,3,22,3,1184587755737340000,0.01939,0.00001,0,GALAXY,GALAXY,STARFORMING
0.105225,243.16725,33.03487,65,1,E,0,0.8,0.2,10.51,-0.06,9601,3,1,587736783607366000,16124014+3302054,J161240.14+330205.6,243.167266,+33.034896,0.003,0.002,0,16.380,14.400,13.561,13.138,12.821,0.010,0.002,0.002,0.002,0.003,1237662504832270000,3,0,200810021058,3,2003.4067,,,,,1894957770583600000,0.03203,0.00001,0,GALAXY,GALAXY,
0.145928,243.17221,33.03768,65,2,pec,0.3,0.40,0.3,11.19,-0.05,9446,0,1,587736783607366000,16124129+3302158,J161241.33+330215.7,243.172218,+33.037720,0.002,0.002,90,17.086,15.248,14.454,14.031,13.666,0.019,0.003,0.002,0.003,0.005,1237662504832270000,3,1,600810021110,3,2003.4067,10,3,17,3,1597813099010750000,0.03151,0.00001,0,GALAXY,GALAXY,
0.382087,243.25321,33.0353,65,3,S,1,0,0,12.99,-0.04,9368,0,2,587736783607366000,16130077+3302069,J161300.75+330207.4,243.253141,+33.035389,0.003,0.003,90,18.425,16.601,15.779,15.390,15.088,0.022,0.004,0.003,0.003,0.005,1237662300835810000,3,1,201010020010,3,2003.3244,-1,3,2,3,1597824094127020000,0.03125,0.00001,0,GALAXY,GALAXY,
0.200794,243.23625,33.05165,65,4,S,1,0,0,13.26,-0.06,9410,0,2,587736783607366000,16125671+3303059,J161256.69+330306.1,243.236239,+33.051705,0.005,0.005,90,17.663,16.075,15.376,15.026,14.767,0.019,0.004,0.003,0.003,0.006,1237662300835810000,3,1,201090021010,3,2003.3244,-8,3,0,3,1597824643882840000,0.03139,0.00001,0,GALAXY,GALAXY,
0.116590,249.47471,36.07307,66,1,S0,0,0.2,0.8,9.91,-0.06,9399,3,1,587733608555217000,16375395+3604233,J163753.92+360422.9,249.474676,+36.073053,0.002,0.002,90,15.579,13.626,12.737,12.330,12.069,0.007,0.002,0.002,0.002,0.002,1237659329780120000,3,1,201810021014,3,2002.4377,-8,3,11,3,1321937104313280000,0.03135,0.00001,0,GALAXY,GALAXY,
0.172292,249.49954,35.99551,66,2,S,1,0,0,11.18,-0.06,9618,2,1,587733603732423000,16375990+3559438,J163759.87+355943.8,249.499481,+35.995507,0.003,0.002,90,16.636,14.729,13.887,13.477,13.169,0.012,0.002,0.002,0.002,0.003,1237659324957330000,3,1,201010021010,3,2002.4375,,,,,1321937379191190000,0.03208,0.00001,0,GALAXY,GALAXY,
0.173616,249.44658,36.11503,66,3,S,1,0,0,11.68,-0.05,9856,3,1,587733608555217000,16374718+3606543,J163747.18+360653.9,249.446586,+36.114982,0.004,0.004,90,16.331,14.662,13.862,13.507,13.209,0.019,0.003,0.002,0.002,0.005,1237659329780120000,3,1,201010021010,3,2002.4377,-15,4,6,4,1321924459929560000,0.03288,0.00001,0,GALAXY,GALAXY,
0.265593,249.45183,36.06087,66,4,E,0,0.8,0.2,12.71,-0.09,9609,0,2,587733603732358000,16374842+3603393,J163748.46+360339.0,249.451919,+36.060854,0.003,0.003,90,17.846,15.957,15.178,14.750,14.448,0.021,0.003,0.003,0.003,0.005,1237659324957260000,3,0,00002010100A1214,3,2002.4375,-4,3,-1,3,1321926933830720000,0.03205,0.00001,0,GALAXY,GALAXY,
0.075946,311.82942,0.32082,73,1,S,1,0,0,8.89,-0.02,4200,2,1,587731173842027000,20471908+0019150,J204719.06+001914.9,311.829441,+0.320821,0.050,0.049,90,15.133,13.008,12.039,11.495,11.271,0.007,0.002,0.002,0.002,0.002,1237656895066930000,3,0,00002018101E1014,3,2001.7882,-19,3,21,3,1105760468607200000,0.01401,0.00001,0,GALAXY,GALAXY,AGN_BROADLINE
0.194533,311.85121,0.30083,73,2,E,0,0.8,0.2,9.65,-0.02,3790,2,1,587731173842027000,20472428+0018030,J204724.30+001802.9,311.851264,+0.300828,0.002,0.002,90,15.419,13.474,12.554,12.076,11.749,0.007,0.002,0.002,0.002,0.002,1237656895066930000,3,0,00002010101A1014,3,2001.7882,-3,3,-9,3,1105761568118830000,0.01265,0.00001,0,GALAXY,GALAXY,BROADLINE
0.141804,311.89204,0.41164,73,3,S,1,0,0,9.97,-0.03,3768,20,1,587731173842092000,20473408+0024420,J204734.09+002441.8,311.892075,+0.411622,0.043,0.040,90,15.460,14.096,12.867,12.432,12.030,0.007,0.012,0.002,0.002,0.002,1237656895067000000,3,0,00002000101E1014,3,2001.7882,,,,,0,,,,,,
0.019405,311.78017,0.43018,73,4,S0,0,0.2,0.8,10.65,-0.02,3663,2,1,587730847960597000,20470724+0025486,J204707.24+002548.6,311.780172,+0.430185,0.003,0.002,90,16.446,14.617,13.808,13.402,13.058,0.010,0.002,0.002,0.002,0.003,1237656569185500000,3,1,00002010100A1014,3,2001.7200,-15,3,-1,3,1105762117874640000,0.01222,0.00001,0,GALAXY,GALAXY,BROADLINE
0.135107,311.79375,0.36331,73,5,S,0.5,0,0.5,11.13,-0.03,3715,2,1,587731173842027000,20471048+0021479,J204710.50+002147.8,311.793778,+0.363285,0.003,0.002,0,16.923,14.991,14.062,13.553,13.181,0.012,0.002,0.002,0.002,0.003,1237663543674860000,3,1,00002008100E1010,3,2003.8113,-5,2,6,2,1256634087599270000,0.01240,0.00001,0,NONLEGACY,GALAXY,AGN_BROADLINE
0.378454,311.83479,0.48399,73,6,E,0,0.8,0.2,11.35,-0.03,4228,2,1,587730847960597000,20472035+0029020,J204720.36+002902.6,311.834871,+0.484057,0.001,0.001,90,16.801,14.954,14.105,13.674,13.370,0.012,0.002,0.002,0.002,0.003,1237656569185500000,3,1,201090021010,3,2001.7200,1,3,0,3,1105763217386270000,0.01410,0.00001,0,GALAXY,GALAXY,BROADLINE
0.374451,313.14775,-5.71113,74,1,S,1,0,0,9.85,-0.04,5968,2,1,587727214416954000,20523547-0542399,J205235.43-054240.0,313.147646,-5.711120,0.002,0.002,90,15.614,13.753,12.828,12.378,12.033,0.009,0.002,0.002,0.002,0.003,1237652935641860000,3,1,200810021010,3,2000.7395,-5,3,9,3,715116626256620000,0.01991,0.00001,0,GALAXY,GALAXY,BROADLINE
0.222795,313.12371,-5.7461,74,2,S,1,0,0,10.22,-0.04,6128,2,1,587727214416953000,20522971-0544459,J205229.70-054445.9,313.123772,-5.746094,0.002,0.002,90,15.939,14.015,13.123,12.671,12.360,0.011,0.002,0.002,0.002,0.003,1237652935641860000,3,1,200010021010,3,2000.7395,,,,,715115526744992000,0.02045,0.00001,0,GALAXY,GALAXY,BROADLINE
4.826229,313.10842,-5.77218,74,3,S,1,0,0,12.06,-0.05,5995,4,2,587727214416953000,20522602-0546198,J205225.98-054615.0,313.108259,-5.770849,0.002,0.002,90,15.795,14.611,13.984,13.673,13.427,0.012,0.003,0.003,0.003,0.007,1237652935641860000,3,1,4201010021010,3,2000.7395,-185,6,414,6,715114427233364000,0.02000,0.00002,0,GALAXY,GALAXY,STARFORMING
0.595382,313.05308,-5.79823,74,4,S,1,0,0,12.25,-0.02,6060,4,2,587726878873486000,20521275-0547538,J205212.76-054754.0,313.053205,-5.798339,0.037,0.026,0,17.041,15.604,14.909,14.562,14.271,0.023,0.004,0.003,0.003,0.011,1237652600098390000,3,1,4201010021010,3,2000.6741,-31,5,-6,5,715116076500806000,0.02022,0.00001,0,GALAXY,GALAXY,STARFORMING
0.269440,330.87883,12.63677,77,1,E,0,0.8,0.2,9.83,-0.05,8041,7,1,587730774413214000,22033093+1238124,J220330.93+123812.4,330.878906,+12.636780,0.049,0.046,90,15.806,13.799,12.887,12.417,12.101,0.007,0.002,0.002,0.002,0.002,1237656242233410000,3,0,201010161010,3,2001.6435,0,3,9,3,0,,,,,,
0.429090,330.87629,12.66076,77,2,S,1,0,0,11.15,-0.05,7895,2,1,587730774413214000,22033031+1239384,J220330.28+123938.9,330.876189,+12.660827,0.001,0.001,90,17.049,15.081,14.201,14.393,13.435,0.013,0.002,0.002,0.015,0.003,1237656242233410000,3,0,301810121010,3,2001.6435,-2,3,-5,3,827634330326034000,0.02634,0.00001,0,GALAXY,GALAXY,
0.284453,330.84408,12.64931,77,3,S,1,0,0,12.09,-0.03,8184,0,2,587730774413214000,22032258+1238574,J220322.59+123857.6,330.844148,+12.649353,0.003,0.003,90,17.525,15.753,14.902,14.461,14.088,0.018,0.003,0.003,0.003,0.005,1237656242233410000,3,1,200890021010,3,2001.6435,2,3,-1,3,826570822754789000,0.02730,0.00001,0,GALAXY,GALAXY,STARFORMING
0.281885,330.88942,12.64846,77,4,S,1,0,0,12.79,-0.04,8897,0,2,587730774413214000,22033345+1238544,J220333.48+123854.4,330.889499,+12.648446,0.024,0.005,0,18.110,16.766,15.896,15.413,15.018,0.024,0.005,0.004,0.004,0.008,1237656242233410000,3,0,4200810121258,3,2001.6435,-1,3,-12,3,826570547876882000,0.02968,0.00001,0,GALAXY,GALAXY,STARBURST
0.353696,344.48967,26.15,80,1,E,0,0.8,0.2,9.25,-0.05,7375,21,1,758883828517700000,22575750+2609000,J225757.54+260859.9,344.489779,+26.149991,0.058,0.056,0,15.619,13.440,12.433,11.943,11.614,0.009,0.002,0.002,0.002,0.002,1237672763902530000,3,0,00002010101E1014,3,2006.7083,,,,,0,,,,,,
0.605132,344.5815,26.06195,80,2,S,1,0,0,10.59,-0.05,7662,23,1,758883828517765000,22581956+2603431,J225819.60+260343.1,344.581684,+26.061980,0.106,0.094,0,16.670,14.646,13.641,13.146,12.747,0.014,0.002,0.002,0.002,0.003,1237672763902590000,3,0,200810061010,3,2006.7083,-10,2,4,2,0,,,,,,
0.303601,344.46546,26.16215,80,3,S,1,0,0,11.72,-0.05,7587,0,1,758883828517700000,22575170+2609436,J225751.72+260943.9,344.465534,+26.162202,0.059,0.056,0,17.717,15.835,14.984,14.519,14.155,0.021,0.003,0.003,0.003,0.004,1237672763902530000,3,0,00002008101E1014,3,2006.7083,10,2,16,2,0,,,,,,
0.155068,344.604,26.17008,80,4,S,1,0,0,12.16,-0.04,7233,0,2,758883828517765000,22582499+2610119,J225824.95+261012.3,344.603957,+26.170099,0.002,0.002,90,17.984,16.064,15.167,14.748,14.379,0.015,0.003,0.003,0.003,0.004,1237672763902590000,3,1,201010021230,3,2006.7083,0,2,3,2,0,,,,,,
0.135363,344.48567,26.11107,80,5,E,0,0.8,0.2,12.24,-0.06,7654,0,2,758883828517765000,22575655+2606400,J225756.56+260639.7,344.485704,+26.111048,0.003,0.002,0,17.683,15.823,14.927,14.498,14.165,0.016,0.003,0.002,0.002,0.004,1237672763902590000,3,1,201010021010,3,2006.7083,-5,2,2,2,0,,,,,,
0.190947,348.817,18.9614,81,1,E,0,0.5,0.5,9.0,-0.03,5072,20,1,758883880592736000,23151609+1857409,J231516.07+185741.1,348.816962,+18.961439,0.002,0.002,90,15.024,12.949,11.983,11.445,11.086,0.006,0.002,0.001,0.001,0.002,1237672815977560000,3,0,000020081002115C,3,2006.7136,3,2,-4,2,0,,,,,,
0.327644,348.76442,18.9734,81,2,S,1,0,0,10.04,-0.03,4772,10,1,758883828521304000,23150347+1858245,J231503.44+185824.0,348.764346,+18.973342,0.002,0.002,90,16.165,14.093,13.102,12.606,12.210,0.010,0.002,0.002,0.002,0.002,1237672763906130000,3,0,00002018101A1010,3,2006.7084,7,3,0,3,0,,,,,,
0.431452,348.82192,19.04166,81,3,S,1,0,0,10.39,-0.03,4736,3,1,758883880592671000,23151728+1902299,J231517.26+190230.3,348.821952,+19.041776,0.010,0.008,0,15.778,14.005,13.171,12.669,12.233,0.013,0.002,0.002,0.002,0.003,1237672815977500000,3,0,0004A008101A105C,3,2006.7136,-3,3,-22,3,0,,,,,,
0.674187,348.88775,19.04812,81,4,S,1,0,0,11.11,-0.04,5173,34,1,758883880592736000,23153308+1902529,J231533.10+190253.4,348.887938,+19.048179,0.002,0.002,90,17.163,15.133,14.148,13.631,13.285,0.015,0.002,0.002,0.002,0.003,1237672815977560000,3,1,201010021010,3,2006.7136,0,2,0,2,0,,,,,,
0.190751,352.14629,32.41574,83,1,E,0,0.8,0.2,9.18,-0.03,5131,22,1,0,23283508+3224565,J232835.10+322456.8,352.146261,+32.415787,0.085,0.075,90,15.515,13.387,12.363,11.890,11.526,0.009,0.002,0.002,0.002,0.002,1237680311763210000,3,0,200810161010,3,2009.7943,0,3,-1,3,0,,,,,,
0.306417,352.04487,32.47288,83,2,S0,0,0.2,0.8,10.78,-0.03,4544,36,1,0,23281075+3228224,J232810.78+322822.1,352.044946,+32.472824,0.003,0.002,0,16.322,14.402,13.473,13.000,12.650,0.012,0.002,0.002,0.002,0.003,1237680474983300000,3,0,00002010900A1014,3,2009.8758,4,2,0,2,0,,,,,,
0.123527,352.09654,32.36237,83,3,S,1,0,0,10.84,-0.03,4999,29,1,0,23282316+3221445,J232823.17+322144.6,352.096569,+32.362394,0.084,0.075,90,17.552,15.245,14.198,13.589,13.185,0.028,0.003,0.002,0.002,0.003,1237680311763210000,3,0,00002010101E1114,3,2009.7943,-3,2,2,2,0,,,,,,
0.390502,352.13167,32.42213,83,4,E,0,0.8,0.2,11.37,-0.03,5277,26,1,0,23283161+3225195,J232831.57+322519.8,352.131551,+32.422171,0.084,0.075,90,17.876,15.738,14.753,14.209,13.826,0.022,0.003,0.002,0.002,0.003,1237680311763210000,3,0,200810161210,3,2009.7943,-6,2,0,2,0,,,,,,
0.351214,356.84579,-2.30067,84,1,E,0,0.8,0.2,10.07,-0.04,6932,22,1,0,23472298-0218025,J234723.00-021802.1,356.845846,-2.300590,0.071,0.065,0,15.680,13.478,12.677,12.254,11.968,0.011,0.002,0.002,0.002,0.003,1237679997704340000,3,0,200810161010,3,2009.7094,2,2,-14,2,0,,,,,,
0.384178,356.82879,-2.3135,84,2,S0,0,0.2,0.8,10.71,-0.05,6327,30,1,0,23471891-0218485,J234718.93-021848.5,356.828895,-2.313481,0.070,0.065,0,17.165,14.770,13.903,13.415,13.247,0.016,0.002,0.002,0.002,0.003,1237679997704340000,3,0,200810161010,3,2009.7094,,,,,0,,,,,,
0.328700,356.84912,-2.35126,84,3,S,1,0,0,11.03,-0.04,6003,26,1,0,23472378-0221045,J234723.80-022104.4,356.849203,-2.351222,0.002,0.002,90,16.255,14.414,13.692,13.309,13.012,0.011,0.002,0.002,0.002,0.003,1237679997704340000,3,0,201810161058,3,2009.7094,6,5,11,5,0,,,,,,
0.437746,356.90767,-2.31667,84,4,S,1,0,0,11.56,-0.05,6817,45,1,0,23473787-0218598,J234737.86-021900.3,356.907754,-2.316758,0.006,0.004,0,16.692,15.021,14.171,13.733,13.289,0.033,0.004,0.003,0.003,0.005,1237679435053990000,3,0,601890021058,3,2009.0433,8,3,-8,3,0,,,,,,
0.170628,356.83275,-2.28077,84,5,S0,0,0.2,0.8,12.72,-0.06,6664,0,0,0,23471984-0216505,J234719.87-021650.7,356.832797,-2.280764,0.003,0.003,90,18.155,16.101,15.309,14.894,14.617,0.026,0.003,0.003,0.003,0.006,1237679997704340000,3,1,200810121010,3,2009.7094,1,2,4,2,0,,,,,,
0.165263,358.4745,7.97055,85,1,S,1,0,0,9.15,-0.03,5373,22,1,587743797290009000,23535389+0758138,J235353.88+075814.1,358.474513,+7.970594,0.002,0.002,90,15.198,13.140,12.193,11.683,11.358,0.008,0.002,0.002,0.002,0.002,1237669518514910000,3,0,200810021058,3,2005.6983,-25,4,-32,4,0,,,,,,
0.194496,358.36162,7.87566,85,2,S,1,0,0,9.52,-0.03,5106,7,1,587743797290009000,23532680+0752322,J235326.77+075232.3,358.361566,+7.875652,0.002,0.002,90,14.871,12.953,12.052,11.606,11.304,0.007,0.002,0.002,0.002,0.002,1237669518514910000,3,0,00002010100A1114,3,2005.6983,-2,2,-3,2,0,,,,,,
0.058653,358.33192,7.87093,85,3,E,0,0.8,0.2,9.71,-0.04,5218,7,1,587743797289943000,23531967+0752152,J235319.66+075215.2,358.331923,+7.870914,0.002,0.002,90,15.391,13.461,12.569,12.094,11.778,0.007,0.002,0.002,0.002,0.002,1237669518514850000,3,0,00002010100A1014,3,2005.6983,-6,2,2,2,0,,,,,,
0.181612,358.38396,8.11813,85,4,S,1,0,0,10.66,-0.03,5154,58,1,587743960499159000,23533218+0807052,J235332.15+080705.0,358.383967,+8.118080,0.005,0.003,0,15.992,14.330,13.468,12.993,12.634,0.012,0.002,0.002,0.002,0.003,1237669681724060000,3,1,201890021010,3,2005.7337,,,,,0,,,,,,
0.184693,358.44158,7.86048,85,5,S0,0,0.2,0.8,10.77,-0.04,5661,29,1,587743959962288000,23534595+0751377,J235345.98+075137.8,358.441622,+7.860510,0.002,0.002,90,16.551,14.625,13.756,13.297,12.983,0.010,0.002,0.002,0.002,0.003,1237669681187190000,3,1,0000B01010061010,3,2005.7337,28,3,29,3,0,,,,,,
