objid,specobjid,Group,RA,Dec,M_r,z,Lum,rank_M,RA_BGG,Dec_BGG,M_BGG,dist2BGG,lgm,sfr,sSFR,rank_dist,rank_M_parent
1237671931745992749,3249485470198949888,704,164.064481245,9.754433906,-22.506328,0.03418927,74908517134.70456,2,164.183639201,9.758924262,-22.592515,7.384018819649328,10.80141,-9999.0,-10009.80141,3,2
1237671931745992750,3248393105379977216,704,164.069958531,9.754656412,-20.154737,0.034382341,8588054661.83316,3,164.183639201,9.758924262,-22.592515,7.044559662759554,9.83876,-9999.0,-10008.83876,2,7
1237671931745927249,3248393380257884160,704,164.017069905,9.739422873,-20.114202,0.033245328,8273338620.809925,4,164.183639201,9.758924262,-22.592515,10.387238335645453,9.932645,-0.8516195,-10.7842645,4,8
1237668310555033613,2837419024999016448,705,238.346563368,11.959176128,-22.703372,0.035481331,89814984648.55295,1,238.346563368,11.959176128,-22.703372,0.0,11.28377,0.7386628,-10.5451072,1,1
1237668310554968131,2836153761758472192,705,238.260686187,12.005363593,-21.664904,0.035298694,34511322332.83396,2,238.346563368,11.959176128,-22.703372,6.023442655420822,10.69379,0.03444189,-10.65934811,4,2
1237668310555033802,2837420674266458112,705,238.334713925,11.905460814,-20.203716,0.036100281,8984344575.138342,3,238.346563368,11.959176128,-22.703372,3.4527472603879956,9.745239,-0.02348824,-9.76872724,2,8
1237668310555033870,5496843002549301248,705,238.411477798,11.945617809,-20.052097,0.035555054,7813377363.82526,4,238.346563368,11.959176128,-22.703372,4.080191330663984,,,,3,11
1237664338253119517,2248454882182850560,708,177.019182035,37.44393117,-22.613015,0.042624506,82642985918.73717,1,177.019182035,37.44393117,-22.613015,0.0,11.31627,-1.267739,-12.584009,1,1
1237664819285393504,2291306698507315200,708,177.03052588,37.452638195,-21.723799,0.043937532,36435069308.75529,2,177.019182035,37.44393117,-22.613015,0.7870768442537479,10.87308,-1.536282,-12.409362,3,2
1237664338253119518,2248450484136339456,708,176.976488853,37.43647809,-21.517866,0.041961339,30140218750.809307,3,177.019182035,37.44393117,-22.613015,2.180740480978685,10.82663,-0.749202,-11.575832,4,3
1237664338253119520,2291310546798012416,708,177.018512839,37.440614382,-20.933671,0.045205081,17598206116.229496,4,177.019182035,37.44393117,-22.613015,0.2110568901805243,9.929051,-1.808642,-11.737693,2,4
1237659133289627743,1185732897131227136,711,237.409339616,42.034223583,-22.645433,0.033322616,85147754633.29443,1,237.409339616,42.034223583,-22.645433,0.0,11.26954,-1.036891,-12.306431,1,1
1237659133289693297,1185734546398668800,711,237.45078055,41.986362027,-21.59041,0.035428746,32222853737.11417,2,237.409339616,42.034223583,-22.645433,3.575818690363596,10.85965,-1.511948,-12.371598,2,2
1237659161199771728,1185733172009134080,711,237.493705646,42.078337264,-21.570651,0.035469124,31641743087.697487,3,237.409339616,42.034223583,-22.645433,4.813868389609332,10.84863,-1.442183,-12.290813,4,3
1237659133289693298,1185736745421924352,711,237.439868172,41.971369742,-19.672238,0.034778742,5506747965.304235,4,237.409339616,42.034223583,-22.645433,4.198590738631556,10.23205,-0.6222364,-10.8542864,3,12
1237668367999172911,2841794531253315584,712,241.897276088,13.943710714,-22.497805,0.034604512,74322789272.10178,1,241.897276088,13.943710714,-22.497805,0.0,11.23287,-1.159937,-12.392807,1,1
1237668367999172836,2845244798758053888,712,241.845653132,13.887920643,-22.429202,0.034011982,69771940216.82593,2,241.897276088,13.943710714,-22.497805,4.711687857013995,11.20287,-1.219134,-12.422004,2,2
1237665565545202013,2845247547537123328,712,241.871956164,13.846699999,-21.196568,0.034057204,22419565936.5966,3,241.897276088,13.943710714,-22.497805,6.2879602019931795,10.73064,0.2512478,-10.4793922,3,4
1237665566082072859,2845242874612705280,712,241.918030036,14.054549767,-20.025842,0.034832404,7626702396.437369,4,241.897276088,13.943710714,-22.497805,7.078229583809924,10.16024,-1.307588,-11.467828,4,10
1237661463307878522,1772337760623945728,713,247.264713576,25.713383124,-22.503263,0.042440491,74697350886.88097,1,247.264713576,25.713383124,-22.503263,0.0,11.33054,-1.389708,-12.720248,1,1
1237662642270896477,1771184093854197760,713,247.358428866,25.700087577,-21.216221,0.043091063,22829079474.230568,2,247.264713576,25.713383124,-22.503263,5.370881606745962,10.67779,-1.648327,-12.326117,2,3
1237662642270896472,1771197287993731072,713,247.40325214,25.765550381,-20.456822,0.043118324,11343022668.493082,3,247.264713576,25.713383124,-22.503263,8.49847868098383,10.20563,-0.195269,-10.400899,3,5
1237662642270896262,1586476029248038912,713,247.510285284,25.814538108,-20.208844,0.04250284,9026878562.74589,4,247.264713576,25.713383124,-22.503263,15.28042273793955,10.29155,-1.849954,-12.141504,4,7
1237654030863892549,573249118667827200,714,167.996400573,3.135771437,-22.583119,0.031016802,80398435916.65007,1,167.996400573,3.135771437,-22.583119,0.0,11.17597,-1.241174,-12.417144,1,1
1237654030863826964,573251317691082752,714,167.823914026,3.197968486,-21.411585,0.03114252,27329645601.84643,2,167.996400573,3.135771437,-22.583119,11.505141853845808,10.67941,-1.405571,-12.084981,4,2
1237654030863892655,574302176046770176,714,168.028239351,3.143374727,-20.990408,0.031374736,18542282779.13073,3,167.996400573,3.135771437,-22.583119,2.053820467408092,10.53474,-1.464029,-11.998769,2,4
1237654030863892624,574301076535142400,714,168.007855923,3.044430913,-20.914228,0.030923366,17285868307.447147,4,167.996400573,3.135771437,-22.583119,5.783922071415527,10.49689,-1.404508,-11.901398,3,5
1237667253461254252,2578353455273895936,715,140.721087079,21.975184008,-22.620668,0.034841959,83227567183.32278,1,140.721087079,21.975184008,-22.620668,0.0,11.12223,-1.054555,-12.176785,1,1
1237667211048583184,2578350706494826496,715,140.553626541,21.958065854,-20.705379,0.035991741,14261053200.197817,2,140.721087079,21.975184008,-22.620668,9.817086351421487,10.12806,-0.6481206,-10.7761806,2,4
1237667211048583252,2578355104541337600,715,140.523556985,21.98147547,-20.293858,0.035566706,9762098828.339527,3,140.721087079,21.975184008,-22.620668,11.515990956008778,9.942387,-0.3219642,-10.2643512,4,5
1237667211048583275,2578354554785523712,715,140.5417847,22.003741866,-19.632954,0.035514053,5311064796.896587,4,140.721087079,21.975184008,-22.620668,10.59932134154863,9.365183,-0.3086286,-9.6738116,3,9
1237663917339771127,2105486758622816256,716,119.380728925,52.682854059,-22.476775,0.041391613,72897057783.03116,1,119.380728925,52.682854059,-22.476775,0.0,11.20321,-1.242933,-12.446143,1,1
1237663917339771108,2105496929105373184,716,119.350308317,52.675627032,-20.10429,0.041049314,8198152637.917092,2,119.380728925,52.682854059,-22.476775,1.244618451720594,10.09639,-1.876925,-11.973315,2,6
1237663917339836570,2105485384233281536,716,119.421226026,52.713024742,-20.024983,0.041422297,7620670778.068038,3,119.380728925,52.682854059,-22.476775,2.4436473608270783,10.15898,-1.327671,-11.486651,4,8
1237663917339836556,2105497753739094016,716,119.344652401,52.712715506,-19.552827,0.040848617,4933223594.8877325,4,119.380728925,52.682854059,-22.476775,2.3253724471902855,9.735994,-0.7375403,-10.4735343,3,11
1237667486455300162,2741697729024518144,717,136.233886563,17.455132541,-22.442578,0.02994403,70636829840.13539,1,136.233886563,17.455132541,-22.442578,0.0,11.15364,-1.054685,-12.208325,1,1
1237667486455300339,2741693605855913984,717,136.229337068,17.425797508,-20.848329,0.030304173,16267903966.824957,2,136.233886563,17.455132541,-22.442578,1.863240222272906,10.55407,-1.57704,-12.13111,4,4
1237667486455300163,5964126101726490624,717,136.211380174,17.45026246,-20.784807,0.027769019,15343442141.89911,3,136.233886563,17.455132541,-22.442578,1.383288125439084,,,,2,5
1237667486455300164,2741695530001262592,717,136.207872108,17.461485465,-19.688825,0.028708968,5591521510.987719,4,136.233886563,17.455132541,-22.442578,1.6095248027261286,9.986221,-1.773401,-11.759622,3,9
1237651496830501001,488751641869182976,718,117.341561806,43.767234541,-22.45006,0.032183204,71125281785.05617,1,117.341561806,43.767234541,-22.45006,0.0,11.20775,-1.004473,-12.212223000000002,1,1
1237651496830501270,488739822119184384,718,117.2397776,43.786579071,-21.21944,0.031905573,22896863758.66475,2,117.341561806,43.767234541,-22.45006,4.774935834019665,10.56013,0.2900581,-10.2700719,3,2
1237651496830501214,488729101880813568,718,117.09382305,43.780473106,-19.752486,0.031909327,5929176791.676177,3,117.341561806,43.767234541,-22.45006,11.270484837228803,10.08997,-1.494947,-11.584917,4,9
1237651496830501304,1954567512163117056,718,117.31964304,43.752112738,-19.455879,0.03134966,4511818285.300449,4,117.341561806,43.767234541,-22.45006,1.3755471444056515,9.959594,-1.838885,-11.798479,2,11
1237663918414758008,6693625683509964800,722,120.370075458,55.599219366,-22.382508,0.034237624,66834884212.67322,1,120.370075458,55.599219366,-22.382508,0.0,,,,1,1
1237663918414758193,2106651966087129088,722,120.221862269,55.563107678,-22.02986,0.034173692,48299651815.16395,2,120.370075458,55.599219366,-22.382508,5.731982920228821,11.11803,-0.3711592,-11.489189199999998,4,2
1237663918414823576,2106651691209222144,722,120.496009715,55.621743448,-20.483083,0.034585688,11620724360.60518,3,120.370075458,55.599219366,-22.382508,4.687932170139374,10.38448,-1.450004,-11.834484,3,6
1237663918414758364,2106651416331315200,722,120.314283281,55.618985176,-19.396331,0.033397387,4271027817.24355,4,120.370075458,55.599219366,-22.382508,2.337296876724831,9.460462,-2.102495,-11.562957,2,11
1237665225693855754,2358765860677511168,724,182.290972301,31.569515347,-22.274455,0.023499468,60503709194.962265,1,182.290972301,31.569515347,-22.274455,0.0,11.01576,-1.57865,-12.59441,1,1
1237665225693921343,2256361750125373440,724,182.579381215,31.550113164,-20.333488,0.022875801,10125003919.339312,2,182.290972301,31.569515347,-22.274455,15.489070576823469,10.1086,-1.657341,-11.765941,3,4
1237665328777592916,2256369721584674816,724,182.246026311,31.300500505,-19.576581,0.024312722,5042343176.898733,3,182.290972301,31.569515347,-22.274455,17.07358393408858,9.547343,-0.3933629,-9.9407059,4,5
1237665329314398323,2358760912875186176,724,182.079166356,31.657951796,-19.300962,0.023518679,3911873478.669876,4,182.290972301,31.569515347,-22.274455,12.62214223094429,9.341688,-0.4851156,-9.8268036,2,6
1237664814988328970,960568032470525952,725,205.413805686,5.032875632,-22.098076,0.024269862,51431643211.222664,1,205.413805686,5.032875632,-22.098076,0.0,10.95874,-1.288014,-12.246754,1,1
1237664814988263512,960565283691456512,725,205.271673644,5.105799021,-20.91633,0.024283252,17319366398.564068,2,205.413805686,5.032875632,-22.098076,10.006178774654138,10.19089,-0.356906,-10.547796,4,4
1237664814988263474,960564733935642624,725,205.344000022,5.040132069,-20.897427,0.024433053,17020440667.898935,3,205.413805686,5.032875632,-22.098076,4.392809786590388,10.39352,-0.6600235,-11.0535435,2,5
1237664814988263447,961627686785017856,725,205.30102092,5.054319637,-19.328731,0.024433037,4013214752.172592,4,205.413805686,5.032875632,-22.098076,7.186474002536968,9.408957,-0.438291,-9.847248,3,8
1237654601571106901,654167676612012032,726,167.602290775,4.830046938,-22.230909,0.031570703,58125084866.85108,1,167.602290775,4.830046938,-22.230909,0.0,10.77422,0.6411343,-10.1330857,1,1
1237654601571041343,654169875635267584,726,167.55356787,4.78436496,-20.836915,0.031436357,16097780451.508104,2,167.602290775,4.830046938,-22.230909,4.188624339764243,10.60392,-2.012288,-12.616208,4,2
1237654601571106889,654168226367825920,726,167.596569009,4.789708985,-20.65516,0.033035622,13616453271.52405,3,167.602290775,4.830046938,-22.230909,2.5597012782719992,10.17957,0.2060978,-9.9734722,2,3
1237654601571041490,5370743865723252736,726,167.576871269,4.796354845,-20.376814,0.032504392,10537209142.200714,4,167.602290775,4.830046938,-22.230909,2.648464490448962,,,,3,5
1237662264319279158,2041397608953440256,727,220.693308909,8.725569972,-21.861333,0.034819176,41355492768.69017,1,220.693308909,8.725569972,-21.861333,0.0,10.92415,0.2579727,-10.6661773,1,1
1237662264319279213,2041394860174370816,727,220.71425151,8.758879426,-21.678947,0.035840243,34960593764.08469,2,220.693308909,8.725569972,-21.861333,2.464082669913966,10.82206,-0.8540087,-11.6760687,3,2
1237662264319279400,2041395409930184704,727,220.727212124,8.696027846,-20.405564,0.035826434,10819958623.690245,3,220.693308909,8.725569972,-21.861333,2.806975059545865,9.951917,0.1476113,-9.8043057,4,7
1237662264319279389,2041395684808091648,727,220.716979668,8.717085269,-19.62816,0.033577901,5287665820.328295,4,220.693308909,8.725569972,-21.861333,1.5637595931724455,9.781559,-0.2065293,-9.9880883,2,10
1237674649384124427,310834717979076608,774,162.338072546,-0.668071678,-22.847922,0.039915316,102605065039.4828,1,162.338072546,-0.668071678,-22.847922,0.0,11.32287,-0.9805743,-12.3034443,1,1
1237648720686153850,309641747879716864,774,162.35360231,-0.429879442,-21.681183,0.039724371,35032666922.78343,2,162.338072546,-0.668071678,-22.847922,14.997832027351365,10.912,-1.459811,-12.371811,3,2
1237648720149217569,310827296275589120,774,162.289475017,-0.908548803,-20.490583,0.03926121,11701275373.69099,3,162.338072546,-0.668071678,-22.847922,15.415013345506123,10.35027,-1.334618,-11.684888,4,5
1237674649384124576,309625530083207168,774,162.440076517,-0.838953264,-20.071545,0.039047096,7954593664.93975,4,162.338072546,-0.668071678,-22.847922,12.503936481728475,10.12821,-1.041589,-11.169799,2,9
1237667210504896683,2558178791058860032,780,125.596265722,15.519140563,-22.632761,0.044968123,84159742883.83722,1,125.596265722,15.519140563,-22.632761,0.0,11.28804,-1.187164,-12.475204000000002,1,1
1237667210504896599,5064330860531740672,780,125.52821584,15.583279543,-21.827706,0.044418038,40094278249.26933,2,125.596265722,15.519140563,-22.632761,5.762659249235657,,,,4,2
1237667210504896684,2560382487456933888,780,125.593691406,15.532167311,-20.232111,0.045178047,9222409454.03256,3,125.596265722,15.519140563,-22.632761,0.8331997766042273,10.36733,-1.958865,-12.326195,2,5
1237667210504897126,2558177691547232256,780,125.675752929,15.496443714,-20.085344,0.043086352,8056336542.76508,4,125.596265722,15.519140563,-22.632761,5.019355247269683,9.419231,0.0736293,-9.3456017,3,7
1237665329323376654,2357677075613116416,784,205.853636643,30.069516329,-22.618914,0.041153636,83093222118.78915,1,205.853636643,30.069516329,-22.618914,0.0,11.26417,-0.3797529,-11.6439229,1,1
1237665329323376833,2357677625368930304,784,205.906020521,30.067368211,-21.173328,0.0409113,21944778416.915203,2,205.853636643,30.069516329,-22.618914,2.8516433417233,10.73032,-1.345162,-12.075482,2,3
1237665329323311205,2357681473659627520,784,205.689175352,30.085051998,-20.99839,0.041579476,18679102273.62114,3,205.853636643,30.069516329,-22.618914,8.995136402068429,10.65623,-1.609574,-12.265804,4,6
1237665329323311234,2357677900246837248,784,205.74547059,30.088403124,-20.521619,0.041182633,12040585334.7236,4,205.853636643,30.069516329,-22.618914,5.99958885641204,10.28174,-1.502872,-11.784612,3,10
1237667781239636022,3110987412302489600,786,222.301634603,17.020936776,-22.643798,0.038088342,85019627922.27513,1,222.301634603,17.020936776,-22.643798,0.0,11.21133,-0.9740408,-12.1853708,1,1
1237667733987524662,3126679368164730880,786,222.388002998,17.200268274,-21.479329,0.037852747,29089188103.53114,2,222.301634603,17.020936776,-22.643798,12.404089367285604,10.74307,-0.5944939,-11.3375639,4,5
1237667781239701680,3126681567187986432,786,222.464480897,17.079006429,-20.316599,0.038655191,9968724642.00869,3,222.301634603,17.020936776,-22.643798,10.440524710443809,10.27999,-0.04800769,-10.32799769,3,7
1237667781239636222,3111008303023417344,786,222.350637333,16.999042141,-20.20151,0.037893901,8966108706.175703,4,222.301634603,17.020936776,-22.643798,3.249776849837293,10.21756,-0.8796751,-11.0972351,2,8
1237667254008807454,2489504395524335616,788,166.693557072,28.719532793,-22.412272,0.032542681,68692417370.285835,1,166.693557072,28.719532793,-22.412272,0.0,11.07938,-0.8098711,-11.8892511,1,1
1237667254008873043,2489395268995278848,788,166.786406224,28.592448763,-21.653166,0.034917397,34140226651.513058,2,166.693557072,28.719532793,-22.412272,9.485064068183554,10.77427,-0.7909401,-11.5652101,4,3
1237667254008807579,2489397742896441344,788,166.681371217,28.629441878,-19.629494,0.035393285,5294166553.447885,3,166.693557072,28.719532793,-22.412272,5.700299681237197,9.660279,-0.1814814,-9.841760399999998,2,9
1237667211596136520,2491704518392178688,788,166.543192012,28.740299487,-19.519464,0.034765285,4783938632.885783,4,166.693557072,28.719532793,-22.412272,8.386779086969831,9.399301,-0.4582106,-9.8575116,3,11
1237662263783522317,2042519671508330496,789,223.173072378,7.931864332,-22.535673,0.036180275,76960733812.20033,1,223.173072378,7.931864332,-22.535673,0.0,11.19316,-0.9770532,-12.1702132,1,1
1237662263783522502,2042515823217633280,789,223.201640413,7.945823119,-21.637511,0.036066492,33651497871.746445,2,223.173072378,7.931864332,-22.535673,1.9823542014081188,10.84928,-0.8433772,-11.6926572,2,2
1237662237482942641,2042419890828109824,789,223.167028327,7.819173879,-20.74981,0.036549738,14856756315.50463,3,223.173072378,7.931864332,-22.535673,7.090535751370915,10.40577,-1.508033,-11.913803,4,6
1237662263783522538,2042530116868794368,789,223.216249972,7.900820869,-20.500888,0.036617034,11812863890.787004,4,223.173072378,7.931864332,-22.535673,3.3203752113463487,10.34741,-1.720772,-12.068182,3,7
1237660670888837190,1470572663159154688,790,148.509261843,10.608248138,-22.578893,0.040952444,80086110126.84222,1,148.509261843,10.608248138,-22.578893,0.0,11.23907,-1.371254,-12.610324,1,1
1237661065489612923,1470579260228921344,790,148.55007622,10.503233584,-21.321003,0.042252605,25142079771.628,2,148.509261843,10.608248138,-22.578893,7.063475732900605,10.77757,-1.59539,-12.37296,4,3
1237660670888902789,1470574862182410240,790,148.570121922,10.582645749,-20.912831,0.041010349,17263641150.49946,3,148.509261843,10.608248138,-22.578893,4.088516175572584,10.53863,-1.62798,-12.16661,3,5
1237660670888902772,1470582833641711616,790,148.53314898,10.607137207,-20.670314,0.041526105,13807835359.357988,4,148.509261843,10.608248138,-22.578893,1.4768745779429382,10.13635,0.03087512,-10.10547488,2,6
1237662662681559181,1865733852438226944,793,242.844087027,23.965010131,-22.447691,0.032288223,70970260609.14525,1,242.844087027,23.965010131,-22.447691,0.0,10.84426,-9999.0,-10009.84426,1,1
1237662225163420013,1865718184397531136,793,242.898698182,24.076608832,-20.860405,0.031617326,16449852191.729675,2,242.844087027,23.965010131,-22.447691,7.680523407237511,10.46989,-1.672659,-12.142549,3,5
1237662662681624832,1865734127316133888,793,242.830662902,23.842854689,-20.132509,0.032508847,8414021162.561804,3,242.844087027,23.965010131,-22.447691,7.713891638740953,9.974934,-9999.0,-10008.974934,4,6
1237662662681559448,1865736051461482496,793,242.798144252,23.951888027,-19.773921,0.033212707,6047395884.071174,4,242.844087027,23.965010131,-22.447691,2.7637985694291456,9.956621,-9999.0,-10008.956621,2,7
1237655501884293289,709415656872765440,795,250.405693364,40.163495581,-22.280701,0.033653355,60852776729.656204,1,250.405693364,40.163495581,-22.280701,0.0,11.20605,-1.322515,-12.528565,1,1
1237655474505580845,709413182971602944,795,250.534092057,40.276903997,-21.604468,0.032777947,32642784656.41316,2,250.405693364,40.163495581,-22.280701,9.419232827904308,10.50353,-0.1891508,-10.6926808,4,2
1237655501884293573,920029588627679232,795,250.343648312,40.13629425,-19.591014,0.034186941,5109819978.575708,3,250.405693364,40.163495581,-22.280701,3.4351391558274624,9.904016,-2.262533,-12.166549,2,9
1237655501884358970,709412358337882112,795,250.478160663,40.141039224,-19.315607,0.031183533,3964996424.3019886,4,250.405693364,40.163495581,-22.280701,3.7553528521649007,9.356142,-0.3134257,-9.6695677,3,11
1237670965383856174,2740480569619015680,796,136.209004837,13.561891317,-22.322159,0.029280921,63221325932.5353,1,136.209004837,13.561891317,-22.322159,0.0,11.20251,-1.312344,-12.514854,1,1
1237670965383790750,2740479744985294848,796,136.154449609,13.554090807,-22.022579,0.02903725,47976835612.26015,2,136.209004837,13.561891317,-22.322159,3.3681350887714303,11.00185,-0.307327,-11.309177,2,3
1237670965383790831,2740488541078317056,796,136.125901236,13.619302807,-19.721541,0.02865798,5762572468.526393,3,136.209004837,13.561891317,-22.322159,6.226680416487765,9.717189,-0.7965206,-10.5137096,3,8
1237670965383921837,2740473697671342080,796,136.341911165,13.625770093,-19.601682,0.029292055,5160274446.897592,4,136.209004837,13.561891317,-22.322159,9.054934878676036,9.486813,-0.3328946,-9.8197076,4,9
1237668586504781905,6032749372923113472,797,164.52151186,17.124418393,-22.360273,0.031649018,65480079798.32495,1,164.52151186,17.124418393,-22.360273,0.0,,,,1,1
1237668586504781975,2795775559571892224,797,164.536458369,17.095714836,-22.052746,0.03135499,49328555716.01497,2,164.52151186,17.124418393,-22.360273,2.0144986662210114,10.87085,-1.356277,-12.227127,3,2
1237668586504782055,2800206591431829504,797,164.517650204,17.143755225,-20.223743,0.03176735,9151603590.053743,3,164.52151186,17.124418393,-22.360273,1.2368959724535291,10.24053,-0.632622,-10.873152,2,6
1237668586504847567,2797933906333034496,797,164.600032215,17.221150545,-19.615537,0.03036724,5226546275.93417,4,164.52151186,17.124418393,-22.360273,7.691470986895932,10.05776,-2.22036,-12.27812,4,8
1237662305650999364,1552702060061812736,798,210.083828827,38.915429538,-22.578421,0.018576853,80051302013.68846,1,210.083828827,38.915429538,-22.578421,0.0,11.06464,-1.513384,-12.578024,1,1
1237662193998102638,1552698761526929408,798,210.208724242,39.156230245,-21.471524,0.018600811,28880825333.440376,2,210.083828827,38.915429538,-22.578421,16.311664641171166,10.73548,-1.630743,-12.366223000000002,4,2
1237662193461231736,1552702884695533568,798,210.03841974,38.673213995,-20.933966,0.019260172,17602988287.18394,3,210.083828827,38.915429538,-22.578421,15.380455610325976,10.47832,-1.282159,-11.760479,3,4
1237662193461166177,1551502217612126208,798,209.877432379,38.792994502,-19.79619,0.019013855,6172711792.801483,4,210.083828827,38.915429538,-22.578421,12.695218818835109,9.63372,-0.495,-10.12872,2,5
1237665024911999057,2374637585801701376,801,203.991175496,33.430019843,-22.13896,0.025732368,53405255850.79643,1,203.991175496,33.430019843,-22.13896,0.0,11.0082,-1.443414,-12.451614,1,1
1237665024911998985,2374635386778445824,801,203.993208895,33.473910342,-21.802738,0.024877295,39182775872.9749,2,203.991175496,33.430019843,-22.13896,2.759780862224802,10.91263,-1.695427,-12.608057,2,2
1237665024911999138,2374635661656352768,801,204.081827551,33.423438733,-21.002832,0.025665422,18755679377.44378,3,203.991175496,33.430019843,-22.13896,4.771644155957394,10.71216,-0.4407246,-11.1528846,3,3
1237665024911933591,2243933145982330880,801,203.89977729,33.479581554,-20.503982,0.025644817,11846574774.412182,4,203.991175496,33.430019843,-22.13896,5.714333074841295,10.37038,-1.00318,-11.37356,4,4
1237667550347460633,2811448553136744448,802,170.609792221,24.299064614,-22.169887,0.026199381,54948368235.28204,1,170.609792221,24.299064614,-22.169887,0.0,11.09057,-1.360009,-12.450579,1,1
1237667550347460634,2811437008264652800,802,170.627250154,24.299906507,-20.622412,0.026159256,13211885462.002302,2,170.609792221,24.299064614,-22.169887,1.001133797628594,10.36214,-1.036447,-11.398587,2,2
1237667550347526220,2806877332889954304,802,170.794513196,24.137311365,-20.488333,0.026428885,11677051618.106398,3,170.609792221,24.299064614,-22.169887,14.674175535071198,10.56291,-0.3251628,-10.8880728,4,3
1237667911661191278,2807043908901562368,802,170.428366899,24.290924572,-19.208277,0.026528773,3591788867.0754623,4,170.609792221,24.299064614,-22.169887,10.402339511423328,9.81867,-1.810022,-11.628692,3,6
1237655742409867289,5377306021365215232,803,228.525766351,4.222147949,-22.12027,0.038236031,52493798517.26614,1,228.525766351,4.222147949,-22.12027,0.0,,,,1,1
1237655742409736258,664449754582771712,803,228.300042066,4.283380153,-21.721909,0.036941754,36371699975.30399,2,228.525766351,4.222147949,-22.12027,14.657560086434083,10.89738,-1.314482,-12.211862,3,3
1237655742409801806,664448929949050880,803,228.430476335,4.362135945,-21.221548,0.03828277,22941362113.49603,3,228.525766351,4.222147949,-22.12027,10.63065202860914,10.54837,0.180934,-10.367436,2,4
1237655742409736462,664450304338585600,803,228.28941558,4.2654654,-19.570849,0.038602296,5015792942.102304,4,228.525766351,4.222147949,-22.12027,15.057661265938457,10.05677,-1.941961,-11.998731,4,10
1237671930134790189,3249415926088493056,804,162.859667044,8.298678657,-22.042073,0.022472706,48846021917.848206,1,162.859667044,8.298678657,-22.042073,0.0,10.60775,-9999.0,-10009.60775,1,1
1237658491734982745,3248281779827664896,804,162.757163941,8.473491723,-20.864221,0.022923752,16507769646.687773,2,162.859667044,8.298678657,-22.042073,12.698098781838178,10.18079,-9999.0,-10009.18079,4,3
1237658425165742187,3249415101454772224,804,162.890628992,8.16494077,-19.631067,0.021591868,5301842229.559282,3,162.859667044,8.298678657,-22.042073,8.620752798549658,9.587828,-2.320091,-11.907919,2,6
1237658491735048241,3248256216182319104,804,162.83614485,8.445004739,-19.57738,0.022148764,5046055234.179027,4,162.859667044,8.298678657,-22.042073,9.309485620934735,9.632244,-0.5905123,-10.2227563,3,7
1237651822173552694,659887330512889856,805,218.322967192,3.903396694,-21.950975,0.030310039,44914854795.93536,1,218.322967192,3.903396694,-21.950975,0.0,10.53046,-0.1284553,-10.6589153,1,1
1237651822173552809,5381874217804034048,805,218.290455222,3.94666166,-21.762419,0.03004989,37754402367.21352,2,218.322967192,3.903396694,-21.950975,3.3975319669642534,,,,3,2
1237651822173487316,659875785640798208,805,218.244860726,3.895497867,-19.956938,0.030372481,7157728151.746363,3,218.322967192,3.903396694,-21.950975,4.9213016392512055,9.961837,-0.5448089,-10.5066459,4,9
1237651822173552811,658694635341768704,805,218.294154074,3.942489739,-19.323594,0.030788044,3994271669.66617,4,218.322967192,3.903396694,-21.950975,3.048851237530759,9.267985,-0.3659898,-9.6339748,2,10
1237667734496804876,2672904309074585600,841,155.657263801,19.39685741,-22.798155,0.04044353,98008106775.23068,1,155.657263801,19.39685741,-22.798155,0.0,11.45108,-1.276528,-12.727608,1,1
1237667735033741365,2673035150958290944,841,155.689664294,19.788214421,-22.247506,0.040092032,59020434175.255875,2,155.657263801,19.39685741,-22.798155,24.664367832474248,10.90804,-1.396372,-12.304412,3,2
1237667782285787299,2672906782975748096,841,155.570472545,19.621831515,-21.577018,0.040166464,31827842478.806416,3,155.657263801,19.39685741,-22.798155,15.04110259410684,10.75276,-0.9723276,-11.7250876,2,3
1237667735033741333,2674085734402516992,841,155.69742748,19.79171942,-19.82943,0.040291821,6364612977.48191,4,155.657263801,19.39685741,-22.798155,24.923559631595953,10.62018,-1.274155,-11.894335,4,8
1237667550342086696,2664053240068335616,844,157.425995533,22.360642468,-22.790979,0.042138977,97362473804.47804,1,157.425995533,22.360642468,-22.790979,0.0,11.35125,-1.082215,-12.433465,1,1
1237667550342086930,2664053514946242560,844,157.465731944,22.400411077,-20.308025,0.042996534,9890312180.442724,2,157.425995533,22.360642468,-22.790979,3.401990171683964,9.579924,-0.1072404,-9.6871644,4,8
1237667550342086875,2664052415434614784,844,157.37031051,22.367815599,-20.224234,0.040899835,9155743134.746689,3,157.425995533,22.360642468,-22.790979,3.266866123027312,10.18656,-1.950019,-12.136579,3,9
1237667550342086697,2665066165524523008,844,157.427715667,22.350700169,-19.817151,0.042656993,6293038663.545955,4,157.425995533,22.360642468,-22.790979,0.6326394221528916,9.678252,-2.093513,-11.771765,2,11
1237654880211107970,669949511174481920,847,239.945697026,2.712762856,-22.830765,0.032867045,100996424719.56546,1,239.945697026,2.712762856,-22.830765,0.0,12.45344,-0.02775903,-12.48119903,1,1
1237651737930694670,669951160441923584,847,239.957039044,2.667222115,-21.916399,0.033676146,43507046302.50514,2,239.945697026,2.712762856,-22.830765,2.9486267067570373,12.00417,-0.5268748,-12.5310448,2,2
