objid,specobjid,Group,RA,Dec,M_r,Lum,z,dist2BGG,lgm,sfr,sSFR,rank_dist,BGG_ID,rank_M,RA_BGG,Dec_BGG,M_BGG
1237648720171696336,342358810825877504,9765,213.554877832,-0.894392621,-22.173834,55148486738.33384,0.038624485,13.850201235778414,10.93987,-0.8761289,-11.8159989,4,559558,2,213.752623869,-0.796946989,-22.200554
1237648704594575483,347965501953042432,7163,223.403838186,0.005705445,-21.264112,23858591424.747993,0.044524326,0.5687383020451597,10.89773,-1.705437,-12.603167,2,6855,2,223.396096989,0.010396721,-22.032088
1237648704595492963,349091401792776192,4000,225.438501471,0.008479337,-22.030907,48346250727.347786,0.041584416,0.0,11.09604,-1.370457,-12.466497,1,13864,1,225.438501471,0.008479337,-22.030907
1237651066815578330,673449811357231104,11071,180.848134428,65.164012939,-20.149489,8546643717.983711,0.039758855,5.827783011696056,10.10338,-1.084145,-11.187525,3,64746,2,181.000920836,65.097122752,-21.926905
1237648722289623054,299616121282127872,7327,146.020908347,0.733551682,-22.019332,47833570537.58385,0.037313006,0.0,11.10819,-1.555075,-12.663265,1,14159,1,146.020908347,0.733551682,-22.019332
1237648721771888672,326659989374527488,3126,189.754670505,0.365546508,-22.087241,50920938578.10691,0.024143606,0.0,11.03809,-1.479214,-12.517304,1,14194,1,189.754670505,0.365546508,-22.087241
1237651252024312012,505654709252548608,7069,134.484286865,54.853511679,-20.199682,8951025616.1669,0.038827108,13.913464540225888,9.919941,-0.09648798,-10.01642898,5,9974,3,134.436888853,55.073273103,-22.172776
1237651249881939975,868094156705130496,699,154.075945717,60.311767554,-21.280019,24210714142.59872,0.032449387,4.870293077069679,10.8007,-1.65971,-12.46041,5,526601,3,154.095873707,60.234886873,-22.604233
1237648722834620487,311963916404025344,3025,164.573528311,1.141864834,-20.375507,10524532171.288307,0.041096309,15.77485818108811,10.2752,0.1212177,-10.1539823,8,4916,4,164.824374774,1.153473532,-22.289086
1237648721249763542,347956980737927168,7163,223.426682417,-0.012720527,-20.242279,9309183691.232738,0.043779899,2.4089076512366536,9.71757,0.02892388,-9.68864612,4,6855,4,223.396096989,0.010396721,-22.032088
1237648722284314869,528110310322628608,5200,133.948594184,0.794284344,-22.148959,53899358955.91302,0.042493262,0.0,10.95607,0.6314804,-10.3245896,1,15388,1,133.948594184,0.794284344,-22.148959
