sample,group_uid,Group,objid,plate,mjd,fiberID,rank_M,role,is_bgg,is_sat,z,lgm,M_r,r_petro_dered,SN,morphology4,sf_state,sigma,log_sigma,fibre_light_fraction,fibre_radius_kpc,R50_arcsec,R50_kpc,fibre_radius_over_R50,RUN2D,gallazzi_match,gallazzi_valid,gallazzi_usable,gallazzi_logz_solar,gallazzi_logz_lo,gallazzi_logz_hi,gallazzi_logz_unc,firefly_match,firefly_spectrum_quality,ff_miles_lw_valid,ff_miles_lw_usable,ff_miles_lw_precision03,ff_miles_lw_logz,ff_miles_lw_logz_lo,ff_miles_lw_logz_hi,ff_miles_lw_logz_unc,ff_elodie_lw_logz,ff_elodie_lw_usable,ff_miles_mw_logz,ff_miles_mw_usable,ff_elodie_mw_logz,ff_elodie_mw_usable,valid_core,Mgb,Mgb_err,Fe5270,Fe5270_err,Fe5335,Fe5335_err,MgFe,MgFe_err,Mg2,Mg2_err,D4000n,D4000n_err,HdA_sub,HdA_sub_err
CG4,HMCG:52,52,1237664837006852244,1939,53389,509,3,Satellite,0,1,0.028559419,10.09972,-20.695075,14.76186313,30.52448,Spiral,Starforming,74.02267,1.8693647460570346,0.10274767421086808,0.8876899106353797,5.3956835087668145,3.193129207809337,0.27799999713897705,26,False,False,False,,,,,True,True,True,True,True,-0.062396561398671085,-0.1387524855065975,-0.062396561398671085,0.038177962053963205,-0.3006665564381726,True,-0.6060438375572742,True,-0.6686395231550413,True,1,1.772286,0.337025,1.892745,0.3280602,1.314298,0.3452902,1.7514099690004736,0.2107291641028531,0.08190338,0.01044013,1.164711,0.007944811,4.623186,0.397294
CG4,HMCG:52,52,1237664879949906004,1939,53389,455,4,Satellite,0,1,0.025651397,10.06748,-19.951564,15.498649129999999,24.35591,Elliptical,Quenched,99.9559,1.9998084338900481,0.1300732525075129,0.8001108988389581,7.134268238334005,3.805470515154434,0.21025281779288413,26,False,False,False,,,,,True,True,True,True,True,-0.1231358190374761,-0.23640805378214774,0.005382592656735859,0.1208953232194418,-0.1983087080057814,True,-0.26734992123701173,True,-0.25678909191546573,True,1,3.747044,0.3999509,2.230779,0.4127938,1.744398,0.4191855,2.801522726144137,0.2608089857075984,0.1873613,0.0131425,1.738286,0.02946559,-0.7755685,0.8557831
CG4,HMCG:61,61,1237661382235652124,1594,52992,79,1,BGG,1,0,0.04172448,11.04974,-21.900089,14.52299328,40.95362,Spiral,Starforming,147.3967,2.1684877604034027,0.13818089458964958,1.2765137979890442,5.297029778199174,4.5078210668200605,0.2831775660717455,26,True,True,True,-0.6545299956639812,-0.7629299956639812,-0.5185299956639811,0.12220000000000009,True,True,True,True,True,-0.17608941330805536,-0.324387986477199,-0.11931785883562805,0.10253506382078548,-0.1508449289923749,True,-0.44277223195708,True,-0.3006665564381726,True,1,2.744964,0.2284884,1.672943,0.2547621,1.023945,0.262026,2.023204139021033,0.1582751132285361,0.1179385,0.007337234,1.276553,0.008002457,3.916447,0.3359259
CG4,HMCG:61,61,1237661382235652235,1595,52999,260,2,Satellite,0,1,0.041756884,10.28243,-20.062687,16.31439597,21.30324,Elliptical,Quenched,140.8165,2.1486535457088607,0.289214458132876,1.277455585646272,5.550061417096351,4.726637971966397,0.2702672794537761,26,True,True,True,0.12247000433601873,-0.016729995663981256,0.2337700043360187,0.12524999999999997,True,True,True,True,True,-0.2892746251283065,-0.30647653141567716,-0.26203736643140163,0.022219582492137763,-0.00036000557862243517,True,-0.3006665564381726,True,-0.00036000557862243517,True,1,4.130992,0.4389204,3.346031,0.4579727,1.313275,0.479299,3.3869135855591943,0.2819769611787982,0.2379703,0.01420705,1.886268,0.03753441,-0.9204608,0.9192725
CG4,HMCG:61,61,1237661382235652234,1945,53387,365,3,Satellite,0,1,0.0409836,10.09958,-19.802919,16.56577769,21.41493,Elliptical,Quenched,97.07014,1.9870856559884325,0.39280770683634364,1.2549607184568532,2.1788412527184295,1.8229067892766337,0.6884393244016865,26,False,False,False,,,,,True,True,True,True,True,0.0714113894018661,0.0714113894018661,0.12003830018504674,0.02431345539159032,-0.021079757759797816,True,0.16966679416987027,True,-0.030271526760011918,True,1,4.034679,0.4351366,3.334213,0.4455342,2.890788,0.4548478,3.5988244556613207,0.274029578302203,0.2108319,0.014204,1.838832,0.03260614,-2.12911,0.8890023
CG4,HMCG:61,61,1237661382235652236,1594,52992,72,4,Satellite,0,1,0.041354118,10.02217,-19.701835,16.67322974,25.81571,Spiral,Quenched,96.60043,1.9849790596060894,0.3843049691266939,1.2657443659648557,1.5230961673692474,1.2852335951135265,0.9848360413058225,26,True,True,True,-0.30902999566398126,-0.40972999566398105,-0.21432999566398125,0.0976999999999999,True,True,True,True,True,-0.07594282963262874,-0.16328380351680608,-0.009119148331831268,0.0770823275924874,-0.26203736643140163,True,-0.22656522730891981,True,-0.2727281867109631,True,1,3.567438,0.3646094,2.619301,0.3914112,1.893869,0.388781,2.9359108449572373,0.2370640803153329,0.2053284,0.01149769,1.797703,0.02957506,-2.121684,0.7793627
CG4,HMCG:63,63,1237661381699174422,1945,53387,536,1,BGG,1,0,0.039612044,11.46481,-23.270799,13.00097179,44.87536,Elliptical,Quenched,264.8539,2.4230063723481092,0.08936675735903958,1.214958198671266,10.76564,8.719868387962219,0.13933217161264913,26,False,False,False,,,,,True,True,True,True,True,0.17548977917257252,0.16966679416987027,0.18878060169439917,0.009556903762264451,0.07870072299485384,True,0.09986115685840526,True,0.1287135660717291,True,1,4.232231,0.2022982,2.705673,0.2199294,2.294297,0.2287116,3.311124043841202,0.1348286202002199,0.286323,0.006678584,1.964504,0.0103449,-2.642309,0.3152688
CG4,HMCG:63,63,1237661381699108952,1945,53387,525,2,Satellite,0,1,0.039922336,10.8073,-21.333269,14.94600832,35.43573,Elliptical,Quenched,187.6203,2.2732798260527596,0.23400007682812807,1.2240197607864267,3.5917312800790726,2.9309000415010087,0.4176258976609679,26,False,False,False,,,,,True,True,True,True,True,0.17741355266189243,0.09524713375865783,0.18878060169439917,0.04676673396787067,0.0383308008134032,True,0.10669156061825541,True,0.0383308008134032,True,1,4.462799,0.2583406,2.983835,0.2754252,2.791563,0.2789159,3.616074652596813,0.1680810714406086,,,1.914465,0.01802612,-2.423347,0.5041097
CG4,HMCG:63,63,1237661381699108923,5798,56326,900,3,Satellite,0,1,0.040217334,,-21.311142,14.99693441,,NoGZ,NosSFR,223.5771,2.3494273186555903,0.3411237835631198,1.2326283657455877,1.957161,1.6083014432873335,0.7664162529296261,v5_13_0,False,False,False,,,,,True,True,False,False,False,,,,,,False,,False,,False,0,,,,,,,,,,,,,,
CG4,HMCG:63,63,1237661381699108924,1945,53387,530,4,Satellite,0,1,0.039664127,10.21994,-20.55465,15.76325542,31.60806,Uncertain,Starforming,76.47802,1.88353663561996,0.32306953009524925,1.2164796724552058,2.652795810529777,2.1513814524558703,0.5654411824860514,26,False,False,False,,,,,True,True,True,True,True,-0.1549517826247632,-0.19377293476141427,-0.1387524855065975,0.02751022462740839,-0.07939644884409477,True,-0.8298363053665552,True,-0.23640805378214774,True,1,2.793431,0.2938865,1.96013,0.3201927,2.30986,0.3180155,2.3977141115333995,0.191398278941117,0.1298688,0.009479983,1.30083,0.008880645,2.617322,0.3953595
CG4,HMCG:73,73,1237664336632741928,1949,53433,9,1,BGG,1,0,0.021581224,11.06783,-22.475486,12.46120614,46.8638,Spiral,Quenched,201.4979,2.3042705243075776,0.07430533559804103,0.6764844628015967,13.77694,6.213257236633219,0.10887758820173421,26,False,False,False,,,,,True,True,True,True,True,0.21243398995807833,0.17548977917257252,0.25779277210434204,0.04115149646588476,0.17548977917257252,True,0.17741355266189243,True,0.18502454598632273,True,1,4.540172,0.1931623,3.039865,0.21391,2.596017,0.2205595,3.6383057875143368,0.1292648958850044,0.2668369,0.006521365,1.963865,0.01169775,-1.990715,0.3321194
CG4,HMCG:73,73,1237664336632741895,1949,53433,3,2,Satellite,0,1,0.021819562,10.20023,-20.201894,14.81141369,36.26867,Elliptical,Quenched,122.6785,2.0887684571889493,0.25954699198722636,0.6837575846414178,2.6241134601869516,1.1961716542416423,0.571621624887033,26,False,False,False,,,,,True,True,True,True,True,0.01385725040186069,-0.01805859406732937,0.09756027280667182,0.057809433437000596,-0.05250706908668513,True,-0.08638724073305099,True,-0.055778624700305444,True,1,3.844034,0.262881,3.106262,0.2746173,2.527424,0.2807363,3.364157593545558,0.1673622799325732,0.2306876,0.008517249,1.939223,0.01975624,-2.767262,0.5231938
CG4,HMCG:73,73,1237665099004051581,1953,53358,325,3,Satellite,0,1,0.02265177,9.80046,-19.708248,15.31080034,18.99038,Spiral,Starforming,54.22867,1.7342289531585962,0.09190433564806866,0.7091200764166337,5.238094935598941,2.4762921873396686,0.2863636529009349,26,False,False,False,,,,,True,True,True,True,True,-0.08638724073305099,-0.1983087080057814,0.0025206987823348363,0.10041470339405811,-0.2949332821142268,True,-0.2949332821142268,True,-0.3305265412590219,True,1,2.453115,0.5251722,0.8525164,0.5381541,2.812101,0.512754,1.8539970209992571,0.3378120824842737,0.1102717,0.01589549,1.419454,0.02069749,2.305023,0.7972488
CG4,HMCG:73,73,1237664869753487485,1949,53433,2,4,Satellite,0,1,0.023139618,9.497967,-19.609515,15.388012830000001,10.95169,Spiral,Starforming,77.21055,1.8876766461095995,0.05255910968916268,0.7239638647953998,6.815144624231877,3.289278960865668,0.22009804379889625,26,False,False,False,,,,,True,True,True,True,True,0.0383308008134032,-0.07939644884409477,0.09756027280667182,0.0884783608253833,-0.1231358190374761,True,0.1393198083248698,True,-0.17608941330805536,True,1,1.840208,0.8734982,2.358193,0.9025355,0.8769796,0.9392462,1.8911261762758147,0.5637234214472696,0.104821,0.02710908,1.308979,0.03636705,3.021516,1.43836
CG4,HMCG:80,80,1237671260670525453,2588,54174,162,1,BGG,1,0,0.03098687,11.12167,-22.371755,13.38745668,44.33095,Spiral,Quenched,232.5029,2.3664283741986303,0.114188929093887,0.9603223377459402,7.924006,5.073066644155238,0.1892981908393305,26,False,False,False,,,,,True,True,True,True,True,0.24319337424724807,0.24319337424724807,0.3003078152646575,0.02855722050870471,0.22119899355214404,True,0.25136466260322154,True,0.25619464247177454,True,1,4.17302,0.209521,3.095365,0.2246365,2.562557,0.2322401,3.506346088031699,0.136046725442194,0.278667,0.006934445,1.988564,0.01348623,-1.957379,0.3621281
CG4,HMCG:80,80,1237671123231768624,2588,54174,237,2,Satellite,0,1,0.03088647,10.94013,-21.889761,13.8588736,36.42263,Elliptical,Quenched,200.1928,2.301448453880066,0.12340819492690298,0.9573267422200586,6.185044,3.947405348671814,0.24252050591717697,26,False,False,False,,,,,True,True,True,True,True,0.210659559924703,0.09524713375865783,0.210659559924703,0.05770621308302259,0.17548977917257252,True,0.19064651758353332,True,0.19250472977107758,True,1,4.59703,0.2602771,2.787491,0.2801375,2.678087,0.281282,3.5599660644585365,0.1723422786746681,0.2785015,0.00864545,1.971437,0.02166243,-2.656347,0.5481122
CG4,HMCG:80,80,1237671260670525479,2588,54174,170,3,Satellite,0,1,0.030003054,10.6821,-21.348008,14.40779207,40.90406,Elliptical,Quenched,200.7307,2.302613799099204,0.2133103852169879,0.930937026082104,5.896552025350473,3.659545737745451,0.2543859519175267,26,False,False,False,,,,,True,True,True,True,True,0.24319337424724807,0.210659559924703,0.3003078152646575,0.044824127669977246,0.12439759440607599,True,0.24154050402585764,True,0.08110344385726691,True,1,4.719585,0.2281389,2.955171,0.2438156,2.338796,0.2532379,3.623899991281492,0.1512305700388129,0.2980398,0.007629205,2.014631,0.01684712,-2.150152,0.4318714
CG4,HMCG:80,80,1237671260670525478,5335,56013,432,4,Satellite,0,1,0.030594581,,-20.866391,14.87835214,,NoGZ,NosSFR,218.9974,2.340438958801964,0.3175937885689556,0.9486136061979258,2.088709,1.320918517858709,0.7181469510592428,v5_13_0,False,False,False,,,,,True,True,True,True,True,-0.5833307070466075,-0.6060438375572742,-0.3830331239219682,0.111505356817653,-1.6652260747183694,True,-0.42704955844442327,True,-1.316808100959223,True,0,,,,,,,,,,,,,,
